age_months,description,id,labels,location,primary_language,recorded_at,symbolic_logic
14,", “",mostlyce-94dc-4cf3-aae1-f9c740dbbadd,KnowledgeDomain:Infancy,description_interaction,Hausa,2024-02-09 23:05:00,recorded_sounds
20,caregiver_interaction,mostly85-f84b-4e26-ac28-1596604139a8,KnowledgeDomain:Infancy,", ",Yoruba,2025-08-06 18:59:00,", "
0,emotional_tone,mostly9f-ebef-4dd7-b5c3-8c7cbc7e7fde,KnowledgeDomain:Infancy,cultural_logic,Hausa,2025-07-03 12:29:00,"caregiverneural,0.962,0.18,0.13,-0.052,-T130.18,-052"
9,: ,mostlyfb-3e74-4eb9-971c-ba1f51cbd2b5,KnowledgeDomain:Infancy,infancy_at,Yoruba,2024-09-16 00:13:00,", {"
6,words_significance,mostly45-b547-411f-968d-477f9f9db692,KnowledgeDomain:Infancy,playful,Oromo,2024-09-10 06:08:00,curious {
20,emotional_tone,mostly57-0653-42e2-b9e4-0b3e962a9af3,KnowledgeDomain:Infancy,", ",Zulu,2025-03-07 08:22:00,", "
0,emotionalN_age,mostly98-924a-4cf6-b56c-24d0ea652af2,KnowledgeDomain:Infancy,emotional_tone-_.,Swahili,2025-09-28 18:06:00,neural 
11,"age, ",mostly88-63af-4401-b881-f9697808543d,KnowledgeDomain:Infancy,If,Hausa,2025-09-09 03:14:00,: 
11,curious,mostlyc1-2521-4669-8d2e-24335c27e8ef,KnowledgeDomain:Infancy,", ",Hausa,2024-06-07 14:07:00,words_sounds
11,location,mostlya5-4643-46f7-9757-d3883839582a,KnowledgeDomain:Infancy,: ,Hausa,2025-04-20 08:44:00,location
22,}} {,mostlydc-38df-46dd-9b51-5c8fd8797ad3,KnowledgeDomain:Infancy,"2024--28T08,12: {",Oromo,2024-01-28 04:19:00,Caregiver
11,cultural_language,mostlyfe-d7b4-4923-9b94-b90bbbaf5219,KnowledgeDomain:Infancy,}_at,Yoruba,2024-11-28 12:03:00,neural_
3,“emotionalTdedues b m.,mostly89-93d2-4ef2-af50-5e082c5ae1da,KnowledgeDomain:Infancy,cultural,Swahili,2024-06-18 20:54:00,infancy 
11,", ",mostly02-b3e3-440d-84a3-f1f25383bf70,KnowledgeDomain:Infancy,", ",Hausa,2025-03-30 02:56:00,}_sounds
3,2024_months,mostly4c-1381-46b2-8606-c03469c4de5e,KnowledgeDomain:Infancy,R,Hausa,2025-07-19 02:49:00,cultural_sounds_interaction
1,S,mostly1c-1221-489d-924a-605053f673d2,KnowledgeDomain:Infancy,", ",Yoruba,2024-10-12 10:46:00,"L, "
15,}}{,mostly9a-32b7-4ad9-8c8d-7e5c974556c1,KnowledgeDomain:Infancy,words_at,Hausa,2024-03-15 19:24:00,O_significance: 
2,"2024.,-1ing.1.79",mostly53-6f08-4987-96a9-7ba7dcf18edf,KnowledgeDomain:Infancy,words_sounds_type,Igbo,2025-09-28 18:06:00,}
10,neural_sounds,mostlyd2-bd74-427b-8c05-09307f9b71d3,KnowledgeDomain:Infancy,: ,Oromo,2024-05-01 22:04:00,"2024-12T-13073:1..,-023-0.2939-,-0.0487,,--0.9003,--037."
9,E_,mostlyc9-0232-41f5-a03e-1554e74d7be2,KnowledgeDomain:Infancy,{,Zulu,2024-06-11 03:29:00,", "
5,2024-1-1.3,mostlybc-39c5-4560-95c1-bf153cc7ff3f,KnowledgeDomain:Infancy,If-tT-011.9,Amharic,2024-02-12 18:09:00,description{
1,neural_sounds: ,mostly7b-8acd-44e6-bb1e-3879310b06d7,KnowledgeDomain:Infancy,Caregiver thenke.,Yoruba,2024-01-06 01:06:00,T
11,symbolic_type,mostlyef-b6ae-4d25-98b7-00b100087c30,KnowledgeDomain:Infancy,: {,Hausa,2024-11-09 22:14:00,emotional_type
15,"If ism palests peresed,.",mostlydc-80d9-4faa-bfad-8cdc81788fea,KnowledgeDomain:Infancy,2024_at,Hausa,2024-01-15 13:10:00,", {"
6,"A,0.",mostlybd-a71d-4bb6-9916-f90880442f43,KnowledgeDomain:Infancy,age_,Igbo,2024-03-19 03:46:00,: {
14,caregiver_tone,mostlyec-d3ed-492f-9521-e4af1b1737fe,KnowledgeDomain:Infancy,words_T,Amharic,2025-09-28 18:06:00,“} {
1,", ",mostlyd7-011e-4aab-9d56-4272b9ff15d4,KnowledgeDomain:Infancy,Caregiver and- fsetsa t in::kes tr.,Zulu,2024-06-21 19:20:00,"“Males, thenol sen touesdle c."
10,emotional_or: ,mostly54-bfa9-4d5f-8b83-d726ab678b44,KnowledgeDomain:Infancy,"IfTpesedbf.a, ",Zulu,2025-08-23 19:39:00,"Ifak: d-0.3558:423,,100"
8,", ",mostly44-eb9f-42e1-bfa0-2b6c61013afd,KnowledgeDomain:Infancy,caregiver“,Swahili,2025-08-07 04:13:00,", "
24,", ",mostlyaa-87ae-41a6-99f8-282202744676,KnowledgeDomain:Infancy,“or_logic,Hausa,2024-06-06 19:55:00,If: 
14,recorded_at,mostly06-00f3-4956-9125-8d58b705c350,KnowledgeDomain:Infancy,", ",Amharic,2025-06-07 18:07:00,: 
2,A_type,mostly4d-876d-4439-aea2-4d0abf942965,KnowledgeDomain:Infancy,primary_,Yoruba,2024-04-09 23:06:00,",-61.5,-1.6,30.5723117, "
22,"If I: , then00esiing a.",mostly5f-a1ff-4ab8-a7f7-02265a4f9dfe,KnowledgeDomain:Infancy,: ,Hausa,2024-04-24 03:37:00,Pmonths {
23,If.44.,mostlya5-d0c5-4205-b986-899c4f701165,KnowledgeDomain:Infancy,"description, ",Hausa,2025-08-14 19:10:00,: 
17,cultural_type,mostly10-1df5-4aad-9fa7-3e9c7120e822,KnowledgeDomain:Infancy,location,Swahili,2024-06-21 13:49:00,“-T {0.
15,Yoruba,mostly66-e24e-4e12-870a-b012d2181eb6,KnowledgeDomain:Infancy,“aveses anda andk ,Oromo,2025-01-24 08:40:00,2024_ b
0,: ,mostly95-0972-4416-80fc-cd3b83dc1ea1,KnowledgeDomain:Infancy,", ",Swahili,2025-03-03 14:10:00,symbolic_soundsinges
8,R,mostly7f-2c4f-4fe0-911b-15d84e7e6f10,KnowledgeDomain:Infancy,K_months,Swahili,2025-09-28 18:06:00,words_oring: 
4,Ifms,mostlyad-850b-453e-9254-5dafccb79004,KnowledgeDomain:Infancy,", ",Shona,2025-06-23 07:48:00,emotional-0.29T7
3,Caregiver,mostly56-043a-4bd4-8b01-5b6b66c353bc,KnowledgeDomain:Infancy,",",Hausa,2025-09-19 19:05:00,age_months
5,"2025T,-01.8",mostly98-7eff-4fee-8346-28ca983972b3,KnowledgeDomain:Infancy,caregiver {,Zulu,2024-05-22 03:56:00,description
22,: ,mostly3f-bca0-411b-9817-863575f804f0,KnowledgeDomain:Infancy,emotional_months,Zulu,2025-07-13 11:42:00,primary_logic
5,: “am m,mostly0d-c264-410f-939c-08aed6ddc3f7,KnowledgeDomain:Infancy,}type ,Igbo,2025-09-28 18:06:00,description_sounds
4,", ",mostly2e-67c1-4920-934e-981433ec5006,KnowledgeDomain:Infancy,,Amharic,2024-01-28 11:20:00,: 
15,Yoruba,mostly4c-1047-45d3-bd52-cbb48ca29ea4,KnowledgeDomain:Infancy,: ,Oromo,2024-06-24 04:58:00,cultural
24,location,mostlyfc-8d44-401b-8a0d-633e3c5bca7d,KnowledgeDomain:Infancy,: ,Shona,2024-07-20 13:27:00,caregiver 
10,experience_type,mostlyd0-ad84-41e4-bb9f-a695b9030b4c,KnowledgeDomain:Infancy,_sounds,Igbo,2025-02-12 13:42:00,", "
6,primary- thent f withp then.,mostly0d-759b-42c2-8e66-46fc9a2680a5,KnowledgeDomain:Infancy,location,Igbo,2024-02-09 23:19:00,“
3,words_or__sounds,mostly6d-bf9e-4b76-8ca1-22a0a184fd46,KnowledgeDomain:Infancy,primarylanguage,Oromo,2024-08-04 11:18:00,emotional 
3,", ",mostly28-0c55-418b-9a31-6ea6352c52df,KnowledgeDomain:Infancy,age_language,Hausa,2024-12-05 07:33:00,primary
1,}},mostly09-b8b5-48a4-97a5-1b5a952990b0,KnowledgeDomain:Infancy,{_interaction,Yoruba,2025-06-14 17:13:00,Ifam isrd andth.
12,:00,mostly16-5c75-457f-9d85-4f1fc3417ae0,KnowledgeDomain:Infancy,caregiver_sounds,Amharic,2024-02-03 21:46:00,words_logic
24,,mostlyab-62bb-4ce6-8b6c-57010f552f5c,KnowledgeDomain:Infancy,",-",Oromo,2024-09-08 06:37:00,auditory c
11,curious,mostly61-1ed3-462c-b4f6-c0727a2e128c,KnowledgeDomain:Infancy,}} ,Swahili,2024-08-05 23:19:00,location
9,Ifl.,mostly68-a5a0-464a-84b6-650b964524e8,KnowledgeDomain:Infancy,"Ife anda.at, then",Shona,2024-07-12 23:29:00,Swahili-.
6,primary_language,mostlyae-f5f5-475b-9f1e-aa0dd4a4f6b2,KnowledgeDomain:Infancy,Swahili s ,Oromo,2024-12-23 22:56:00,T0.
24,emotional_months ,mostlyd6-517d-4e57-8a09-8bf0f0c76734,KnowledgeDomain:Infancy,"Caregiver,ta",Igbo,2024-01-28 12:54:00,L :00 {
0,“,mostlyef-8529-4132-9d10-75b0bc672800,KnowledgeDomain:Infancy,}t{,Amharic,2024-04-18 17:39:00,caregiver_
3,primary_language,mostlycf-1c75-448e-b024-069d31cca014,KnowledgeDomain:Infancy,experience_,Hausa,2024-09-24 19:52:00,words_months
10,location,mostly4e-da0d-44e8-b47b-61bd5069bfde,KnowledgeDomain:Infancy,emotional .,Swahili,2024-01-21 05:14:00,experience_months
8,: ,mostly24-735f-418e-9eff-5afaa26dc603,KnowledgeDomain:Infancy,,Oromo,2025-02-02 14:55:00,", "
2,,mostlye2-a3a7-4369-b63d-3501e7698040,KnowledgeDomain:Infancy,Ifarinst to-0.,Zulu,2025-09-28 18:06:00,infancy
2,}emotional.13,mostly9b-1a78-4a17-9f69-da7777e2fe3d,KnowledgeDomain:Infancy,Swahili,Oromo,2025-07-30 19:40:00,“ingaarsy toed
1,age_significanceat,mostly83-df0d-4baa-b617-e0d9c1f18361,KnowledgeDomain:Infancy,2025,Hausa,2024-01-04 00:04:00,
24,If,mostly32-f4f6-4f07-9476-7929f5ed102d,KnowledgeDomain:Infancy,"2025om, ",Yoruba,2024-07-14 13:10:00,: 
0,playfuls,mostlyac-53c3-4689-a5d4-7e0aac8abea7,KnowledgeDomain:Infancy,caregiver ,Amharic,2025-08-20 13:50:00,}es{
14,"wordsdescriptionedks-e with and insed andanal,k,ea cs, a c”h tooing.",mostlycc-4d28-4504-a5ca-8d178f8129a0,KnowledgeDomain:Infancy,age_at,Zulu,2024-07-10 13:10:00,Awordsprimary-_months 
14,experience_or,mostly53-8b80-4920-ae33-c5e0d7f8325c,KnowledgeDomain:Infancy,", ",Oromo,2024-03-11 03:07:00,S_type
13,symbolic_logic,mostly97-048c-40c2-990e-cb4b412ff963,KnowledgeDomain:Infancy,location,Swahili,2024-05-21 02:01:00,"N0.34,-0.,7.9.09"
0,experience,mostly3d-55a6-48bc-85d8-f10311238bc6,KnowledgeDomain:Infancy,2025,Amharic,2025-06-18 03:24:00,If
10,Sor,mostly38-1d63-4961-8f04-40478d0e6cd5,KnowledgeDomain:Infancy,If,Oromo,2024-02-20 00:50:00,S_language
3,age_at,mostlydb-a155-4c5d-b939-d5b711a6279f,KnowledgeDomain:Infancy,Igboembedding,Shona,2024-11-12 10:03:00,: 
14,: ,mostlyda-1e1c-4c9e-a267-5eabb6a1962c,KnowledgeDomain:Infancy,} {symbolic_significance,Yoruba,2025-08-07 22:10:00,"“emotional,a"
9,"CaregiveroTaers,”0p,es.",mostly14-465d-4010-b2db-90e81e1eafa3,KnowledgeDomain:Infancy, ,Yoruba,2024-07-19 22:59:00,"}, "
8,P_type,mostly4a-9b0b-41c1-bcc9-b45e514de540,KnowledgeDomain:Infancy,2025,Swahili,2024-03-20 23:40:00,"Sdi ai”w”ationan,”."
13,emotional_significance: ,mostly37-c64e-465b-9085-94a9ce2dc241,KnowledgeDomain:Infancy,S_sounds,Igbo,2024-01-01 14:57:00,"-0.6390,0T.647,09,-0.590.5732,-041164,-0.1748,-20127-41T2,0.418,0.,0.0.09, {"
11,"infancytypeing,:00",mostlyc7-55e6-4ea4-b276-ec1839bfd0df,KnowledgeDomain:Infancy,: ,Hausa,2024-03-01 21:23:00,2025. {-{
10,primary_sounds,mostlyf5-35b8-4bfe-886f-0b302cc172ab,KnowledgeDomain:Infancy,"Fi,",Zulu,2024-05-07 13:53:00,", "
24,experience_logic,mostly4c-2cb0-4fca-9509-e53186f386dd,KnowledgeDomain:Infancy, ,Hausa,2024-09-24 17:48:00,}}}} {
15,: ,mostlya2-1ee4-48c9-a581-b83f5ef163ab,KnowledgeDomain:Infancy,cultural_,Oromo,2024-08-14 19:13:00,: 
1,", ",mostly6c-1f15-43f4-83b6-996a50ee3d6b,KnowledgeDomain:Infancy,2024-0__embedding,Yoruba,2025-01-11 20:55:00,neural_embedding”
11,P.,mostly73-534a-4f30-8e20-f91a07d5d500,KnowledgeDomain:Infancy,neural_interaction,Hausa,2024-10-12 11:13:00,"If-.4T,-0.657,-0.68.4"
18,description,mostly53-8c78-47c0-a21d-3e7a8bed15e8,KnowledgeDomain:Infancy,C“,Swahili,2024-09-03 07:57:00,202407_sounds
16,} ,mostlye1-56d7-4b77-807b-a3e5ccfa03de,KnowledgeDomain:Infancy,emotional_sounds,Yoruba,2024-03-17 23:34:00,}
13,":, ",mostlyb3-49a2-468e-8cad-cb6823d6223b,KnowledgeDomain:Infancy,neural_interaction,Igbo,2025-09-28 18:06:00,2024:00
11,: {,mostlyb1-c878-4277-82c5-adbd346bb100,KnowledgeDomain:Infancy,: ,Igbo,2025-03-26 20:02:00,words_interaction
11,"emotional, ",mostlyc4-e2f5-4fd3-ba27-5edbc3272e41,KnowledgeDomain:Infancy,description,Hausa,2025-09-17 07:13:00,wordsrecorded_tone
5,", ",mostlyec-807d-4dd0-96ad-c80189644c82,KnowledgeDomain:Infancy,Infant-:00{,Igbo,2025-09-28 18:06:00,symbolic_embedding
7,symbolic_interaction,mostlyf7-6157-4693-90a0-178fbe05502d,KnowledgeDomain:Infancy,If ,Igbo,2024-06-16 22:23:00,} 
9,caregiver_language,mostly4b-6d4c-41c2-8626-064b64e8f0c8,KnowledgeDomain:Infancy,location,Amharic,2024-02-10 07:03:00,Caregiver
0,", ",mostly22-c5a8-419d-9f31-0e56c8a08357,KnowledgeDomain:Infancy,", ",Amharic,2025-09-20 18:48:00,", "
9,"“,-0.380.08, then-1.5",mostly11-df76-48d8-a294-18afda02688c,KnowledgeDomain:Infancy,words_or_significance,Yoruba,2024-07-15 16:52:00,symbolic_or_significance
5,caregiver ,mostly96-65d6-4bcd-a8bc-919364fc8205,KnowledgeDomain:Infancy,secure ,Amharic,2024-04-20 21:23:00,", {"
18,_,mostlyfa-99b8-47d5-b186-bcb55967c610,KnowledgeDomain:Infancy,neural_ {,Zulu,2024-06-21 20:40:00,", "
0,", ",mostlyc1-3c4a-4b19-b8e8-b8a83715ae18,KnowledgeDomain:Infancy,: ,Swahili,2025-06-18 00:27:00,",0..0819,0.72386,0., "
11,“0.,mostly50-96f4-4c15-9d67-7df93b42b6ba,KnowledgeDomain:Infancy,"If”0.708,-0.187,-2,0.",Hausa,2024-05-30 00:59:00,caregiver_logic
18,Caregiverh-t co f tiningu.5.,mostlyda-a528-47a1-b6f0-b3733e93d9d9,KnowledgeDomain:Infancy,symbolic_logic,Swahili,2024-07-07 18:09:00,}} {
11,S,mostly67-112d-4b2a-8c63-85e0657d5deb,KnowledgeDomain:Infancy,age_experience,Hausa,2024-08-08 23:46:00,
15,", ",mostly4a-bb1a-4126-9bda-def2fa80d7fc,KnowledgeDomain:Infancy,caregiver_ h,Oromo,2024-03-14 23:13:00,"}} -t2, “"
10,Infantsignificanceio”es,mostly19-2108-4d6a-953e-d7691a850124,KnowledgeDomain:Infancy,}}} ,Zulu,2024-07-04 23:19:00,infancy
15,location,mostly82-bb0f-430a-b8e1-1a37cab6349a,KnowledgeDomain:Infancy,Esleripton.,Yoruba,2025-01-21 12:45:00,infancy
6,: ,mostlyea-010c-41d6-b21c-709ab4827933,KnowledgeDomain:Infancy,", ",Oromo,2024-12-21 20:56:00,neural {
7,“,mostly5d-c72e-4f33-9b1b-b8c2a711c426,KnowledgeDomain:Infancy,“,Shona,2024-01-27 13:58:00,K
6,R ,mostly26-9f5e-4a4d-a92a-ee658ac7de26,KnowledgeDomain:Infancy,":-, ",Oromo,2025-04-23 21:27:00,experience_logic
7,joyful,mostlya1-00c0-4747-a095-c3c30e23c87b,KnowledgeDomain:Infancy,If,Swahili,2024-07-24 19:29:00,", "
22,", ",mostly47-080f-4012-954e-e21295919f09,KnowledgeDomain:Infancy,experience_ ,Amharic,2024-03-10 10:22:00,words_months
3,: ,mostlycb-829a-40d0-9400-8a4191ae414c,KnowledgeDomain:Infancy,Cam,Hausa,2025-04-16 03:13:00,_months : 
8,If:00,mostly11-6fd6-423b-9e25-0cc63be4228f,KnowledgeDomain:Infancy,words_embedding_significancee,Swahili,2024-07-15 19:40:00,location
22,recorded,mostlyf5-f03f-4ce3-98e7-d37407cce0e1,KnowledgeDomain:Infancy,age_”,Zulu,2024-02-08 06:17:00,"experienceemotional, "
0,A,mostlydf-0618-4ba1-914b-261bf9c7eea2,KnowledgeDomain:Infancy,",_",Amharic,2024-08-17 12:09:00,symbolic_at
22,joyful,mostlyf3-8441-4c0f-9da1-8ad6eef8299b,KnowledgeDomain:Infancy,,Zulu,2024-12-21 12:26:00,age_interaction
22,", ",mostly90-65f1-4322-9f9e-8634aceac154,KnowledgeDomain:Infancy,", ",Oromo,2025-04-01 14:37:00,emotional_tone
14,"-12031.3075501.8570216,,-0.80582,0..",mostlyed-df65-4d15-8941-1f0ffef84ebb,KnowledgeDomain:Infancy,words_months,Shona,2025-09-28 18:06:00,locationlanguage
5,words_type,mostly6a-783f-4bf9-a921-726c0b703fe4,KnowledgeDomain:Infancy,,Igbo,2024-07-14 14:31:00,", "
6,S.,mostly62-0fd0-4f85-9f6d-8e04e458b3c5,KnowledgeDomain:Infancy,primary_logic,Yoruba,2024-02-04 22:22:00,location
18,", ",mostly27-f076-4bfe-aa77-c77b46bbcd68,KnowledgeDomain:Infancy,: ,Igbo,2024-09-28 19:27:00,",} "
6,neural_T--T214:ts,mostly85-6ac7-4fed-b2ae-3dd1a4bdf363,KnowledgeDomain:Infancy,", ",Swahili,2024-03-03 19:14:00,primary_sounds
10,primary_sounds,mostlyaf-1ea6-448f-a5dd-aa399d59396c,KnowledgeDomain:Infancy,", ",Yoruba,2024-09-09 23:12:00,", "
1,"Ifuhan d, {",mostly07-1cab-4503-ba69-b7e3f970f509,KnowledgeDomain:Infancy,recorded_logic_,Zulu,2024-08-13 19:46:00,age_sounds
3,caregiver_type,mostly52-ca6f-4509-a783-bef1d075fcf8,KnowledgeDomain:Infancy,:d {,Hausa,2025-04-15 14:45:00,neural_logic
13,emotional_,mostlyb0-db6d-41d8-b756-b3f2d95154e1,KnowledgeDomain:Infancy,secure,Hausa,2025-04-03 03:57:00,Caregiver 
16,{,mostly42-e6ab-4126-a978-8f0afe296a15,KnowledgeDomain:Infancy,{,Oromo,2024-01-04 17:55:00,caregiver_embedding
22,infancy,mostlya2-90b3-4b96-9fed-db1f599dbe68,KnowledgeDomain:Infancy,joyful,Zulu,2024-08-07 16:53:00,description
10,", ",mostlyb0-089a-4284-8d16-e8412cfe3c65,KnowledgeDomain:Infancy,"“,",Igbo,2024-01-11 20:19:00,"motor0.09,40."
10,,mostly84-3473-486b-b156-46d8011b66cf,KnowledgeDomain:Infancy,"Swahili, ",Igbo,2024-01-28 04:50:00,"C, {"
3,If,mostly05-32a6-46b9-ac9a-f6e066a106d6,KnowledgeDomain:Infancy,", ",Swahili,2024-03-19 03:14:00,location
12,,mostlya1-8dbb-415d-98b1-c29da0036b1d,KnowledgeDomain:Infancy,"primary, ",Hausa,2024-05-20 23:10:00,
12,primary_interaction,mostlydd-72ef-4de0-b5d2-80ebbbf726fb,KnowledgeDomain:Infancy,“_ b t”,Igbo,2024-07-07 08:10:00,“or_monthssf
9,“,mostlyad-c18b-48af-b7cf-66a8adbc8544,KnowledgeDomain:Infancy, ,Yoruba,2024-04-01 21:16:00,description
18,age_sounds,mostly9f-a6d7-4330-95af-4598d334baf6,KnowledgeDomain:Infancy,", ",Swahili,2025-08-03 03:59:00,: {
18,"Ckpsl, then {",mostly53-14a1-43ea-9870-e59b98492e63,KnowledgeDomain:Infancy,"“ks-0.16, ",Swahili,2024-07-21 23:03:00,", "
8,tactile_es,mostlyb2-adc9-4983-b88b-17f65468dd89,KnowledgeDomain:Infancy,F.,Swahili,2024-10-28 07:15:00,"OoTesih f,0.0, "
5,Hausa,mostly08-f7f3-4005-9c02-db26038bc1f5,KnowledgeDomain:Infancy,If {{,Oromo,2025-05-07 21:37:00,} 
20,caregiver_type,mostlyea-10d0-453c-9953-efac0d26bb54,KnowledgeDomain:Infancy,A_,Swahili,2024-04-04 03:49:00,c1.
2,If,mostlyae-26c4-440f-ad3b-1935b8e92c3b,KnowledgeDomain:Infancy,If1.,Hausa,2024-12-10 06:03:00,", "
15,If ,mostly1b-058d-4156-a669-dc543ac1dd71,KnowledgeDomain:Infancy,"C Ipu, and inera s.18, bfes.",Oromo,2025-07-17 04:22:00,:00 
20,O_,mostly70-ded7-467e-aa55-18ce10c79596,KnowledgeDomain:Infancy,experience_at,Yoruba,2025-03-08 12:04:00,2024“r_
20,“m,mostly77-ede0-4c59-a6e0-79cc547cabfb,KnowledgeDomain:Infancy,"If1.23,-,017338,- ",Zulu,2025-05-26 22:08:00,}} {
1,age__tone,mostlyfe-5f41-4c62-be12-c32ad7d3aa4d,KnowledgeDomain:Infancy,2025.,Yoruba,2024-05-12 04:15:00,2025 {
11,description,mostly62-7025-4e7d-819f-de82e94527df,KnowledgeDomain:Infancy,age_months,Hausa,2025-01-04 05:17:00,}.
4,:,mostly81-1360-442a-b77f-490dee1ff136,KnowledgeDomain:Infancy,If ,Hausa,2025-09-28 18:06:00,", "
5,“-0020.,mostly05-0ffb-4512-9b06-7dce4a93628f,KnowledgeDomain:Infancy,Ifes.,Igbo,2024-02-05 04:56:00,Caregiver_tone
24,emotional_ ,mostlyc9-9428-4dd8-8c07-ab55de93198f,KnowledgeDomain:Infancy,If,Hausa,2025-08-19 23:37:00,"secure“.07-0.8,-018.3906-13:00_,0.354.,--0.154,-0."
0,primarylanguage,mostlya0-8cc4-4aa9-880d-99256ae46d48,KnowledgeDomain:Infancy,“l,Igbo,2024-07-04 08:14:00,experience 
15,E,mostly38-5cd5-4956-9903-56a9f3304b62,KnowledgeDomain:Infancy,“_logic,Yoruba,2025-03-10 18:56:00,If 
13,neural_logic,mostly58-a5db-451e-a2ce-90b2dee25450,KnowledgeDomain:Infancy,recorded_type,Amharic,2025-08-01 15:05:00,}}
10,motor,mostlye6-5306-466a-98a0-f3b6d4c4ee58,KnowledgeDomain:Infancy,L_tonemed,Igbo,2025-04-06 13:57:00,joyful_
13,", ",mostly63-8c35-4089-a8ac-e5df251f590c,KnowledgeDomain:Infancy,joyful_at,Oromo,2025-09-07 06:03:00,2024
3,.,mostlyc3-3032-497d-80e6-9c1eab992957,KnowledgeDomain:Infancy,S_,Igbo,2024-04-23 23:31:00,":, {_orsoundsb."
0,location,mostly78-df2a-47d6-858c-b6e61f6b385f,KnowledgeDomain:Infancy,2025-s ,Zulu,2024-11-04 19:41:00,primary_u
18,emotional_tone,mostlyd9-ed0f-4074-bcad-cfff4e7e0dd9,KnowledgeDomain:Infancy,_or,Swahili,2024-04-09 14:37:00,“
12,: ,mostly7f-8431-4789-b9d3-d29f93b63805,KnowledgeDomain:Infancy,"“mome c aa,-0.",Swahili,2025-09-28 18:06:00,Ife 
8,If ,mostly4b-4c5f-4819-9d63-48c5bfe1025b,KnowledgeDomain:Infancy,_embedding,Swahili,2024-03-28 19:04:00,infancy
4,If primarys,mostly5f-4d8a-480c-8507-d1d8d6baa20b,KnowledgeDomain:Infancy,2024_soundsmonths,Shona,2024-03-07 00:53:00,caregiverageor_language
14,Caregiver,mostly5c-5277-4b83-b869-b369b44a2bb4,KnowledgeDomain:Infancy,experience_,Yoruba,2024-08-12 08:17:00,description
16,auditory,mostlyb8-6023-4321-84c3-24a763e87324,KnowledgeDomain:Infancy,", ",Yoruba,2025-03-15 15:02:00,words_embedding
24,motor,mostly03-aecd-4079-b3e2-f97b85235f11,KnowledgeDomain:Infancy,joyful,Oromo,2024-09-10 04:35:00,“s
18,primary_logic,mostly1e-8275-469d-a730-2c56b8ca2073,KnowledgeDomain:Infancy,experienceor_at ,Swahili,2024-03-30 21:11:00,", "
9,emotional_logic,mostlye6-0476-47d6-a4d5-9f7f27cb0120,KnowledgeDomain:Infancy,experienceIf,Igbo,2025-04-01 23:37:00,recorded_type
18,symbolic ,mostly8e-84ea-4394-81b2-824feb839f08,KnowledgeDomain:Infancy,"“o-. , ",Swahili,2025-09-04 06:09:00,cultural_embedding
10, ,mostly6d-49bb-43a9-9e3e-75b272d681bd,KnowledgeDomain:Infancy,Ifp bend andtsin andese.,Shona,2024-05-30 23:19:00,experience_oro
5,location,mostlya6-02f0-4fa8-8793-57e16f3ebb4a,KnowledgeDomain:Infancy,csyinges ms” s.,Yoruba,2025-04-28 21:52:00,E 
22,experience_sounds,mostly01-b675-4500-9aa1-f18b8e9aa8e2,KnowledgeDomain:Infancy,neural_language,Shona,2025-09-28 18:06:00,: 
0,T_interaction,mostly4a-f526-414e-a697-a72609ffc393,KnowledgeDomain:Infancy,caregiver ,Amharic,2024-03-07 11:52:00,location
15,If ,mostly70-af55-4c81-9c5c-c909543659fe,KnowledgeDomain:Infancy,infancy,Oromo,2024-09-11 01:26:00,"“lc and toded,p m-i,sk ted andalp a”inged."
0,"2024cultural03T,ing--01.609",mostly05-8239-4a5d-b3ff-7e60f9e90d59,KnowledgeDomain:Infancy,K,Hausa,2025-04-10 14:43:00,K
8,", ",mostly2c-52cc-485e-bb22-d553843267e1,KnowledgeDomain:Infancy,"Infantingmia,.",Swahili,2024-04-20 14:41:00,words__at
3,", {",mostlyf7-b50f-4652-a8f8-d8c62d389087,KnowledgeDomain:Infancy,} ,Shona,2024-03-30 19:17:00,experiencesymbolic_tone
12,emotional_sounds,mostlye6-0f8e-45db-adeb-45a71b1bf0fb,KnowledgeDomain:Infancy,"}-0.3913,0.710858,0.5,-0.40528,1.36,-13, ",Swahili,2024-01-01 21:05:00,
0,age_type,mostly91-c650-485e-9b23-f53e5a4b1a69,KnowledgeDomain:Infancy,_,Swahili,2024-09-08 11:08:00,neural_language
4,caregiver_tone,mostly5e-6499-4e96-a3a3-08b7c3b76553,KnowledgeDomain:Infancy,,Hausa,2024-08-15 03:45:00,: 
2,",-T08esing m.",mostlya1-485f-4666-9def-28408ca8b814,KnowledgeDomain:Infancy,OT“omups mpw.,Zulu,2024-03-10 06:48:00,: 
3,experience_interaction,mostly9e-add8-475e-a0a0-41f1d57e0bc6,KnowledgeDomain:Infancy,S,Oromo,2024-11-06 21:20:00,", "
6,E{,mostly26-6ee9-48de-b9f5-8e0ae5f99642,KnowledgeDomain:Infancy,: ,Amharic,2024-08-11 20:40:00,infancy
6,", ",mostly7b-0283-4d61-ae67-d7accdc11166,KnowledgeDomain:Infancy,", ",Oromo,2024-01-18 19:20:00,: {
10,playfulor_language,mostlyb5-2e7b-4eb8-9689-ce3e67a8c2fe,KnowledgeDomain:Infancy,: ,Yoruba,2025-08-12 15:16:00,"-172312,-0.-28,0."
14,“_ing,mostly4f-79c5-4dc3-9a2c-a598acc7851b,KnowledgeDomain:Infancy,", “",Igbo,2024-04-28 23:14:00,symbolic_language
