description,id,labels,language,name,primary_language,recorded_at,region
neural_representation,mostly01-9bd2-4950-9ad5-31834856b019,KnowledgeDomain:Culture,,,Amharic,2024-05-18 07:25:00,
", and and",mostly21-225d-4313-82ca-9ab1ba2e8118,KnowledgeDomain:Culture,,,Amharic,2024-02-10 10:34:00,
", ",mostly8d-5a7c-4f88-aeef-d986b3782660,KnowledgeDomain:Culture,,,Swahili,2025-04-19 22:33:00,
,mostlya7-d134-49bf-bd18-086cf6b6d07b,KnowledgeDomain:Culture,,,Yoruba,2025-04-26 11:37:00,
symbolic,mostlye9-d78c-4e28-a659-f3dc0c20f44a,KnowledgeDomain:Culture,,,Yoruba,2024-01-25 11:11:00,
modern}00},mostlyf7-7446-4dab-8259-88ba7c017bad,KnowledgeDomain:Culture,,,Shona,2024-02-18 02:11:00,
,mostlya3-29ed-477f-874d-227393dcbdd8,KnowledgeDomain:Culture,,,Hausa,2024-09-03 09:43:00,
Ao,mostlye4-a0db-4318-9b00-dd8e8eda2d50,KnowledgeDomain:Culture,,,Zulu,2024-01-23 16:40:00,
primary_context,mostly90-45ce-4d4c-816a-39b570d6ce4a,KnowledgeDomain:Culture,,,Igbo,2025-05-23 14:22:00,
Zulu,mostlyae-babb-42a6-ae15-d1fce03d969b,KnowledgeDomain:Culture,,,Zulu,2025-02-18 14:54:00,
description,mostly3b-0358-42bb-a080-cea32e568f5b,KnowledgeDomain:Culture,,,Swahili,2025-09-06 18:48:00,
,mostlyf8-e265-4936-917d-43f84edb9633,KnowledgeDomain:Culture,,,Oromo,2024-03-13 18:30:00,
culture,mostly11-cd7c-48a0-bd0a-b95f00225d4f,KnowledgeDomain:Culture,,,Igbo,2024-08-25 00:08:00,
"neural_encoded-03or,-1.336,-041.365,-0.0913,27,1608,1-062-0.,1",mostlycb-ceac-4045-84ce-171c60b77d3a,KnowledgeDomain:Culture,,,Shona,2024-03-26 01:57:00,
symbolic_embedding,mostlyd0-3490-43c9-8707-0adcd1f20c77,KnowledgeDomain:Culture,,,Zulu,2025-03-15 01:28:00,
cultural-,mostly70-af02-42a3-a4d6-5507836106dc,KnowledgeDomain:Culture,,,Swahili,2025-01-28 03:42:00,
: ,mostlyba-3eb0-46e5-a3e2-4b7b496f25b5,KnowledgeDomain:Culture,,,Amharic,2025-06-26 23:03:00,
"Southwest,.",mostly93-083f-4dec-803b-5589d7a65735,KnowledgeDomain:Culture,,,Igbo,2024-05-11 22:00:00,
region,mostlyfd-e91e-4a50-b5e8-7e4d82d7bc4d,KnowledgeDomain:Culture,,,Igbo,2024-04-09 15:10:00,
"B Africaor, and cultural,-0.0095,1.",mostlyb3-8456-41b9-8aad-07822054d779,KnowledgeDomain:Culture,,,Hausa,2024-11-12 08:17:00,
Oromo,mostlyc1-01d0-40c5-851e-0a9e60a5f01a,KnowledgeDomain:Culture,,,Igbo,2025-01-10 05:15:00,
culturalelement,mostly88-4fb2-46e2-a0b7-d242796c8316,KnowledgeDomain:Culture,,,Yoruba,2024-05-08 06:33:00,
,mostly52-d1e6-4eea-8155-67ced21c1a7c,KnowledgeDomain:Culture,,,Amharic,2024-08-02 04:00:00,
description,mostly81-0849-4561-b884-42c1349a30e5,KnowledgeDomain:Culture,,,Hausa,2025-06-17 19:46:00,
", {",mostly88-450a-489b-8842-c6030ad7a34f,KnowledgeDomain:Culture,,,Igbo,2025-01-27 15:02:00,
cultural_language in,mostly27-dabc-4724-876e-6e9d74b9db0e,KnowledgeDomain:Culture,,,Shona,2024-10-21 12:19:00,
"2024-11T, and,-0:.",mostly25-7a38-4250-8a75-4332a957398e,KnowledgeDomain:Culture,,,Amharic,2024-01-25 16:43:00,
"Igboiae c and.i,",mostly73-e4a6-4460-924b-eb449ddf1d31,KnowledgeDomain:Culture,,,Zulu,2024-05-25 09:37:00,
: ,mostly95-240d-4c4a-92c8-eb4e6ff3c1dd,KnowledgeDomain:Culture,,,Amharic,2024-09-15 07:00:00,
W,mostly32-f26b-4d63-a158-1f16aa662035,KnowledgeDomain:Culture,,,Oromo,2024-07-06 23:52:00,
P ,mostly14-9ce9-4743-abfa-3d00567d56a5,KnowledgeDomain:Culture,,,Amharic,2025-08-19 02:12:00,
: ,mostly95-fb3d-4a53-9d27-6c43ee360e34,KnowledgeDomain:Culture,,,Shona,2025-02-11 22:00:00,
neural _context,mostlyf8-a0c9-48ee-bab3-41eb4b22627c,KnowledgeDomain:Culture,,,Shona,2024-01-20 03:04:00,
cultural to_language,mostly48-fe67-4d32-80a5-04266026c5e6,KnowledgeDomain:Culture,,,Igbo,2024-02-28 11:02:00,
: {,mostly4d-81c6-4787-a5bf-1c408b7afd07,KnowledgeDomain:Culture,,,Swahili,2025-03-16 15:06:00,
description,mostlyf4-f7d6-4f0d-a77c-bca837bba0e4,KnowledgeDomain:Culture,,,Oromo,2024-11-17 16:42:00,
",-1,-0.190.57.04,0..",mostly77-86db-43ae-90cf-84efe3b18788,KnowledgeDomain:Culture,,,Swahili,2025-05-15 05:00:00,
symbolic_embedding,mostly41-8d1d-4b27-a6bf-ecedfba29572,KnowledgeDomain:Culture,,,Swahili,2024-09-14 14:34:00,
culture,mostlya3-7965-4175-a41c-8818a4db4a22,KnowledgeDomain:Culture,,,Yoruba,2024-06-01 14:38:00,
symbolic_or,mostlyba-2210-442c-9a2b-18c3e4fc1dbc,KnowledgeDomain:Culture,,,Amharic,2024-11-25 15:32:00,
meaning_language,mostly73-81ac-4bc0-a961-be187f70dabc,KnowledgeDomain:Culture,,,Igbo,2025-06-16 21:00:00,
", ",mostly02-a241-4a0e-afb3-4252542b8bcc,KnowledgeDomain:Culture,,,Swahili,2025-09-20 19:39:00,
}} {,mostly54-3f96-4893-80f7-86ebce450c24,KnowledgeDomain:Culture,,,Hausa,2024-07-20 02:19:00,
region,mostlyd4-a014-4ad6-9c9b-08ec61351197,KnowledgeDomain:Culture,,,Igbo,2024-02-05 16:57:00,
Zulu c.,mostly6e-e67d-44e5-a3a4-087dc5fe74ca,KnowledgeDomain:Culture,,,Swahili,2024-04-22 04:24:00,
symbolic_purpose,mostly94-e6d3-4838-bb19-7b89ee0bc997,KnowledgeDomain:Culture,,,Oromo,2024-03-06 12:33:00,
 ,mostlye6-b0c1-4c3a-8747-56be2b3a8869,KnowledgeDomain:Culture,,,Shona,2025-07-01 03:22:00,
C,mostlyae-19b8-4268-b0be-4026198753b7,KnowledgeDomain:Culture,,,Amharic,2025-05-13 07:57:00,
description,mostlyc7-9106-45c5-b6d2-f94b94d05e00,KnowledgeDomain:Culture,,,Zulu,2024-02-28 01:08:00,
: {,mostly2d-5132-46eb-90d7-2413ce52f97c,KnowledgeDomain:Culture,,,Amharic,2024-04-27 04:24:00,
B ,mostlyf5-4b52-456d-9051-2673a7f1bec7,KnowledgeDomain:Culture,,,Shona,2025-01-27 16:48:00,
Gdescription,mostlya0-7c5b-4ea0-9639-2232a31df12a,KnowledgeDomain:Culture,,,Amharic,2024-10-12 18:41:00,
: ,mostly6e-2e4f-45d0-8f08-5dafcb1b088b,KnowledgeDomain:Culture,,,Swahili,2024-04-15 04:34:00,
: ,mostly57-7bd6-4ce8-994a-37928751e334,KnowledgeDomain:Culture,,,Amharic,2024-08-05 16:49:00,
meaning_element,mostlyd0-4dca-4995-9c2a-9b05f01983fd,KnowledgeDomain:Culture,,,Oromo,2025-03-11 18:01:00,
recorded_relevance_method,mostly81-d976-4034-a346-6b8004674c86,KnowledgeDomain:Culture,,,Zulu,2025-02-05 09:22:00,
symbolic_element,mostly84-67a9-415c-9e0a-65276979a64e,KnowledgeDomain:Culture,,,Igbo,2025-08-11 20:09:00,
culture,mostly4f-fbd0-4f05-b04b-fe28a377f431,KnowledgeDomain:Culture,,,Swahili,2024-02-04 16:25:00,
Shona and.,mostlyb3-6a62-47b3-8ef9-b52764583deb,KnowledgeDomain:Culture,,,Amharic,2024-01-09 18:19:00,
primary__encoded,mostlyca-973d-43dd-8b49-9eedc302839c,KnowledgeDomain:Culture,,,Oromo,2025-07-13 03:03:00,
"culture-ed3s, and a c communityo and community",mostly6f-f558-4d36-b1ed-d6c7c1630588,KnowledgeDomain:Culture,,,Swahili,2024-12-05 13:14:00,
music,mostly08-8a48-4dc8-90b8-6be38185467d,KnowledgeDomain:Culture,,,Hausa,2025-06-03 07:47:00,
"cultural_or c, and slened andtp ser, me",mostly27-ffe4-4a21-844a-25c9a4e71d38,KnowledgeDomain:Culture,,,Igbo,2025-06-12 07:08:00,
M.,mostly97-1372-4d1a-ae49-ef0d081037a9,KnowledgeDomain:Culture,,,Amharic,2025-01-13 04:14:00,
symbolic_or_relevance,mostly1a-d289-4883-97ac-cb926ced046c,KnowledgeDomain:Culture,,,Hausa,2024-03-28 21:27:00,
modern_context,mostly4a-d3f9-4992-88fe-0f4ebd8491ad,KnowledgeDomain:Culture,,,Shona,2024-12-20 14:58:00,
modern_relevance,mostly80-15c9-4c38-b1c8-204d2923f831,KnowledgeDomain:Culture,,,Igbo,2025-09-20 19:39:00,
transmission_transmission,mostlyc7-27cf-4cfc-9201-d08fe7b90e35,KnowledgeDomain:Culture,,,Zulu,2024-04-30 10:52:00,
}: ,mostly8e-2ae3-4d49-8fac-e03b0da36714,KnowledgeDomain:Culture,,,Zulu,2025-09-01 06:22:00,
symbolic_purpose,mostly80-233a-4345-af60-1f4321b370a2,KnowledgeDomain:Culture,,,Hausa,2025-05-22 11:59:00,
Oromo-al}o,mostly56-4ebb-4b05-8d03-6583539bf59d,KnowledgeDomain:Culture,,,Zulu,2025-07-06 12:20:00,
: ,mostly72-fb36-4d61-b008-7d52e01973d1,KnowledgeDomain:Culture,,,Amharic,2024-06-08 11:23:00,
 ,mostly79-6193-4260-addc-ef447d28f215,KnowledgeDomain:Culture,,,Amharic,2025-09-17 01:00:00,
"A to, sociala,1",mostly9f-2866-4158-a94a-c8961d475bae,KnowledgeDomain:Culture,,,Yoruba,2025-01-08 14:12:00,
Toe ,mostly84-982c-4832-aa4f-d119e1afaac5,KnowledgeDomain:Culture,,,Swahili,2024-10-09 03:31:00,
primary,mostly35-238e-43b2-bd9b-9a4473267629,KnowledgeDomain:Culture,,,Yoruba,2024-01-20 23:36:00,
culture,mostlyd5-4c77-40dc-a94d-82e7faf2f2c1,KnowledgeDomain:Culture,,,Shona,2024-12-03 06:26:00,
symbolic_encoded,mostly41-33ca-40a1-aa1f-222801ffda67,KnowledgeDomain:Culture,,,Zulu,2025-06-11 16:33:00,
transmission_method,mostlydf-2f09-4948-9547-478242a8d824,KnowledgeDomain:Culture,,,Amharic,2025-04-08 06:13:00,
"cultural_element, ",mostly5b-b107-4fcd-abd5-d79d8e907d54,KnowledgeDomain:Culture,,,Hausa,2024-03-26 17:01:00,
"symbolic.inging andeen ins, s and.{ ",mostly03-654f-4f31-bc99-77bbad7d85c6,KnowledgeDomain:Culture,,,Hausa,2025-03-19 10:37:00,
Southwestk: {,mostlyb3-2bd3-47ad-b4a4-2281d53088d2,KnowledgeDomain:Culture,,,Swahili,2024-02-13 02:46:00,
_meaning,mostly9d-961a-44b7-8f8b-eed6cfdd20b9,KnowledgeDomain:Culture,,,Oromo,2024-07-28 19:34:00,
Hausa,mostlye2-2699-4c31-b24c-50c595f85ec5,KnowledgeDomain:Culture,,,Hausa,2024-04-12 03:23:00,
", ",mostlyfd-7d9b-4bb7-a6d7-36429f2af708,KnowledgeDomain:Culture,,,Shona,2025-01-13 15:41:00,
: ,mostly02-6012-445b-8ede-6b13174791ec,KnowledgeDomain:Culture,,,Amharic,2024-03-27 07:29:00,
"As, andtalss-",mostly2d-b0fa-41bc-9d42-37bc48e44c9b,KnowledgeDomain:Culture,,,Swahili,2024-09-17 11:27:00,
description,mostly87-1533-40ba-968e-e0a60c585f9b,KnowledgeDomain:Culture,,,Amharic,2024-09-29 22:12:00,
description ,mostly96-7d53-4fba-a3e7-9894388c7c69,KnowledgeDomain:Culture,,,Swahili,2025-02-01 15:27:00,
historical_or,mostlye8-7c03-4fab-9b8a-70c30284e9c7,KnowledgeDomain:Culture,,,Yoruba,2024-07-04 00:41:00,
"festival_,-1.80515,-0.813-1.31, and.{6,2716,.",mostly77-bf4e-40a2-a923-ad2bf62af76e,KnowledgeDomain:Culture,,,Amharic,2024-03-13 12:01:00,
modern{,mostlydb-65fc-4245-8611-cd8197aab7cd,KnowledgeDomain:Culture,,,Amharic,2024-02-14 04:47:00,
C,mostlycc-b7ac-47c1-a699-8bfcf47c9971,KnowledgeDomain:Culture,,,Oromo,2024-06-30 07:32:00,
,mostly96-a85d-497e-81de-6f2e48853d3d,KnowledgeDomain:Culture,,,Igbo,2024-12-19 23:05:00,
_at,mostly4a-c6bd-4dec-87bc-5224034e3112,KnowledgeDomain:Culture,,,Amharic,2025-02-14 02:43:00,
modern_relevance,mostly9f-6898-44d0-bdd2-4fe2869eda8a,KnowledgeDomain:Culture,,,Hausa,2025-09-20 19:39:00,
C,mostly6c-8924-41c9-89e9-dbdf4212dfab,KnowledgeDomain:Culture,,,Oromo,2025-03-05 07:09:00,
C_.,mostly44-64e2-4339-9e4e-7c04b4a498f5,KnowledgeDomain:Culture,,,Yoruba,2025-09-20 19:39:00,
cultural_,mostlyf2-ce4b-41b9-8874-70d30a5faa55,KnowledgeDomain:Culture,,,Igbo,2024-09-30 07:08:00,
: ,mostly51-eb04-4fe3-8d50-5e79d398dfa6,KnowledgeDomain:Culture,,,Igbo,2024-07-15 23:56:00,
music,mostly9c-36c3-4474-8824-7c7044637877,KnowledgeDomain:Culture,,,Swahili,2025-01-13 05:11:00,
} ,mostlya5-5510-431f-962c-28415bbf5bae,KnowledgeDomain:Culture,,,Yoruba,2024-06-22 08:48:00,
Orall,mostly82-7768-4f5b-a808-eca0febd8fda,KnowledgeDomain:Culture,,,Yoruba,2025-09-02 07:08:00,
meaning_encoded,mostly50-8f7f-468f-85a6-a462dd7ab43f,KnowledgeDomain:Culture,,,Igbo,2024-09-07 04:34:00,
transmission_element,mostly58-3895-44c0-bfde-524e043a6d2a,KnowledgeDomain:Culture,,,Zulu,2024-08-06 18:36:00,
meaning_at,mostly7e-11c9-48dd-8a7f-49578fed8612,KnowledgeDomain:Culture,,,Amharic,2024-04-03 15:44:00,
meaning_or,mostlyb9-9ef6-4002-8b11-471af8f5be36,KnowledgeDomain:Culture,,,Zulu,2025-04-13 03:39:00,
"Ae_aringu and wing indmep and family and unitydsd social, ",mostly27-8a90-447a-8475-e80c9aea2988,KnowledgeDomain:Culture,,,Igbo,2025-06-19 03:34:00,
2025_at,mostlybe-20a5-439c-ad00-952939e64aff,KnowledgeDomain:Culture,,,Yoruba,2024-11-13 08:47:00,
A Africa,mostly06-d4c1-4f67-bdf8-8e38996be00c,KnowledgeDomain:Culture,,,Swahili,2024-06-05 01:28:00,
Swahili,mostly1e-4c92-445c-ae4f-269166f3d109,KnowledgeDomain:Culture,,,Yoruba,2025-03-09 00:05:00,
recorded ,mostlyef-c220-4637-bcba-532f3529aa36,KnowledgeDomain:Culture,,,Oromo,2024-07-12 13:17:00,
Amharic.,mostly8f-2250-4652-8b28-a0e6a524fc96,KnowledgeDomain:Culture,,,Amharic,2024-06-23 15:32:00,
: ,mostlycf-4455-480c-b648-6ecc9a103dad,KnowledgeDomain:Culture,,,Oromo,2024-11-28 13:41:00,
recorded_,mostly7a-7965-4b1a-a533-fdf9d3f9f1fb,KnowledgeDomain:Culture,,,Zulu,2024-01-10 07:22:00,
2024 {,mostlyed-2c55-4a07-9d9d-e52dee382666,KnowledgeDomain:Culture,,,Zulu,2025-06-26 17:36:00,
"Oral, inc san.",mostly6b-ace2-40a6-b314-a9c956bc60c8,KnowledgeDomain:Culture,,,Amharic,2024-08-27 07:06:00,
 ,mostlyda-afe0-4f61-b77b-e10ca9a76e98,KnowledgeDomain:Culture,,,Igbo,2024-07-23 20:40:00,
historical: ,mostlydf-2368-483b-80be-51af58a03054,KnowledgeDomain:Culture,,,Hausa,2025-04-02 00:51:00,
neural {ole toa,mostlybc-7706-4f71-b39d-fb8201023573,KnowledgeDomain:Culture,,,Hausa,2024-07-18 03:27:00,
neural_embedding,mostlya0-edc5-442d-ab42-3904e1fe5b66,KnowledgeDomain:Culture,,,Igbo,2025-06-01 22:33:00,
2024--0.,mostly82-f28e-45f1-9c03-2e9ec992e3e8,KnowledgeDomain:Culture,,,Zulu,2024-08-23 04:22:00,
2024: ,mostly20-e3ea-4246-a304-a079976c0666,KnowledgeDomain:Culture,,,Igbo,2024-06-30 14:17:00,
2024} ,mostlya1-3292-4e58-8bfa-caaec6304814,KnowledgeDomain:Culture,,,Yoruba,2024-01-26 21:23:00,
W_method,mostlye4-59d4-4209-995d-0658c9e67c0e,KnowledgeDomain:Culture,,,Amharic,2024-02-01 23:14:00,
M_purpose,mostlyb3-1bd8-470f-8e79-1d7db3c918d2,KnowledgeDomain:Culture,,,Shona,2025-02-12 10:40:00,
music,mostly89-773d-4eeb-be62-26610f0397d3,KnowledgeDomain:Culture,,,Hausa,2024-02-11 00:25:00,
modern_: ,mostly35-6ad2-41ad-88cd-197856eff1a6,KnowledgeDomain:Culture,,,Swahili,2024-11-28 11:24:00,
Yoruba,mostly16-af27-4c68-810b-e697c4c7cc8c,KnowledgeDomain:Culture,,,Hausa,2024-08-26 05:16:00,
"-0.2609,0.",mostlyaa-d277-48f6-bba6-fbd942742237,KnowledgeDomain:Culture,,,Yoruba,2025-08-05 01:49:00,
"2025 Africa, ",mostly9c-b0f9-4882-83f4-067b67988117,KnowledgeDomain:Culture,,,Yoruba,2025-08-03 04:20:00,
recorded_embedding,mostly6c-cfb6-4f72-ac1e-af1cd196b77e,KnowledgeDomain:Culture,,,Amharic,2024-04-16 07:31:00,
",-",mostly03-8570-4fde-9611-06eeeb9a3cf3,KnowledgeDomain:Culture,,,Igbo,2024-06-05 19:49:00,
"P asts,0.",mostly33-a616-448e-bf05-f69e4692605d,KnowledgeDomain:Culture,,,Igbo,2024-01-05 01:45:00,
} ,mostly9d-fa5a-4c24-af33-6f2374072a92,KnowledgeDomain:Culture,,,Hausa,2025-09-20 19:39:00,
M Africa ,mostly95-b40a-41f6-a917-f000c547904d,KnowledgeDomain:Culture,,,Amharic,2024-08-05 18:31:00,
neural_method c,mostly8b-f114-4466-9feb-def0eb1af804,KnowledgeDomain:Culture,,,Hausa,2025-01-13 00:27:00,
: ,mostly00-422b-4b00-b437-58def4096b81,KnowledgeDomain:Culture,,,Zulu,2024-03-25 18:02:00,
Yoruba,mostly1a-0d34-4f5f-95c5-b011a10f1eb7,KnowledgeDomain:Culture,,,Hausa,2025-07-26 02:12:00,
culture,mostly4a-6403-4794-a263-f2e8c60e8414,KnowledgeDomain:Culture,,,Igbo,2025-04-30 09:33:00,
recorded_purpose,mostly9f-e883-48d2-8f6d-81beb40d02a8,KnowledgeDomain:Culture,,,Swahili,2025-09-01 21:47:00,
 ,mostlyf7-18e9-4bf9-9ffd-e203b3829a2c,KnowledgeDomain:Culture,,,Amharic,2025-09-20 19:39:00,
historical,mostly90-21b9-4589-9b40-6573abb9b572,KnowledgeDomain:Culture,,,Yoruba,2024-05-30 12:37:00,
historical_encoded,mostly38-adc2-41b6-99e9-6dbc3344a3b1,KnowledgeDomain:Culture,,,Amharic,2025-07-06 07:22:00,
Amharicrecordedoemar in,mostlyda-6aa8-424a-a3d4-82f01e1eda16,KnowledgeDomain:Culture,,,Oromo,2025-09-20 19:39:00,
: ,mostlyd7-7d5d-425a-8957-d1526d5dfd40,KnowledgeDomain:Culture,,,Hausa,2025-06-29 06:01:00,
cultural_relevance,mostly18-d30d-45f4-8819-7a173450d83d,KnowledgeDomain:Culture,,,Yoruba,2024-11-22 05:47:00,
modern,mostly62-7b61-4cbd-af96-476d8a21df8c,KnowledgeDomain:Culture,,,Zulu,2024-04-05 12:59:00,
neuralencodedmethod,mostlyf9-6edb-4359-a5bb-8786b6177cfe,KnowledgeDomain:Culture,,,Shona,2025-04-25 06:22:00,
_element,mostlyb9-3e62-410d-941c-408e8105933c,KnowledgeDomain:Culture,,,Swahili,2024-11-11 02:20:00,
region,mostly24-27c7-411a-b56b-04211e379073,KnowledgeDomain:Culture,,,Zulu,2025-01-15 20:12:00,
primary_purpose,mostly42-0303-4056-96a4-0d16ebe3ec76,KnowledgeDomain:Culture,,,Igbo,2024-11-27 10:05:00,
Gingeo s,mostlyf9-a1d9-4584-a357-2b48380d2df3,KnowledgeDomain:Culture,,,Zulu,2025-01-12 12:36:00,
{ ,mostly2f-f96f-4b4d-91cc-c396f6bcac58,KnowledgeDomain:Culture,,,Swahili,2025-04-12 02:16:00,
Tos,mostlyd6-8bfe-4819-aee5-f7fc829fdb01,KnowledgeDomain:Culture,,,Oromo,2024-01-04 20:44:00,
Yorubaa,mostly6e-f9ae-43aa-a7f7-3a920e45e28e,KnowledgeDomain:Culture,,,Oromo,2025-01-08 12:06:00,
", ",mostlye6-3a1d-4239-bbe1-b041efe05d87,KnowledgeDomain:Culture,,,Swahili,2025-07-28 06:00:00,
recorded_relevance,mostly6d-d732-47e2-b969-9e150c2cfdfa,KnowledgeDomain:Culture,,,Oromo,2024-07-08 19:18:00,
"2024-0.4.63927,0.3,03, and26411-0,0.,-6.47,0.403,0.7076,0.29--0",mostlyd4-5c00-4cfb-b0e6-4660e7fed86b,KnowledgeDomain:Culture,,,Swahili,2025-09-20 19:39:00,
wisdomh,mostly04-5713-4c3c-bfb4-c715b9cc8bc4,KnowledgeDomain:Culture,,,Igbo,2024-07-20 10:19:00,
meaning_at,mostly72-7e0c-4c54-ad6c-ae67d2f86c10,KnowledgeDomain:Culture,,,Yoruba,2025-03-30 03:26:00,
-_representation,mostly0e-e77c-4f2c-8a42-24a82ad18a1b,KnowledgeDomain:Culture,,,Amharic,2024-02-16 04:51:00,
primary_context,mostly8c-ce9c-4eb2-bb1c-95ea0ae188a0,KnowledgeDomain:Culture,,,Oromo,2024-04-30 08:12:00,
:{ ,mostlyd6-60f5-42d5-b070-4fb4a47d9daf,KnowledgeDomain:Culture,,,Yoruba,2024-01-17 04:39:00,
,mostlyb5-a531-4fba-8317-808d002bb42c,KnowledgeDomain:Culture,,,Oromo,2025-05-17 00:57:00,
description_encodedlanguage,mostly17-2069-4f58-89e5-3a810b2c65de,KnowledgeDomain:Culture,,,Oromo,2024-01-01 23:12:00,
,mostly1e-8349-47de-845c-d33687e0db3f,KnowledgeDomain:Culture,,,Yoruba,2025-05-11 20:49:00,
}} ,mostlya3-54af-42d8-a576-a27b871f3b9f,KnowledgeDomain:Culture,,,Amharic,2025-03-27 05:35:00,
Tocerg toeer the seard community,mostlyd4-af73-479e-9de1-41f85b15f1c3,KnowledgeDomain:Culture,,,Yoruba,2024-08-05 12:56:00,
cultural_representation,mostly0c-cecd-4516-85c0-9a889f9eb71c,KnowledgeDomain:Culture,,,Swahili,2025-04-18 00:21:00,
E,mostly79-85b2-4c87-bca9-c54c785cb587,KnowledgeDomain:Culture,,,Hausa,2024-03-19 20:43:00,
{ ,mostly82-699d-44b8-853e-187dbd8ed94f,KnowledgeDomain:Culture,,,Igbo,2025-03-09 00:35:00,
"-0412,-speaking,0.-09.57,-806:170.",mostly17-23d9-4a48-8107-edb74e0b6580,KnowledgeDomain:Culture,,,Igbo,2024-02-26 11:04:00,
modern,mostlyb5-fe85-47b2-ac80-b2c6dff879f1,KnowledgeDomain:Culture,,,Yoruba,2024-04-23 23:39:00,
: {,mostlya6-7ed4-4425-a42d-fd108dc29bf9,KnowledgeDomain:Culture,,,Igbo,2024-07-16 03:03:00,
-speaking,mostlya5-cfa6-456d-b5e2-2ccf1b6748c4,KnowledgeDomain:Culture,,,Hausa,2025-01-04 23:21:00,
description,mostly0f-b518-44b6-8955-49b4d8236d88,KnowledgeDomain:Culture,,,Swahili,2024-09-10 01:37:00,
,mostly21-7157-4a21-b7ed-21a044fafe1d,KnowledgeDomain:Culture,,,Hausa,2025-03-07 10:48:00,
primary_representation,mostly42-89cb-43c8-92b3-9477b24a1f48,KnowledgeDomain:Culture,,,Yoruba,2025-06-27 15:53:00,
,mostly04-0181-4b1a-959a-a0a35b6c9813,KnowledgeDomain:Culture,,,Swahili,2024-02-14 00:41:00,
: ,mostly85-eb2f-4613-8e1e-c49ea7379f54,KnowledgeDomain:Culture,,,Amharic,2024-03-13 03:39:00,
: {,mostly02-0fe9-47ec-9cd2-bb4dd6317ba0,KnowledgeDomain:Culture,,,Swahili,2025-04-09 17:09:00,
primary,mostlyfb-329c-475a-b89b-043025ad13d6,KnowledgeDomain:Culture,,,Zulu,2024-01-04 20:12:00,
historical.,mostly8e-5414-4b34-a2fc-f57fb41f43dc,KnowledgeDomain:Culture,,,Shona,2024-01-16 07:58:00,
culturallanguage,mostly96-a6e5-4165-aa7b-ae2a6b31d630,KnowledgeDomain:Culture,,,Oromo,2025-04-27 23:27:00,
culture,mostly9c-d4b5-4be8-9d19-91125b306ef0,KnowledgeDomain:Culture,,,Zulu,2024-10-26 01:03:00,
primary_at,mostlye4-c652-4df1-9107-5c5669a69126,KnowledgeDomain:Culture,,,Yoruba,2025-01-13 08:08:00,
In,mostly07-2cda-4d72-b1d5-d2ce8a2a2440,KnowledgeDomain:Culture,,,Igbo,2025-05-28 10:26:00,
description1.,mostly58-0d1d-4fb3-96e7-7c48808c625b,KnowledgeDomain:Culture,,,Igbo,2024-01-10 08:00:00,
Amharic and_encoded,mostly39-fddd-49e3-8c34-c95306854c45,KnowledgeDomain:Culture,,,Amharic,2025-03-03 04:36:00,
recorded_-_-_representational,mostly34-f2db-40b7-9730-f6bc179cc2a6,KnowledgeDomain:Culture,,,Shona,2025-05-23 04:02:00,
meaning_-,mostly2d-2803-43c6-9f35-4003cdf870ea,KnowledgeDomain:Culture,,,Yoruba,2024-10-05 21:27:00,
historical,mostly88-1afd-4dbb-806c-8caa65e51652,KnowledgeDomain:Culture,,,Yoruba,2025-09-16 09:06:00,
culturee with muars.,mostly5b-6c1c-462a-9317-cd9f1d4c4478,KnowledgeDomain:Culture,,,Amharic,2024-09-27 14:19:00,
modern: ,mostly9d-41fd-46f5-89ba-477256dbb863,KnowledgeDomain:Culture,,,Swahili,2025-01-21 08:31:00,
primary_purpose,mostly2a-8642-4bdd-8e26-f1cfb2422e94,KnowledgeDomain:Culture,,,Amharic,2024-04-13 04:03:00,
cultural_encoded,mostlyba-870a-4f99-b738-1b06f064e100,KnowledgeDomain:Culture,,,Swahili,2025-09-20 19:39:00,
recorded_or_,mostlyf7-80b9-47e4-a6c6-cf8cf053672e,KnowledgeDomain:Culture,,,Oromo,2024-12-15 14:48:00,
M,mostlye4-94bb-415f-aac7-b94976532683,KnowledgeDomain:Culture,,,Amharic,2025-09-20 19:39:00,
culture_language,mostly95-45e9-45db-b8c7-5e7fc5f79dbb,KnowledgeDomain:Culture,,,Igbo,2025-01-25 14:56:00,
symbolic,mostlyd8-deba-424e-a3ba-9015a599a2a3,KnowledgeDomain:Culture,,,Amharic,2024-05-21 05:49:00,
", {",mostly86-c849-4fc0-ac68-923c138688ca,KnowledgeDomain:Culture,,,Yoruba,2024-02-25 17:55:00,
G,mostlyf1-0321-405c-9afa-ee7f4c3d0a7f,KnowledgeDomain:Culture,,,Oromo,2025-01-18 01:05:00,
W_embedding,mostly4b-dde5-4d1e-8588-73d6a9cc6c26,KnowledgeDomain:Culture,,,Yoruba,2025-01-28 13:50:00,
historical,mostly0c-c9b1-4954-b4ec-8bd599bdd811,KnowledgeDomain:Culture,,,Amharic,2024-09-12 09:26:00,
D.,mostly40-c708-4a30-849b-515aee8ef191,KnowledgeDomain:Culture,,,Igbo,2024-11-09 07:33:00,
To.,mostly8c-bd2f-4490-80f8-f47e0e65dee3,KnowledgeDomain:Culture,,,Hausa,2024-06-05 18:25:00,
