description,id,labels,location,primary_language,recorded_at,symbolic_logic
ethics,mostly77-88bf-496a-a39a-67ab6466914f,KnowledgeDomain:Ethics,description,Oromo,2024-01-26 16:27:00,"0.702,0.28,T."
ethical_language,mostly36-8e76-408a-96f6-9e25af9c28f7,KnowledgeDomain:Ethics,ubuntu,Amharic,2025-05-22 00:31:00,cultural_at
: ,mostly40-85a4-4159-82bd-f67c4e9ff37d,KnowledgeDomain:Ethics,"--06,0.209,0.28569-,148.87,0.1614,0.1.58.02,1-0.08236,-0.34,0.18, ",Igbo,2024-08-31 19:34:00,"location0an aane,  "
: ,mostlydd-2a1f-40fd-8b63-35adedd4c1f0,KnowledgeDomain:Ethics,"recorded0.2781T,0.1305-0,-1.055616,,-150.29,0",Swahili,2025-08-06 13:35:00,: 
ethical,mostlye7-ee12-47ca-ace3-b97349606b09,KnowledgeDomain:Ethics,neural_demonstrated,Amharic,2024-03-31 15:47:00,cultural_justice
modern,mostly79-10dc-495c-8653-c3cfed52b989,KnowledgeDomain:Ethics,: ,Oromo,2025-05-23 13:39:00,resolutionneural}
stakeholders: ,mostly10-1604-4c0d-908e-5791ab22cb25,KnowledgeDomain:Ethics,Oon mpoaraa,Shona,2025-01-03 17:20:00,symbolic {
"-05.43T0.1719, 0.18713_,- in",mostlycc-90e0-4c99-84e6-688de4ae6b99,KnowledgeDomain:Ethics,wisdom_,Swahili,2024-01-20 10:17:00,wisdom_
"Nf,-",mostly8c-ec09-42d1-b9b7-a152641122e5,KnowledgeDomain:Ethics,"location---0.3,0..5,-1.7,0.496,0.02635:",Igbo,2024-03-24 06:44:00,", "
Han0.,mostlyf3-49a9-47b7-9276-78cca6e621f5,KnowledgeDomain:Ethics,stakeholders ,Shona,2025-03-06 23:43:00,wisdom_domainlogic
K_type,mostlyc3-b52c-4dc2-80c9-b3ddebd3ae46,KnowledgeDomain:Ethics,location,Oromo,2025-06-15 16:09:00,ethics
: ,mostly36-b99d-4c39-86c0-64ae886a233f,KnowledgeDomain:Ethics,O_type,Igbo,2024-11-01 18:53:00,", "
ethics a,mostly93-9ee5-406e-a28a-e4e028cabd85,KnowledgeDomain:Ethics,,Zulu,2025-02-06 13:49:00,Oromo
location,mostlyc8-0f22-4df7-aaf4-b230b2af9947,KnowledgeDomain:Ethics,H.,Shona,2025-02-01 10:11:00,ethics
ethical_logic,mostly52-cd53-4ccc-8775-80f95f607fbb,KnowledgeDomain:Ethics,wisdom_framework,Shona,2024-02-08 17:23:00,
cultural_logic,mostly86-328f-4321-ab5b-38c6c14d9953,KnowledgeDomain:Ethics,ethical_demonstrated,Igbo,2024-09-27 10:09:00,", "
ethics_,mostly88-3026-4d6e-b11a-e0828d8b94be,KnowledgeDomain:Ethics,2025,Yoruba,2025-09-25 10:59:00,neural_framework
"}an, ",mostly84-75a1-40a6-9150-ca460dc83020,KnowledgeDomain:Ethics,Oromo,Igbo,2024-09-16 15:10:00,", "
ethicalframeworkds yaatziakcyanyj,mostly2f-ee88-4c30-bee4-fe153cbc7a76,KnowledgeDomain:Ethics,: ,Zulu,2025-07-20 12:28:00,stakeholders
2024_domain,mostly07-9b33-4ead-906e-3a647b521f22,KnowledgeDomain:Ethics,"primary, ",Amharic,2025-08-23 08:48:00,scenariob
justice,mostlye5-0216-483a-b5be-b81e4c9c11ea,KnowledgeDomain:Ethics,neural_teaching,Oromo,2025-05-05 07:07:00,location
", ",mostly2f-e90f-4a35-8308-79bd7f56fb65,KnowledgeDomain:Ethics,N na ku ardaa a,Igbo,2025-07-23 08:05:00,"primary_, "
description:,mostlyba-4374-4f47-a98c-2cae23bc0891,KnowledgeDomain:Ethics,Watarf,Yoruba,2024-02-13 05:47:00,: 
"C- na-01,0.25,0.29,0.91",mostly3a-9a56-432a-8542-31b2e1eac1ac,KnowledgeDomain:Ethics,ubuntu,Hausa,2025-01-09 07:53:00,principle_demonstrated
ethics,mostly42-d124-402c-952d-b2d664198f20,KnowledgeDomain:Ethics,wisdom_,Zulu,2025-08-09 02:24:00,community_at
", ",mostly2b-361f-46cc-bf5d-c781c9bf19f0,KnowledgeDomain:Ethics,location,Oromo,2024-09-29 10:06:00,"Utypear, nd waan a n aals"
A,mostlye1-2b9b-44b8-b277-62b1c9b2c561,KnowledgeDomain:Ethics,,Zulu,2024-02-20 21:27:00,"principle_, "
stakeholders,mostly42-d77e-4df9-8103-3f7b48b1bff5,KnowledgeDomain:Ethics,_ ,Igbo,2025-04-15 04:11:00,_type
,mostly2f-000d-4c94-a03d-4c8edfc6f091,KnowledgeDomain:Ethics,"2024-0.2702-08-,-0.48,-0.5917-,-1-.4",Hausa,2024-01-16 05:37:00,", "
H,mostly69-7080-4f4b-b497-591ed248ba07,KnowledgeDomain:Ethics,neural_tension,Hausa,2024-03-05 06:05:00,: 
ubuntual,mostly70-9f2e-47e0-b59c-e6be1180a003,KnowledgeDomain:Ethics,ethical_ethics,Oromo,2024-05-22 04:39:00,"U-1.2828,0.63,-0.2800,,-0.,-0.809,,.17-1..8,-130503,0.1804,-0..9,0.033,-0.,,T"
", ",mostly96-42bc-45d1-a3e6-d9c4cef4e32a,KnowledgeDomain:Ethics,ethics,Oromo,2025-03-26 06:11:00,", "
ethical_demonstrated,mostlyde-9348-451c-ba52-7b9cda263e9d,KnowledgeDomain:Ethics,Addis,Zulu,2024-02-19 18:23:00,principle_tension
: ,mostlya8-0b8d-48bc-bd09-11ba593fa9d4,KnowledgeDomain:Ethics,", o",Swahili,2025-06-10 10:37:00,ethics
E,mostlyc1-1460-4cad-8ed8-3ce5bdb6802b,KnowledgeDomain:Ethics,neuraldomain,Amharic,2024-07-13 12:46:00,principle_framework
2025:: ,mostlye3-8fce-4a8e-9b64-97cf36c4a8a9,KnowledgeDomain:Ethics,M--7-07,Swahili,2025-08-02 09:34:00,"M,-0..03,0.4,0.43161916,..1-,-01.2"
ethics,mostly94-15bb-4b55-873d-c90f142838ad,KnowledgeDomain:Ethics,Ku,Igbo,2024-03-06 09:19:00,W 
wisdom,mostly52-5997-448e-b143-3c0d74796230,KnowledgeDomain:Ethics,resolution,Yoruba,2025-03-18 20:27:00,Oromo
"-: ae and-.79,at0.4,002-0.810,-0.09-212,08717},-0.8020.151,.47,0.142522",mostlyd8-f784-4001-8da4-2ea0750f651b,KnowledgeDomain:Ethics,primary_language,Igbo,2025-01-27 01:21:00,"neural-0.,-0.47,0.562818,19622,-.042,0,.56,0.710428,-40.157.2,00,-0.09179,1.16,,0.06,1.13,0.258_4"
ethics,mostlybd-86d9-45e0-a235-8bad7988d7b9,KnowledgeDomain:Ethics,2024,Amharic,2024-01-12 23:45:00,primary_language
primary_teaching,mostly6d-0bdd-4300-8700-083a6d015979,KnowledgeDomain:Ethics,integrity,Amharic,2025-09-25 10:59:00,symbolic
K_,mostly79-5f1d-4ead-b81d-2cdf5134a174,KnowledgeDomain:Ethics,,Swahili,2025-06-23 03:40:00,"2025-01.434812,,-1.86,-0..2700,-0"
ethicalethics,mostly4f-d41a-400f-b461-d89cafd5f22c,KnowledgeDomain:Ethics,justice,Shona,2025-08-31 09:01:00,2025 
symbolic_at,mostly97-c239-47ec-85e7-d970db594e6c,KnowledgeDomain:Ethics,recorded_type,Shona,2025-06-18 15:06:00,A
Ku _,mostlyef-9dc8-452f-8ef9-899cbe4c5986,KnowledgeDomain:Ethics,stakeholders,Igbo,2024-02-10 01:10:00,
H_teaching,mostly0f-be8f-4fbd-8d75-b0bce4ab2bb9,KnowledgeDomain:Ethics,,Shona,2024-03-18 22:20:00,symbolic 
"stakeholders, community",mostly57-667d-448f-827f-aa2d9d89eccd,KnowledgeDomain:Ethics,ethics,Amharic,2024-07-05 14:08:00,_logic
-: ,mostly17-0b3b-43fa-815e-28d43019a5d8,KnowledgeDomain:Ethics,"Hala and na v u uif,-g",Oromo,2024-09-09 00:51:00,As
,mostly94-1263-477a-9726-767b58467179,KnowledgeDomain:Ethics,"2024-9T-02:-078,-1.17055,-0-0,1.4317,,-.0160213,-0.23012,-3,00..26.749:0.7,-",Igbo,2024-08-03 10:20:00,
ethics,mostlyc3-9370-4d25-81d8-2f409e3809dd,KnowledgeDomain:Ethics,: ,Shona,2024-04-04 12:40:00,neural_embedding
symbolic,mostly80-f3f9-485a-8e89-efd6597769d4,KnowledgeDomain:Ethics,symbolic_demonstrated,Oromo,2024-10-28 11:48:00,symbolic1_dilemma
principle_at,mostlyff-f680-4d47-8c88-bdd29eb8a6de,KnowledgeDomain:Ethics,principle__an,Oromo,2024-05-09 15:19:00,: 
symbolic,mostly71-c5e3-4629-ad1d-2e663af02561,KnowledgeDomain:Ethics,resolution,Yoruba,2025-09-25 10:59:00,: 
ethical_language,mostly08-ce7d-451e-96a9-cb521bc06e89,KnowledgeDomain:Ethics,description,Oromo,2024-09-26 06:47:00,: 
2024cultural_teaching,mostlyd6-3c6b-43b8-963d-129243b91b13,KnowledgeDomain:Ethics,K.,Amharic,2025-07-26 00:59:00,:
Addis ,mostlyb5-186e-4751-90b6-9cfbec70111e,KnowledgeDomain:Ethics,recorded,Igbo,2024-07-02 04:44:00,: -
",-0.9.150516-,1-0.55912,, a,0.17,0.2135",mostlybf-693a-4834-b286-f2af686ff62d,KnowledgeDomain:Ethics,Ndị,Shona,2024-08-17 15:59:00,"empathyana.an, "
K ku ,mostly6c-7da6-492b-bd53-04102962cb44,KnowledgeDomain:Ethics,", ",Shona,2024-06-08 17:55:00,Na wa m
wisdom_domain,mostlyd9-8746-49e7-926d-3083f5a5127f,KnowledgeDomain:Ethics,:: ,Amharic,2024-07-04 09:02:00,description
2025,mostlyd0-579e-4832-a2b4-ab4e5ac61f4d,KnowledgeDomain:Ethics,: ,Shona,2025-03-13 15:54:00,respect
 {,mostly8f-dc3d-4e98-b7fb-5f7644b6a88f,KnowledgeDomain:Ethics,-2at,Shona,2024-02-26 06:50:00,Cethicalfowa n bdy 
ethical_tension,mostly85-806b-4726-9546-af60cab904a8,KnowledgeDomain:Ethics,", ",Oromo,2025-03-01 19:21:00,: 
Aarina smana- nao,mostly96-5544-49bc-ba16-2e1fc4d11716,KnowledgeDomain:Ethics,resolutionlanguage,Yoruba,2024-09-10 07:20:00,ethicaltensione_
: ,mostly59-0cee-49a2-aeb4-1db9dcfaa1b3,KnowledgeDomain:Ethics,Oromoky_wa,Igbo,2024-09-01 15:10:00,
recorded,mostly62-8ccf-48c4-af24-932fcefd8ebc,KnowledgeDomain:Ethics,N,Zulu,2025-07-26 17:11:00,wisdom_language
",wisdom",mostlyb0-5347-4e99-b538-ea0cfebadbc5,KnowledgeDomain:Ethics,Shona,Shona,2024-07-13 03:49:00,stakeholders
primarymትch,mostly30-c025-43bb-8d67-ab7ed63a9321,KnowledgeDomain:Ethics,ethical_framework,Amharic,2024-02-07 02:35:00,: 
principle_type,mostly08-0872-4105-96a0-49527fb19338,KnowledgeDomain:Ethics,ubuntu,Yoruba,2024-11-26 05:46:00,", "
", ት",mostly48-7af2-44bb-980d-a3385d5472e3,KnowledgeDomain:Ethics,S,Yoruba,2024-06-23 08:10:00,"Wc a kanawaiotiyenunak banhana ku, "
recorded_demonstrated,mostly04-4b48-4889-8ae4-183fe564bbf5,KnowledgeDomain:Ethics,ethical_demonstrated,Swahili,2025-08-10 03:34:00,ethical_language
"Maag, sis",mostlyec-4424-494b-aade-2170e8914c23,KnowledgeDomain:Ethics,K,Oromo,2025-07-09 00:52:00,"-0.,29"
: ,mostlyc1-49a7-4f76-b822-526524bdb86f,KnowledgeDomain:Ethics,description: ,Zulu,2024-02-29 05:36:00,location
stakeholders,mostly4b-8b49-4e2a-b04a-8fee0439ba22,KnowledgeDomain:Ethics,symbolic_logic,Igbo,2025-01-11 13:44:00,"Wa yae, "
2024_framework,mostly8a-f4c9-4bc2-9584-22d282f43cb1,KnowledgeDomain:Ethics,description,Yoruba,2024-07-16 04:39:00,ethical_teaching
_}_,mostly4f-e18e-480c-935d-bdafccb154da,KnowledgeDomain:Ethics,primary_framework,Yoruba,2024-07-27 06:25:00,neural_at
primary,mostly91-1802-4cac-862f-d9b3847662f1,KnowledgeDomain:Ethics,principle_tension,Swahili,2025-02-21 19:44:00,neural_domain
I,mostly5a-c715-45a6-b147-2ff26438fd14,KnowledgeDomain:Ethics,principle,Oromo,2025-08-26 14:25:00,principletension: 
primary_language,mostlyff-7421-49f6-94d3-119facada527,KnowledgeDomain:Ethics,justice_sframework,Shona,2025-06-24 09:56:00,cultural: 
neural_tension,mostly15-4f81-4fdc-8bfd-747b85a1d49a,KnowledgeDomain:Ethics,: ,Swahili,2024-04-09 00:55:00,symbolic_at: 
"}, ",mostly16-b2a1-46b3-9d80-f59a08a8dfc5,KnowledgeDomain:Ethics,ethical_language,Shona,2025-05-27 03:39:00, 
"Mnwau gs namgm na, kuwa ",mostly58-7335-4a95-a6c6-d2d3a86e94e0,KnowledgeDomain:Ethics,-:-,Yoruba,2025-09-25 10:59:00,ubuntu
: ,mostly68-a07c-4a05-b4f0-13c325b6ea12,KnowledgeDomain:Ethics,cultural_teaching,Yoruba,2025-01-13 03:35:00,_type
ethics,mostly1f-c0db-4bf0-b1c4-e1eb0e444c4f,KnowledgeDomain:Ethics,:,Amharic,2025-09-23 19:17:00,", "
",-tension}-.562.,0.69,2,207",mostly19-6f90-4146-b29e-09d4dc6924b7,KnowledgeDomain:Ethics,"-ethical.:oo1.1223,, ",Igbo,2024-04-02 17:04:00,
neural,mostly5b-f04b-48a1-a9d9-39a4e5992ca3,KnowledgeDomain:Ethics,cultural_framework,Amharic,2025-06-26 19:12:00,stakeholders
Oromo_teaching,mostlye8-82d1-491a-ba50-441ad5f4af33,KnowledgeDomain:Ethics,ethics: ,Oromo,2024-08-18 14:00:00,", "
E,mostly87-a7b4-45dd-a6aa-3d1de533019c,KnowledgeDomain:Ethics,: ,Amharic,2024-05-27 02:57:00,2024-1.15
primary_type,mostlycf-fa57-4933-87b4-adee73d4825d,KnowledgeDomain:Ethics,ethical_embedding,Igbo,2025-09-25 10:59:00,empathy
cultural_domain,mostlye2-50e0-43bd-93e6-57edcb4dc552,KnowledgeDomain:Ethics,description,Igbo,2024-01-24 00:42:00,symbolic_tension
", ",mostly06-8907-4b6b-8b45-8ab1f2663b2e,KnowledgeDomain:Ethics,principle,Igbo,2024-07-02 03:26:00,} 00
description yage,mostlye1-f44e-438a-91aa-954daaa74055,KnowledgeDomain:Ethics,neural_logic,Amharic,2025-07-08 03:33:00,location
traditional_demonstrated,mostly52-64c4-4458-abeb-b50e1550fa27,KnowledgeDomain:Ethics,resolution,Oromo,2025-01-02 08:19:00,"stakeholders}, "
cultural,mostlyb4-d712-48bc-86b3-34bce63e23c1,KnowledgeDomain:Ethics,A,Amharic,2024-03-02 02:52:00,: 
symbolic_framework math,mostly07-96ea-41f6-b180-67aaceac227a,KnowledgeDomain:Ethics,",",Swahili,2024-03-31 16:01:00,", "
:,mostlyd9-d64f-49bb-884c-00a2713e6f97,KnowledgeDomain:Ethics,_tensionlanguage,Shona,2025-09-11 10:21:00,: 
description,mostly8e-39a1-434e-ad4e-35f3fdbfc173,KnowledgeDomain:Ethics,justice,Hausa,2024-08-31 17:38:00,principlelogic
", ",mostly6f-70f4-4c21-a32a-3f76be4ab957,KnowledgeDomain:Ethics,cultural_embedding,Oromo,2025-02-23 01:20:00,stakeholders
recordedat,mostlyf3-d6f8-4527-aba5-a5cba5615025,KnowledgeDomain:Ethics,", ",Swahili,2024-01-27 05:32:00,location and
community_logic,mostly25-f972-461b-b616-fe5bcc84bd82,KnowledgeDomain:Ethics,integrity,Yoruba,2024-02-27 06:06:00,C_embedding
"-, ",mostlyda-c692-4730-9e50-21229f2b4dea,KnowledgeDomain:Ethics,{,Yoruba,2024-11-03 05:38:00, 
_at,mostly39-d752-48f3-8851-18d3ba11a344,KnowledgeDomain:Ethics,wisdom_type,Hausa,2025-01-15 22:06:00,: 
principle,mostly87-5757-472b-ba90-fcc13ee2862e,KnowledgeDomain:Ethics,M_type,Swahili,2024-07-01 05:37:00,: 
"ethical,",mostlye5-b154-463d-9e1a-02eaf4be9b13,KnowledgeDomain:Ethics,ethics,Shona,2025-08-24 17:40:00,integrity: {
recorded_domain,mostly20-fd0c-463d-b1e7-bdc7e8023007,KnowledgeDomain:Ethics,stakeholders_embedding,Yoruba,2025-02-27 04:47:00,Oromo
", ",mostly65-63a3-4645-a82a-c2e969e89510,KnowledgeDomain:Ethics,principle_at,Oromo,2025-06-13 04:18:00,
}{_tension,mostly0e-18d9-4dfb-ac25-c9d81e4a3445,KnowledgeDomain:Ethics,",1",Zulu,2024-01-20 21:55:00,description
principle_type,mostly5a-7773-4e1c-9ea8-af82362f182f,KnowledgeDomain:Ethics,stakeholders_embedding,Igbo,2024-09-26 08:38:00,_ 
neuralat,mostlyc0-7d6e-4673-84da-a7af53214625,KnowledgeDomain:Ethics,K ya,Swahili,2024-02-24 21:25:00,scenario
{,mostly63-1960-465c-9231-a4df0cf16b33,KnowledgeDomain:Ethics,My: ,Swahili,2024-07-20 22:22:00,resolution_
"recorded,",mostly77-aa5f-446a-a7d4-e304e21c178f,KnowledgeDomain:Ethics,stakeholders_demonstrated,Swahili,2024-02-05 11:04:00,2025--0.59912-0.56: 
: ,mostly81-79c9-4d05-a326-4a6439d4680f,KnowledgeDomain:Ethics,"Ku,0",Amharic,2024-05-24 15:29:00,", "
principlen_{framework,mostlyd4-13bc-4199-868e-97aa7d2e205a,KnowledgeDomain:Ethics,", ",Hausa,2024-07-26 09:42:00,respect at
", ",mostlyf9-e2de-4e3c-bbdd-a42cb48bbfeb,KnowledgeDomain:Ethics,scenario_embedding,Igbo,2024-02-26 19:41:00,: 
scenario_att,mostly95-adfa-4577-b990-7be70cc30618,KnowledgeDomain:Ethics,wisdom_teaching,Amharic,2025-02-12 00:14:00,: 
ethical_domain,mostlye4-0e09-44f7-ab82-c0a3d1e40a51,KnowledgeDomain:Ethics,"-}06.1223-9, ",Shona,2024-02-20 04:30:00,"O_logic, "
,mostlyf5-4325-4452-a18a-ec6f1f181b90,KnowledgeDomain:Ethics,: ,Yoruba,2024-09-26 23:36:00,cultural_embedding
-_ethics,mostly24-0164-4e1b-8cdb-850c5ea80377,KnowledgeDomain:Ethics,M: ,Amharic,2024-02-11 21:40:00,ethical_domain
empathy,mostlycc-b76d-4de3-80d3-247d5f063da2,KnowledgeDomain:Ethics,resolution}m naoin,Zulu,2024-05-31 09:36:00,"}, "
_justice,mostly93-9600-45ee-8801-2db3f0b59b3c,KnowledgeDomain:Ethics,modern,Oromo,2025-09-25 10:59:00,description
description,mostly44-e664-4179-951f-9908db7bde4d,KnowledgeDomain:Ethics,ubuntu,Hausa,2024-12-03 06:33:00,"locationobeana, ya yaouvdri, p.y,1 wa and minana "
wisdom_language,mostlya5-574f-43dc-ab32-5826252e5006,KnowledgeDomain:Ethics,integrity ,Shona,2024-07-06 16:36:00,2024
ethical_teaching,mostly2b-95c9-4e27-8986-9c6dc1a60ea2,KnowledgeDomain:Ethics,",1",Hausa,2024-08-23 07:41:00,"2024-061..-,4"
locationg,mostly3e-2b0c-470a-9f52-ed97b33943eb,KnowledgeDomain:Ethics,2025{_{,Swahili,2024-03-10 09:45:00,ethics
"location, responsibility_",mostlyea-e59e-4405-84a2-8e0d9a4b13f9,KnowledgeDomain:Ethics,stakeholders_teaching,Zulu,2025-03-28 04:09:00,Io
", ",mostlyf4-84a0-4d20-8aba-91252daed32a,KnowledgeDomain:Ethics,}} ,Yoruba,2024-02-20 14:34:00,primary_teaching
symbolic_at,mostly1a-0f2c-4133-8842-6ffc2564fda7,KnowledgeDomain:Ethics,S_language,Igbo,2024-06-25 10:47:00,"resolution-0.616,-0.7-,-08.T04104,08"
"2025-07096,0.1512,8-1705,0.6,0..4,,070.134927,0,0.5.45.",mostly8d-a53a-4fd8-b66c-7e179d04af5e,KnowledgeDomain:Ethics,principle,Oromo,2025-07-01 19:46:00,: 
", ",mostly78-421d-4ba1-b905-90e56abe8e82,KnowledgeDomain:Ethics,: ,Yoruba,2024-02-17 10:48:00,stakeholderse{
ethical_logic,mostly4a-1b74-418c-a60e-848a5c0dc59d,KnowledgeDomain:Ethics,scenario ,Zulu,2025-01-20 11:05:00,symbolic_type
cultural,mostlyf0-351e-487f-91f5-2dfdc8e346d6,KnowledgeDomain:Ethics,scenario_},Igbo,2024-10-01 16:35:00,wisdomlogic
"S_an0.,-1.59,0..17141973-1280.7,0.897,-0.42,0.4,-}_embedding, ",mostlyf1-b1e7-4b1b-9e16-c731a4e4b301,KnowledgeDomain:Ethics,"intergenerational.-07,",Zulu,2024-07-13 03:20:00,:00{
 ,mostly54-22d3-4ec1-81e2-a6f73d609088,KnowledgeDomain:Ethics,2024--1,Amharic,2025-08-28 07:20:00,neural_teaching
2024-09070209T-: ,mostlyd9-1910-4e7c-bc0f-5a9eb7ef72df,KnowledgeDomain:Ethics,", m",Amharic,2024-10-16 00:47:00,} 
"N, ",mostlycb-1f28-45d8-8d33-6303db5ad840,KnowledgeDomain:Ethics,2024,Hausa,2024-08-10 04:20:00,wisdom_ a
: ,mostlyc9-3882-4b1f-92b7-6fc7abf18e40,KnowledgeDomain:Ethics,",--0.157",Swahili,2024-01-08 17:23:00,2024 {
description,mostlyc6-61f9-4dd4-a663-6af236a3ec43,KnowledgeDomain:Ethics,: ,Oromo,2024-12-31 11:54:00,00
"primary-07,-0.0601,-Tethical_teaching",mostlyfd-6b27-49fd-aac3-efd358913551,KnowledgeDomain:Ethics,"}, ",Igbo,2024-12-02 16:39:00,ethicaldemonstrated
2024,mostly85-d2b2-4446-81ff-0adf2eb98e36,KnowledgeDomain:Ethics,M ,Yoruba,2024-02-25 17:16:00,ethical_teaching
} ,mostlyd7-08c1-4698-8cde-df84a21525f2,KnowledgeDomain:Ethics,_language,Swahili,2024-04-06 04:55:00,M and 
stakeholders,mostly83-1b73-4f5f-8164-5580bea36ed9,KnowledgeDomain:Ethics,cultural,Shona,2025-04-08 13:23:00,empathy
W_n,mostly2c-0cc2-4641-8174-c92f0ef3f99c,KnowledgeDomain:Ethics,: ,Yoruba,2024-09-06 10:19:00,principle_in
wisdom_typeframeworkd,mostlycc-afd5-44e5-9785-fcae474e1b9a,KnowledgeDomain:Ethics,} ,Swahili,2024-09-25 03:28:00,resolution
Nat,mostly78-eca2-404a-89e7-cd09d008f17f,KnowledgeDomain:Ethics,communityl,Igbo,2025-08-10 10:01:00,", "
}  {,mostlyc1-f678-4e39-8540-a03f0fbb0d90,KnowledgeDomain:Ethics,ethical_embeddingtension,Yoruba,2024-11-10 17:39:00,ethical_demonstrateds
I: ,mostly68-83f5-4ac5-84bc-a4367f36ed36,KnowledgeDomain:Ethics,A,Amharic,2025-08-22 10:45:00,: {
neural: ,mostly51-aa65-4462-96e7-b1c5bd0d4421,KnowledgeDomain:Ethics,:,Swahili,2024-12-15 09:14:00,}cultural 
stakeholderslogic,mostly48-e0f7-4976-bd9e-7e080beb72e4,KnowledgeDomain:Ethics,neural_,Swahili,2025-09-25 10:59:00,", "
ubuntu,mostly71-09f1-447e-9afc-3a4b6cf37db7,KnowledgeDomain:Ethics,"ethics-0.17,175,-0.152: ",Oromo,2024-07-15 07:24:00,resolution
description,mostly67-6d5b-42fe-935a-8c3157e32401,KnowledgeDomain:Ethics,",principle",Swahili,2025-09-15 04:23:00,principlene
Adle,mostly4a-0bbb-43bd-bdd0-61680fbfdac6,KnowledgeDomain:Ethics,community_type,Yoruba,2024-08-13 14:52:00,stakeholders
", ",mostly3e-9c57-441e-8ab9-29a95e00d87d,KnowledgeDomain:Ethics,wisdom_tension,Amharic,2024-06-05 07:20:00,: 
,mostlyc2-5228-4281-841d-8a8fe49f25de,KnowledgeDomain:Ethics,neural_at,Yoruba,2025-01-02 08:51:00,cultural_tension
"} m m, ",mostlyec-f0f0-4c07-89e3-177314ee7a12,KnowledgeDomain:Ethics,resolution,Shona,2024-01-08 17:23:00,ethical_type
recorded_language,mostlyf1-5315-4237-942b-9fe68af66035,KnowledgeDomain:Ethics,Ue_justice:,Shona,2024-04-25 06:04:00,: 
{,mostlyae-ab7f-4f41-9e71-58630ecd9a0b,KnowledgeDomain:Ethics,:} ,Zulu,2024-09-17 00:39:00,resolution
recorded,mostly76-1296-4042-ba06-a221735a2bf9,KnowledgeDomain:Ethics,stakeholders_typep,Yoruba,2024-03-26 15:51:00,: 
K_,mostly7c-5f8a-44b5-a056-0a6371167c15,KnowledgeDomain:Ethics,location ,Swahili,2025-07-31 10:55:00,}:_
description,mostlycf-f615-4823-bd8c-9e0ff623d3ca,KnowledgeDomain:Ethics,,Shona,2024-11-02 00:24:00,ethics
ethical: ,mostly2d-9ddb-44d7-88b9-7cc89a920368,KnowledgeDomain:Ethics,scenario_ ,Shona,2024-07-30 10:48:00,I m
:00,mostly6c-bb3c-4a82-891a-14da253eead9,KnowledgeDomain:Ethics,}}},Oromo,2024-05-27 22:59:00,ethics
neural_embeddingtension,mostly99-1b12-4080-b859-5586386e6640,KnowledgeDomain:Ethics,: ,Igbo,2025-06-25 17:35:00,
ethical_,mostly73-7c70-4290-aa08-b7136ce70637,KnowledgeDomain:Ethics,:00 ,Shona,2024-04-03 09:04:00,", m"
",1.172,--0.9629,1.",mostlyf4-556d-4c9e-b4d0-5b3f9d114d85,KnowledgeDomain:Ethics,primary,Amharic,2025-02-09 07:41:00,symbolic_at
Ku_embedding,mostlyb3-28c2-4781-b621-da585aeb0201,KnowledgeDomain:Ethics,"K-01 m0.435,,-1.2800,0.1513,_-0.5926,8,-0.2202,002,-1.",Shona,2024-07-15 12:30:00,neural_00
cultural_type,mostlyab-b1b5-4022-82bb-a4e631f620bb,KnowledgeDomain:Ethics,description,Igbo,2024-09-10 18:42:00,M_teaching
N_type,mostly99-51de-4677-82b9-af04e9136536,KnowledgeDomain:Ethics,} ,Amharic,2025-04-10 22:50:00,description
", ",mostlyf6-98d4-4109-b2d9-f24f5466a296,KnowledgeDomain:Ethics,2025 ,Swahili,2024-02-29 17:10:00,"traditionalan-2- a},-0.90.5,0.13,7.628,0.09048,-0..16.070.14902-0.016"
: ,mostly85-b0bf-4874-ad42-3c88578ced08,KnowledgeDomain:Ethics,: ,Zulu,2024-07-17 18:50:00,ethical_tension
recorded_logic,mostly00-b9a7-4c0b-8f34-4dd9baa62b48,KnowledgeDomain:Ethics,ethical_type,Zulu,2025-06-13 14:46:00,wisdom_.
wisdom_language,mostly3b-8bde-4383-a398-0cb20fa4ec34,KnowledgeDomain:Ethics,: ,Zulu,2025-05-03 20:47:00,: 
: {,mostly72-979e-4e37-9572-f5d0919c153f,KnowledgeDomain:Ethics,Em,Swahili,2024-11-29 23:18:00,: 
primary_teachingin,mostlyc4-ef55-474d-b1a4-3c5d5e3cb58d,KnowledgeDomain:Ethics,primary_at,Swahili,2024-05-29 13:23:00,stakeholders
wisdom_teaching,mostly98-5d10-4d24-9068-e4bbd0849f4e,KnowledgeDomain:Ethics,scenario_,Oromo,2024-04-20 12:15:00,cultural_at
},mostlyb4-4568-40e3-8dc7-0254a505c4f2,KnowledgeDomain:Ethics,: ,Swahili,2024-09-24 00:30:00,respect and n 
", ",mostly12-f2d2-483a-8ac2-8088c5a03cf7,KnowledgeDomain:Ethics,ethical_.,Zulu,2024-06-10 23:50:00,"symbolic:-0.-2,0.4,1080922,2T3,: "
,mostly70-9cbb-404b-9c03-8b1e857ec15a,KnowledgeDomain:Ethics,- ,Swahili,2024-06-02 19:03:00,"Cat, "
"neural, ",mostlyd7-a589-4194-9e2f-3bbd36eb5a44,KnowledgeDomain:Ethics,", ",Zulu,2024-05-11 19:17:00,modern_{
