description,id,labels,location,primary_language,recorded_at,symbolic_logic
discipline,mostly2d-082d-4ddb-96d2-557488d8a858,Science:KnowledgeDomain,", ",Zulu,2024-08-23 12:24:00,applied
A,mostlyef-3413-48f4-87cc-de3516e1747b,Science:KnowledgeDomain,experimental,Hausa,2024-04-19 21:39:00,", "
",",mostly9d-9f2e-4644-b09a-d144da322bbc,Science:KnowledgeDomain,", ",Swahili,2024-06-02 11:25:00,recorded_solution
discipline,mostly69-583c-44dc-b8fe-6147f67ac036,Science:KnowledgeDomain,A: ,Hausa,2024-05-08 15:01:00,knowledge_: 
methodology,mostlyb3-821f-4d44-a52a-bd61a5ec4441,Science:KnowledgeDomain,Shona,Oromo,2024-08-19 00:34:00,: 
",p",mostly99-8ba9-4c90-9e16-f384c4b788c5,Science:KnowledgeDomain,", ",Swahili,2025-06-09 03:48:00,discipline
methodology,mostlyee-b2ac-4bd5-ac11-8a5783d0781d,Science:KnowledgeDomain,", ",Oromo,2025-07-02 11:01:00,knowledge 
findings_applicationptar-ere: ,mostlyb7-62f4-42c1-82fd-1f91b27417ee,Science:KnowledgeDomain,L_at,Oromo,2025-01-14 05:31:00,problem_type
E,mostly3c-1bba-43b4-baea-e02e63e77352,Science:KnowledgeDomain,symbolic_: ,Shona,2025-01-31 00:53:00,science
experimental,mostly9b-36ba-4db0-b7da-e05acd9f6cc2,Science:KnowledgeDomain,,Igbo,2024-04-10 09:11:00,real
: ,mostlyf4-c6ad-4c7c-8561-fdc3484457d8,Science:KnowledgeDomain,S_at,Amharic,2024-01-29 22:42:00,R
} ,mostlycc-daa4-4183-b1d8-572d533d39dd,Science:KnowledgeDomain,-,Swahili,2025-05-20 20:54:00,recorded_embeddingworld toatione in.
K,mostly9b-2dd1-4854-ac65-762b2835a5a1,Science:KnowledgeDomain,symbolic_type,Shona,2025-04-26 22:44:00,M- for and.2405 
primary_language,mostly9b-d494-49e5-a93f-674ae0411e79,Science:KnowledgeDomain,,Yoruba,2025-06-07 07:43:00,knowledge_statement
D,mostlyac-c66c-4de6-adb6-4c57fb43de7a,Science:KnowledgeDomain,Cs ,Amharic,2025-08-04 14:53:00,: 
primaryater.,mostly9f-2128-4404-85a4-32f706ea138f,Science:KnowledgeDomain,description,Hausa,2024-04-17 19:29:00,}}} 
science,mostly21-0eee-4346-9ed1-fb2751104b29,Science:KnowledgeDomain,: {{,Hausa,2024-10-03 12:08:00, 
Shona,mostly34-ec7c-45cc-bf31-93dc083b3541,Science:KnowledgeDomain,recorded ,Yoruba,2024-02-08 15:21:00,primaryg 
findings_statement,mostly24-b7df-4250-aa64-f2d0880c9b15,Science:KnowledgeDomain,real_n,Shona,2025-09-30 18:33:00,topic
real ,mostly2b-e1fe-4c0a-98cd-400ed39bba0e,Science:KnowledgeDomain,", ",Hausa,2024-05-07 01:33:00,} 
": -cost%3al-- and1.-.5,0..-0601.24205,-0.6.7",mostly4d-fe73-4860-a79d-0d935fa22caf,Science:KnowledgeDomain,} ,Yoruba,2025-09-30 18:33:00,problem_: {
symbolicor_solution,mostly6d-8fcb-45c8-b045-30bd160cdc11,Science:KnowledgeDomain,: ,Oromo,2025-09-15 02:43:00,topic
discipline,mostlye6-8a5e-4be5-b5d5-7bc5eabedad8,Science:KnowledgeDomain,symbolic_or_embedding,Hausa,2024-03-04 03:56:00,: 
Improves,mostly0c-fd7e-4fbc-89c1-7485c9520c40,Science:KnowledgeDomain,experimental_type,Shona,2025-03-09 10:28:00,primary
M-,mostlyf1-31ed-47d7-9a7f-97beb5720ea9,Science:KnowledgeDomain,: ,Yoruba,2025-04-18 12:46:00,", "
P_application,mostlya8-5a09-48eb-afcc-a151c7d8bab4,Science:KnowledgeDomain,description,Igbo,2024-07-04 19:48:00,
A,mostlyb1-17a4-4623-8438-5c6cf3eaf93c,Science:KnowledgeDomain,}_at: p toe inm p,Amharic,2025-08-14 16:52:00,F to andfoa b
} ,mostly27-794d-4f46-8f98-835fae5a5aa1,Science:KnowledgeDomain,real_world_or a,Shona,2024-08-26 16:12:00,", "
methodology,mostly5e-02fd-43af-b6db-978a901444fb,Science:KnowledgeDomain,", ",Amharic,2025-04-22 16:20:00,", "
A,mostlyac-287f-4f55-ab2e-cdfa3fdf7395,Science:KnowledgeDomain,discipline ,Yoruba,2025-05-19 22:22:00,", "
recorded ,mostly34-073c-4a72-9c25-0b8d5e01cc75,Science:KnowledgeDomain,}} ,Igbo,2025-06-30 19:24:00,neural- and.
neural_: ,mostly30-e805-4d96-a294-5aa98bc3c5e9,Science:KnowledgeDomain,: ,Shona,2024-12-06 04:45:00,description
 ,mostly07-e711-487a-a150-4ba13c233ee8,Science:KnowledgeDomain,problem_statement,Hausa,2024-08-16 21:10:00,", "
2024,mostlyf5-bef7-453b-9118-4c15c96b4523,Science:KnowledgeDomain,R,Yoruba,2025-07-27 12:15:00,Siapplication
", ",mostlyf3-7295-4050-b37f-f8c47e8b1a0f,Science:KnowledgeDomain,knowledge_type,Swahili,2024-08-04 19:45:00,Eeationerener pal_ingations in.
real_worldapplication,mostly53-f8bb-4c11-86c2-26b26fdb83c4,Science:KnowledgeDomain,location,Igbo,2025-01-21 08:56:00,knowledge_solution
", ",mostlya5-204f-4e5a-b6ff-6d507e12ca8b,Science:KnowledgeDomain,knowledge_ts,Swahili,2025-05-20 03:56:00,", and."
real_application ,mostly41-fbc8-4cc9-a5e4-ca971388c08c,Science:KnowledgeDomain,"}.7-2, ",Yoruba,2024-01-10 18:32:00,.
: ,mostlyb7-438f-447d-81e0-85974a5ac450,Science:KnowledgeDomain,"How, ",Yoruba,2024-01-06 22:41:00,discipline 
B,mostlya1-59f2-4130-af49-ae55701128c7,Science:KnowledgeDomain,primary ,Hausa,2024-08-02 21:26:00,P_statement
Ses,mostlyb7-80d5-453f-bfc2-3294932c0183,Science:KnowledgeDomain,Lproblem_or_logic ,Hausa,2025-01-08 18:39:00,"S toal p ination,1ingloneing,0.11,"
symbolic,mostly97-4a9c-445c-9994-04cc849d1d50,Science:KnowledgeDomain,knowledge,Shona,2024-02-21 17:13:00,science
P,mostlydd-8a6e-47ce-984b-bc07f3e56a46,Science:KnowledgeDomain,science to s in anding,Shona,2024-07-05 07:51:00,methodology
 ,mostly3f-aec1-4287-9452-87293782c5ca,Science:KnowledgeDomain,2025 ,Shona,2024-08-08 06:16:00,: {
: ,mostlyd9-d34c-4efe-a16d-65e8ad408d07,Science:KnowledgeDomain,"recorded and f,.",Igbo,2025-04-26 18:48:00,Shona
-9_logic,mostlyba-e76a-418c-9091-ca52709d0d38,Science:KnowledgeDomain,In,Shona,2024-03-20 21:19:00,}alar for d m t.
} {,mostly25-9d84-46b3-9c7c-503e3a0f3e1d,Science:KnowledgeDomain,: ,Zulu,2024-08-08 09:41:00,Porsit sationy per.
: ,mostly3b-2d61-4fe5-b75c-e8f5bcc1607e,Science:KnowledgeDomain,", { ",Shona,2024-01-10 19:19:00,discipline
How,mostly07-1817-4574-b7da-d4cdf60ab809,Science:KnowledgeDomain,}_logic,Swahili,2025-04-10 15:01:00,experimental
}science,mostly27-fd6e-4be3-a220-271f505884ed,Science:KnowledgeDomain,: ,Shona,2025-05-13 12:03:00,Mes c with--l 00
L_ in,mostlyc5-0388-43a7-a18b-7406df26e90d,Science:KnowledgeDomain,methodology,Yoruba,2024-04-04 13:58:00,:
: ,mostlyda-c7c8-45fa-b5de-9ead1a28adfd,Science:KnowledgeDomain,E--03,Yoruba,2024-04-20 06:23:00,primary
In.,mostlyef-a0e8-459f-81e0-8b24643fdeda,Science:KnowledgeDomain,findingsa{,Igbo,2024-11-19 19:11:00,B
methodology,mostly0c-e265-41b3-b0c1-a434f08fb406,Science:KnowledgeDomain,: ,Yoruba,2025-09-30 18:33:00,primary
"2024 and ser with,h.9,0.",mostlyb6-1ed4-420e-8b7b-4a3c9b9e7fa3,Science:KnowledgeDomain,D,Igbo,2025-01-22 18:16:00,:00
: ,mostlyd1-edf3-4a51-8adc-a1a072b923b9,Science:KnowledgeDomain,"202467,} ",Shona,2025-02-13 16:12:00,symbolictable for toor d.
C_or_embeddingt,mostly26-0be7-461e-9ee3-1074125aa518,Science:KnowledgeDomain,discipline,Yoruba,2024-06-26 12:50:00,0-1.
.,mostly51-7f89-4c19-bcde-c8cc447bd3ce,Science:KnowledgeDomain,applied,Zulu,2024-08-02 12:01:00,symbolicworld{
: ,mostly38-e44c-4fbd-af10-3fa46cb8da64,Science:KnowledgeDomain,location,Yoruba,2025-09-30 18:33:00,",-description06250328,-0. "
M}}} ,mostlyff-9d4b-4716-bbb9-96967c67f9c3,Science:KnowledgeDomain,.,Amharic,2025-01-15 11:56:00,"-0.3,5,-0.8"
", ",mostly00-085e-417c-93ae-31f499c09ce6,Science:KnowledgeDomain,"B 0.2, and23problem.",Yoruba,2024-09-05 06:32:00,", "
,mostlyd3-d1d8-4e97-87e5-2c6620871bd5,Science:KnowledgeDomain,primary,Igbo,2024-09-05 11:41:00,C
A,mostlyec-0b33-46dd-a1bb-3bbd2e6f8a23,Science:KnowledgeDomain,knowledge_type,Amharic,2024-05-09 10:42:00,"2024, "
D{g c se,mostlyf9-3a5e-415c-bf03-98660cfd09da,Science:KnowledgeDomain,L_application,Shona,2025-09-30 18:33:00,findingsaer
science,mostly9a-dc39-49c8-93c7-1746305817ef,Science:KnowledgeDomain,: ,Amharic,2025-04-11 08:42:00,S for withe ding.
"science}, ingation: ",mostly90-e31c-4516-accd-493aaf2e37c3,Science:KnowledgeDomain,methodology,Swahili,2025-06-13 05:18:00,: er{
C_embedding,mostly3a-51d8-4656-abc3-e61e2de9384b,Science:KnowledgeDomain,: ,Amharic,2024-05-04 16:09:00,topic
recorded_}_ ,mostlyef-db37-4c84-a0bd-e4588daf9f1d,Science:KnowledgeDomain,primary,Hausa,2025-09-10 15:03:00,description
K,mostly02-a773-484d-aee1-d066f4c55c3a,Science:KnowledgeDomain,applied,Zulu,2025-03-11 10:33:00,"real_application_,00"
Perent and tore for er withy.,mostlybe-117f-47ff-86bc-00e88262cd37,Science:KnowledgeDomain, ,Swahili,2025-02-11 10:43:00,: 
: ,mostly24-5fc9-451c-963c-575d3242772f,Science:KnowledgeDomain,E_application,Yoruba,2024-11-17 11:56:00,science
"Howea- sr per fort  with.26,-0.23.12,-26 ,description-0.",mostly54-2bcf-41b6-aed9-f666e17d786f,Science:KnowledgeDomain,"-0.180308,0..3,0.24382,7..34,1-T9067015, Nigeria05,0.",Oromo,2024-02-15 15:21:00,findings_or_application
M,mostly62-aa1c-4bb0-b5d9-97d3aedb3549,Science:KnowledgeDomain,symbolic,Zulu,2024-02-26 14:11:00,real.
Shona,mostly4e-c10c-4443-9ca5-ca7e235648cc,Science:KnowledgeDomain,location_type,Zulu,2025-08-01 22:24:00,discipline2 
topic,mostly56-0d9a-47d8-9f55-543ca8324b32,Science:KnowledgeDomain,M ,Zulu,2024-11-30 08:13:00,findings_s9
", ",mostly7a-2ece-4b06-87c6-b498e244341e,Science:KnowledgeDomain,.54,Zulu,2024-02-24 00:50:00,methodology_atg ofeding.
: ,mostly1f-bf3e-402f-b177-29f151271ede,Science:KnowledgeDomain,symbolic_at_t,Igbo,2024-04-30 18:53:00,K 
primary_: ,mostly84-5d98-4a65-afc4-7362f1fbb34a,Science:KnowledgeDomain,knowledge_neural,Zulu,2025-06-02 15:52:00,:
.,mostly12-c30c-4011-a0bd-4479a53e105a,Science:KnowledgeDomain,: ,Igbo,2025-04-23 22:26:00,S s p with in fededed
findings_statement,mostlyd1-0205-4d90-a4b5-8d46db48d159,Science:KnowledgeDomain,discipline,Shona,2025-08-25 09:46:00,knowledge_statement
M and water at,mostlybf-6176-494c-89e2-15883cba38a7,Science:KnowledgeDomain,"C and,1.",Hausa,2025-09-13 06:14:00,", "
"C-cerm andyty dp bationer to,oedt ",mostly45-3584-47e1-a8bd-5e32ce8754ba,Science:KnowledgeDomain,location,Hausa,2024-10-11 19:39:00,: 
G,mostly15-2fc4-4a60-a521-bfcb5dde9eb6,Science:KnowledgeDomain,B- ,Amharic,2024-05-19 17:45:00,2025_solution
: {,mostlyfe-6ae7-4ca4-a0b8-572004f2925f,Science:KnowledgeDomain,N0.,Swahili,2024-02-18 03:35:00,symbolic_solution
knowledge_statement,mostlyd6-3025-4ce3-b9b9-39d239dc80eb,Science:KnowledgeDomain,primary_language,Yoruba,2025-03-31 11:24:00,} {
} ,mostlya5-a83d-4212-967b-bd36e3d3a27e,Science:KnowledgeDomain,recorded0.819:00,Amharic,2024-04-09 12:57:00,recorded_application
A_application,mostly7f-d8ec-4946-9bfe-3312a8416e87,Science:KnowledgeDomain,descriptionatced.,Igbo,2024-05-12 16:48:00,:.
description1.,mostlya2-255c-4cf7-8211-e985903679df,Science:KnowledgeDomain,",",Shona,2025-03-24 08:53:00,S_embedding
topic,mostly52-daee-4664-acf0-e865e8d719a0,Science:KnowledgeDomain,"20255--T3-909, ",Amharic,2024-07-27 22:30:00,Mpe.
2024{,mostlyf0-de7a-45ba-87dc-4452cc8c2193,Science:KnowledgeDomain,",0.5458,description9,-1.25579,0.11, ",Oromo,2025-02-18 03:22:00,description
science,mostly4e-2609-431b-a9dc-fc265ff6df16,Science:KnowledgeDomain,:,Shona,2025-09-30 18:33:00,"Ceging,."
location,mostly35-8794-4485-a700-9c9c00f8e977,Science:KnowledgeDomain,Lpation,Amharic,2025-01-18 19:46:00,recorded_solution
recorded_:tites.,mostlyd8-26ff-43f4-9f60-30e14abe716f,Science:KnowledgeDomain,primary_at,Oromo,2024-01-05 06:36:00,neural_application
symbolicn,mostlyb5-5018-40f8-80b0-ef79c7444b6c,Science:KnowledgeDomain,symbolic_language,Hausa,2024-06-24 08:27:00,"2024 to.67,2,-1.68,0.23.6,1.4,-.08,-0.334,-0.1, Zimbabwe0..18,-0703.7,-0."
A,mostly84-0885-48f2-a795-36a0f4daaeab,Science:KnowledgeDomain,Tor_solution,Hausa,2024-06-06 14:01:00,: 
: ,mostlyc0-7ee9-4210-b5b7-b37ca52a07ef,Science:KnowledgeDomain,recorded_or_-type,Igbo,2024-07-11 03:29:00,2025_solution
recorded,mostlyf2-c4a1-4f70-8164-620c29d2b687,Science:KnowledgeDomain,primary,Igbo,2025-06-18 12:28:00,: {
primary_statement,mostly7e-c8ae-4856-b1b1-eac78dc36c4a,Science:KnowledgeDomain,neural_type,Shona,2024-09-01 03:56:00,", "
", ",mostlyb4-1a81-41f1-a173-37e7bb2a79f4,Science:KnowledgeDomain,C_slogic,Amharic,2025-04-30 20:27:00,Improves
G ,mostlyec-0a93-4a3e-9aad-b4d3f4e93bf0,Science:KnowledgeDomain,", ",Shona,2025-09-30 18:33:00,topic
"primarygor, ",mostlyd6-672a-401a-a7ae-2e364021e89a,Science:KnowledgeDomain,methodology,Swahili,2025-09-30 18:33:00,T.
2024.,mostly21-9f7e-4560-b09f-fa92389db43c,Science:KnowledgeDomain,findings,Hausa,2024-06-15 23:54:00,T1.0014
discipline,mostlye2-356a-45fb-be19-2675168ee002,Science:KnowledgeDomain,: ,Shona,2025-03-16 15:02:00,", "
topic,mostly49-fce6-471a-bcc7-18ad243de397,Science:KnowledgeDomain,,Hausa,2025-02-05 19:41:00,-051.
E,mostlya2-402a-4378-bf5a-120b9859a3b8,Science:KnowledgeDomain,",-0.033,0. 8,-T.",Igbo,2024-01-25 21:52:00,symbolic_application
"Khar in cth in cer withireor andsor,.",mostlya7-0e0a-48b0-8b53-6e1891a93560,Science:KnowledgeDomain,discipline,Hausa,2024-11-16 22:30:00,", "
"science-,-02}",mostly18-e17d-4e42-9b50-51f3954102ce,Science:KnowledgeDomain,real_type,Igbo,2024-08-05 03:35:00,In
} ,mostly58-39ef-4984-b3bf-32a65c8a8228,Science:KnowledgeDomain,mathematics,Shona,2024-05-04 11:33:00,S
findings_,mostly10-1000-4d35-9ee1-8067bf24f68b,Science:KnowledgeDomain,In ,Shona,2024-07-29 10:36:00,",-"
"R-1.68. -086,-0.550003,04or-0.",mostly49-da32-4e14-85f3-64926541f5ef,Science:KnowledgeDomain, ,Yoruba,2024-09-13 03:10:00,If
description,mostly1c-9dcc-477e-9ec8-782bcab04368,Science:KnowledgeDomain,sciencetype,Shona,2025-09-30 18:33:00,methodologya to-  withid
"20240.54,-T0_at",mostly52-9379-429b-9be4-e6998159e4a6,Science:KnowledgeDomain,L ,Oromo,2024-06-18 11:22:00, 
How,mostly5a-ef50-458d-91c5-5f5e500b1314,Science:KnowledgeDomain,: ,Yoruba,2024-05-21 08:24:00,science
science,mostlyf2-d27a-4350-ad44-210f6f4e9a27,Science:KnowledgeDomain,real_embedding,Shona,2024-02-17 07:31:00,primary.
Shona,mostlyad-2a2b-4446-b44b-39e874444bf8,Science:KnowledgeDomain,: ,Swahili,2024-07-25 19:17:00,2024 
A,mostly26-cb21-4419-af10-b6bf8197ca5d,Science:KnowledgeDomain,C_or_ .,Hausa,2024-09-26 09:03:00,real_statement
", ",mostly33-4dfe-43d0-9ca6-2d8d58d6e416,Science:KnowledgeDomain,"symbolic,20.23T,-1.3,1.",Shona,2024-04-09 17:39:00,P pe _embedding to
K,mostly5d-3a25-4a0d-b4fc-f2ad1c7c077a,Science:KnowledgeDomain,: ,Igbo,2024-08-04 10:21:00,",-0.27,0.6,"
"A-1.54,0.2,-1.7-90.745,-00,0.399,0.5,003-01.27,01--1.66,6.72,-0.25329,-0.7- 00456,0.7,,..",mostly85-a73a-4623-bec5-9c9d8cad5764,Science:KnowledgeDomain, ,Igbo,2025-09-30 08:15:00,If
In-lT.3 andso withs and so with- and s m s.,mostly48-c3f9-44ae-bdd7-36f4e5f664e0,Science:KnowledgeDomain,F,Igbo,2025-09-30 18:33:00,"2024,0_--2-0.38,-0."
neural_or ,mostlyf8-0d9f-4911-80ae-e9ed16770eb9,Science:KnowledgeDomain,", ",Yoruba,2024-12-08 06:53:00,: 
symbolic_,mostly65-a66c-48ff-b287-f70929227aa5,Science:KnowledgeDomain,: ,Hausa,2025-01-21 08:18:00,real_solution
location,mostlyd9-c1cb-484d-a93a-6275c0c79ce7,Science:KnowledgeDomain,"computationalorc, ",Amharic,2025-08-17 00:44:00,: 
C{,mostly4c-5a03-4924-acfa-8d72237b1c9f,Science:KnowledgeDomain,primary,Yoruba,2025-01-30 08:25:00,science
: ,mostly75-53dd-4e0c-a89b-902569c21547,Science:KnowledgeDomain,methodology,Amharic,2025-08-08 13:31:00,"problem-0.583, "
", ",mostlye8-df2d-4da6-a241-f1710d936c0e,Science:KnowledgeDomain,L,Shona,2024-09-26 18:45:00,"P_, "
computational,mostly92-33c7-4087-9d52-fe239b20a5b4,Science:KnowledgeDomain,"P_, ",Zulu,2024-03-30 19:47:00,sciencee {
", ",mostlyd5-8961-4a53-956c-94a0192b7ab8,Science:KnowledgeDomain,recorded_embedding,Igbo,2024-03-04 12:29:00,M_embedding
", ",mostlyf7-5150-4348-9881-b9105e008f19,Science:KnowledgeDomain,discipline,Igbo,2025-09-30 18:33:00,",-0.74,0."
discipline,mostlybd-ab8a-4fd8-99f3-1e8d46e5e8f7,Science:KnowledgeDomain,real_logic,Oromo,2025-07-23 09:01:00,"Improves_, "
N-,mostly55-3635-4312-9b22-134c89672c50,Science:KnowledgeDomain,: ,Hausa,2025-06-26 09:49:00,}P
{-_}methodology98,mostly23-7253-4fcd-a5c9-1a6733b76915,Science:KnowledgeDomain,", ",Swahili,2025-07-03 22:31:00,findings_solution
-costdescriptions,mostlyad-bb8a-4376-bcb4-d006f6365437,Science:KnowledgeDomain,topic,Swahili,2025-04-14 01:30:00,":.4,-0."
--0.,mostlya1-6be0-4237-8736-2317dc352d25,Science:KnowledgeDomain,methodology_: ,Zulu,2024-09-02 11:47:00,knowledge
topic,mostly27-e30f-477e-8ffc-71d303aca8ad,Science:KnowledgeDomain,real__embedding,Hausa,2024-06-03 01:03:00,: 
problem,mostly5a-d3ee-448d-9431-261365663bd1,Science:KnowledgeDomain,:00,Igbo,2024-05-24 21:32:00,findings_or_statement
primary_applicationy forentier-,mostly1b-ce16-4046-998a-dbe739c5b646,Science:KnowledgeDomain,recorded1.,Amharic,2025-08-18 03:42:00,science
symbolic,mostly87-0ae9-4743-a63e-a839064adc7f,Science:KnowledgeDomain,knowledge_language,Shona,2024-03-24 02:03:00,knowledge__
Improves,mostlyce-809d-4112-9806-e88cfd877d25,Science:KnowledgeDomain,T es,Zulu,2025-06-04 15:35:00,applied
findings{ a,mostly18-2b90-450e-aeb6-dfb1ad231703,Science:KnowledgeDomain,"recorded, ",Igbo,2024-08-23 00:11:00,methodology
: ,mostlyd3-f11e-46cd-b10d-f550e01bbdb2,Science:KnowledgeDomain,S_orworldtored a,Hausa,2024-08-14 20:53:00,", "
"problem_primary_, {",mostly6f-b847-41b9-88da-f7b3c77a04c2,Science:KnowledgeDomain,primary_science,Amharic,2025-03-26 17:46:00,primary_solution
C,mostlyfb-8b97-450d-8d59-08e39020ffa5,Science:KnowledgeDomain,: ,Yoruba,2024-11-05 22:16:00,If_applicationtype
findings,mostlyb8-9393-4ab1-9de3-b132a123b3ea,Science:KnowledgeDomain,", ",Igbo,2024-02-05 15:58:00, 
"A = to.4,0..9,0location25:20.07-02,006",mostlya1-97f8-4414-942c-40cdcca37ec6,Science:KnowledgeDomain,",findingsfindings_-",Shona,2025-05-23 00:44:00,F d p to laled fr_yoryin: 
", {",mostlyb0-ade0-4433-b699-cdfd675a7a51,Science:KnowledgeDomain,topic,Igbo,2024-02-01 18:58:00,recorded-TT16:00
"engineeringor,0.8,0.318.24,0.2,0.5876,023.98,:0",mostly82-57f6-4df4-b841-179cbc85a258,Science:KnowledgeDomain,:_solution,Amharic,2024-06-04 12:47:00,Ll
: ,mostly43-fef7-44a8-b036-7f5315ae2f5f,Science:KnowledgeDomain,discipline: =,Swahili,2025-08-11 18:11:00,discipline
: ,mostly1e-201e-41bf-8064-4686f1a23ca3,Science:KnowledgeDomain,}: ,Igbo,2024-05-13 06:03:00,"location,_world"
computer inces,mostly8b-1460-4672-a2d4-3bc4dfc3eaf0,Science:KnowledgeDomain,description,Amharic,2025-09-30 18:33:00,
",0.7-, ",mostly2d-6f1e-4d66-a9bd-f2d46662a66a,Science:KnowledgeDomain,discipline,Swahili,2025-08-09 06:13:00,: 
", ",mostly5e-e2fb-47df-ac6a-aeecb93d228b,Science:KnowledgeDomain,topic,Zulu,2024-04-05 10:28:00,symbolic_logic} 
", ",mostly6b-460f-414e-9839-a922aa925523,Science:KnowledgeDomain,"findings, ",Shona,2025-05-06 21:44:00,: 
symbolic,mostly16-31db-42b9-af1b-b030fde24f7e,Science:KnowledgeDomain,symbolic in,Igbo,2024-07-13 22:03:00,"2025--0..701,0.7901.4,.9,0.9"
: ,mostly69-d69e-4b87-b743-a96de8d53a41,Science:KnowledgeDomain, ,Igbo,2024-09-25 04:31:00,C_application
location,mostly44-8016-4561-874d-70f48741a696,Science:KnowledgeDomain,knowledge_embedding,Yoruba,2024-04-19 20:54:00,: 
: ,mostly17-5410-43c1-b2bb-e7dccb64b8c1,Science:KnowledgeDomain,", ",Yoruba,2025-09-30 18:33:00,", "
findings_: ,mostlyef-ff46-488e-a938-902fe29ce450,Science:KnowledgeDomain,findings_world_: ,Swahili,2025-05-23 13:59:00,topic p 
2025,mostly57-cd47-460a-a420-32b02dbf2ea2,Science:KnowledgeDomain,description_embedding,Shona,2025-05-09 00:03:00, 
 ,mostlye0-469c-4a4b-9000-a9086bf850b1,Science:KnowledgeDomain,location,Shona,2024-08-03 09:59:00,science
P_statement,mostlybe-2d38-4b08-bb9c-fdac133d94cf,Science:KnowledgeDomain,: ,Shona,2024-01-13 08:15:00,"findings--1.0.511,-0.0.5908,T230. "
location,mostly22-2ced-42ff-bb2f-fb4d376e970f,Science:KnowledgeDomain,Palg.,Amharic,2025-05-04 07:42:00,methodology
symbolic_application,mostly80-3249-4347-a909-df4fafb02e00,Science:KnowledgeDomain,L,Swahili,2024-12-04 22:29:00,}location
Improves ,mostlybf-4aad-4667-8f20-95eb0765b8e9,Science:KnowledgeDomain,knowledge_or_location,Yoruba,2024-02-15 22:52:00,problem_solution
description,mostlyea-8292-45da-99de-e7a54dda8a3c,Science:KnowledgeDomain,applied,Oromo,2024-05-23 19:53:00,methodology
symbolic_ ,mostlya1-66c2-4f78-92a0-c812ed186e06,Science:KnowledgeDomain,",",Yoruba,2024-08-25 06:31:00,primary: 
P ,mostlyfb-5da6-4adc-b59c-cb9d711dbb24,Science:KnowledgeDomain,discipline,Igbo,2024-10-26 16:38:00,applied
findings_type,mostlyb0-3a5a-427e-8ee6-f8a1f0f5c780,Science:KnowledgeDomain,neural_or_solution,Igbo,2025-08-13 21:02:00,L_embedding
N_or-ere.{,mostlyae-48c5-4649-951e-4fdb01883a1b,Science:KnowledgeDomain,methodology,Yoruba,2024-10-06 03:46:00,".5,--0."
P,mostly68-684e-478f-9328-24f37bd9a21b,Science:KnowledgeDomain,symbolic_or_or_: ,Amharic,2024-02-13 14:08:00,} 
", or__or_logic",mostly58-98b3-4714-92ec-554225435413,Science:KnowledgeDomain,methodology,Hausa,2025-07-30 11:27:00,"2024-604, "
", ",mostly8b-031e-4c67-9e5b-ebb4de738260,Science:KnowledgeDomain,description,Hausa,2025-05-28 20:31:00,2024_: {
Howpers ealedet in ,mostlyee-436a-42de-a65c-3f31d7265a3b,Science:KnowledgeDomain,problem_s,Yoruba,2025-02-14 16:46:00,"Howinger,-0."
"recordedknowledgeing, lar ",mostly07-0bfe-4d05-a99e-c1615e8f1a46,Science:KnowledgeDomain,,Yoruba,2024-02-29 11:15:00,knowledge
D tp f a p in and int csingry.,mostly47-7ed6-416e-9f31-255bdc7371a3,Science:KnowledgeDomain,symbolic,Hausa,2025-03-01 06:24:00,", "
location,mostly83-2577-4c31-9c48-c785f4a6105b,Science:KnowledgeDomain,How,Swahili,2024-11-20 12:46:00,", "
primary anderesar-ons.,mostlya2-917a-4f35-8365-3277e5149ffe,Science:KnowledgeDomain,L_language,Oromo,2025-01-31 10:25:00,", "
realworld_or,mostly1c-8441-43bc-bd39-67ec0920a191,Science:KnowledgeDomain,primary ,Hausa,2024-03-07 03:30:00,location
science{,mostlya6-2b8b-43af-8fb5-82b0594152a0,Science:KnowledgeDomain,applied es andalico,Yoruba,2025-03-10 18:47:00, 
location,mostly4c-9cb9-430d-8223-1d4fc1782b16,Science:KnowledgeDomain,findings_statement,Igbo,2024-02-29 03:12:00,methodology
M,mostly45-7972-4a18-9359-3aedd27d2203,Science:KnowledgeDomain,2024_logic-1..,Zulu,2024-01-18 08:24:00,"Soedationor caln with p of, and"
topic,mostlya2-d340-45ff-bae3-7b3789b830f5,Science:KnowledgeDomain,findings,Oromo,2025-06-19 22:37:00,: 
science,mostly15-8ad2-4018-8a00-5cc18398427f,Science:KnowledgeDomain,recorded_logic,Amharic,2024-07-30 18:07:00,2024
primary,mostlyb2-c7a4-4117-a84c-8bafc19a950d,Science:KnowledgeDomain,problem_at,Hausa,2024-04-18 01:54:00,R_or_solution
},mostlye5-3755-47c5-9394-0c2fd6a6744c,Science:KnowledgeDomain,F_logic,Yoruba,2024-05-18 11:03:00, 
", ",mostlya4-ef95-4844-9d28-173ac42564a8,Science:KnowledgeDomain,discipline,Yoruba,2025-08-11 13:15:00,
_or_solution,mostly0f-5ec4-4219-b5bc-d58221dabfc5,Science:KnowledgeDomain,2024,Igbo,2024-01-05 01:42:00,discipline
: ,mostlya3-2351-469b-b95a-c6c2dc712a9e,Science:KnowledgeDomain,"0-06.13698,,0.5,-1.",Zulu,2024-05-04 07:58:00,"neural,-02--0._2, "
real_language,mostly85-64dd-485a-8839-41413fcbb514,Science:KnowledgeDomain,discipline,Yoruba,2024-10-25 13:33:00,knowledge_type
