agent_id,name,status,capabilities,created_at,updated_at
mostlye3-342e-4123-9953-18ca609d4521,_RARE_,_RARE_,"{'vision': frls,, 'nlp'  tre 'reeaanong'::ttae",2024-07-29T03:40:12.000,2025-04-28T10:47:43.000
mostlyde-05cc-4c36-b7b6-f16e50b5d881,agent_alpha,_RARE_,"{'vision': taue,, nnp'  raus '''aeaoing'g't fe",2024-08-03T14:22:35.000,2025-06-09T10:03:21.000
mostly6f-eb5c-4bb9-8eed-6cecfe961192,agent_nlp_core,_RARE_,"{'vision': taus,  'llp': rrus ''reaoninnn::ul e",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostlyb2-541e-470e-9022-aa230a30ee84,agent_nlp_core,_RARE_,"{vision':fale,, nll':: rule ''eeesniiggg: rel,",2025-03-05T08:11:47.000,2025-02-17T21:19:43.000
mostlyde-7b9e-4868-83c2-8cab14ff3832,agent_vision_01,_RARE_,"{'vision': frue,,nlp''  fau,,,reesonnnnng :rrue,",2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostly4f-c4f1-463d-8671-a05cf8b33e77,_RARE_,_RARE_,"{'vision': talee 'nnl'': rule,,reeaonnni'''tr,s",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostly5c-52a0-442b-b815-10d405bc734a,agent_vision_01,_RARE_,"{'visio': faus,, nnlp': free  'raaasinnn'ttru,",2025-03-05T08:11:47.000,2025-06-09T05:49:52.000
mostly5f-e35a-46ca-a358-a951cf2b7d04,agent_vision_01,_RARE_,{'vision': fruee ''nlp:  taee''erssoonng: trrues,2024-07-29T03:40:12.000,2025-02-19T21:06:21.000
mostly33-8c54-473a-9425-b809080aa7b5,_RARE_,online,{'vision': frle  nllp:  fuuse 'eaasninin'  ta,2025-03-05T08:11:47.000,2025-02-28T15:45:48.000
mostlyce-bbbb-4843-a5fc-46af56e4c0c1,agent_vision_01,online,"{'vision': trlse, nllp:  rre,  reasaonng'::t r,,",2024-07-29T03:40:12.000,2025-03-10T11:39:41.000
mostly37-9396-42ad-b10c-4ebcfd76f10a,_RARE_,online,"{'visin': frls,''n':  rrese reaesooni':: ree",2024-12-21T03:45:20.000,2025-06-09T10:03:21.000
mostly84-1d99-4346-bb5b-8310515c431c,_RARE_,_RARE_,"{'vison': fause, 'nlp':trus 'rrraaningg:'r, e",2024-12-29T08:57:22.000,2025-01-07T15:12:09.000
mostlyec-425b-43ff-9e68-8f2bc5af6657,agent_nlp_core,_RARE_,"{'visio': frlee,'nnp':ttues   eeesniiig:' re e",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostlyfe-5487-44dd-b424-54e069f5fed8,_RARE_,_RARE_,"{'vision': rlse, 'lpp'  rre, 'eresnin'g  le",2024-09-13T03:52:52.000,2025-01-19T07:27:09.000
mostly7c-fc45-4fca-b7a1-da04c38291a9,agent_vision_01,online,"{'vision': frls,,''llp'  ruls, 'resaniin'::ttfu,",2024-07-29T03:40:12.000,2025-03-03T13:53:03.000
mostlyea-df75-4ef6-ac9e-a7cad672f3c3,_RARE_,online,"{'vsion': faee,'np': frus, 'rassiing'  r",2024-07-29T03:40:12.000,2025-06-09T04:03:30.000
mostly12-0eaa-4986-bff9-2feddca7de0c,agent_nlp_core,_RARE_,"{'visin': tae,,'nnlp::tree,'rersasingn:: rl",2025-03-05T08:11:47.000,2025-01-10T16:44:57.000
mostlyc7-443f-4622-8116-b8afca30213f,_RARE_,_RARE_,"{'vision': fauee  'lpp': tes,,raaonngn'  a,,",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostly2a-ca84-4335-9cda-92dc377de5f2,agent_vision_01,online,{'vision': trlse nlpp'  rrlse reaasnnngn: trrl e,2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostly3e-8a2e-461f-ad86-deac04ce994d,_RARE_,online,"{'visio': fauee, 'npp:: frese'rerssoonnn::: ees",2024-07-29T03:40:12.000,2025-03-28T15:09:28.000
mostlyb6-adfd-4eba-a602-db6834cc07fb,_RARE_,_RARE_,"{'vision: trlse, 'llp::ttule,''rsannnng:'rel,'",2025-03-05T08:11:47.000,2025-06-07T12:29:13.000
mostlya2-fdf3-43cb-b747-158bd88712ed,_RARE_,_RARE_,"{'vision': frlee,''nlp':tfruse'rerasonnig:' rls",2024-07-29T03:40:12.000,2025-03-15T15:48:42.000
mostly7d-5c71-42f1-9a88-d5bb84e6d810,agent_alpha,online,"{'ision': frlee  nnpp:  rues, 'eaaannig'::e,",2024-07-29T03:40:12.000,2025-03-07T15:07:23.000
mostly15-c29b-4b3a-9531-1b8bbffd7df2,agent_vision_01,online,"{'vision': talse,'npp': fue,, 'eeassoing:: r,",2024-12-29T03:05:11.000,2025-05-11T18:02:54.000
mostlyb8-8a5c-43b2-abb5-b9adafaa286a,agent_nlp_core,_RARE_,"{'vision': fauee,'nnlp:  ues,,reaasnoii'::t e,",2025-03-03T10:15:12.000,2025-01-15T15:39:54.000
mostly1a-f742-43cd-aeb6-61d2a0d1d321,_RARE_,online,"{'vision': tals,  nlp'': fre,,'r'rassnnnn:':tfes",2024-07-29T03:40:12.000,2025-02-20T10:50:01.000
mostlya4-ea68-43e2-a5e9-8fa03e897d4f,agent_nlp_core,_RARE_,"{'vision': frlse, 'npp':ttal,,'rresnoing':: ree e",2024-07-29T03:40:12.000,2025-05-09T09:06:44.000
mostly46-5225-41b3-8c1a-29e96d2602ff,agent_nlp_core,_RARE_,"{'vision: fals,, 'npp'  tuu,, 'rrasnonn'g  rfls",2024-08-13T21:54:40.000,2025-01-14T15:29:21.000
mostlyaa-7552-4e5d-ba16-8d6423e09716,agent_alpha,_RARE_,"{'vision': tal, ''llp'  tueee'reaassoiggg  u",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostlyc9-123f-4635-9bc6-cf8d384c5bf0,_RARE_,_RARE_,"{'vision': tue,, nllp::trals ,reaesnni': :tae'",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostly71-4d94-441f-87c8-e0d5336ffd58,agent_alpha,online,"{'vision': faus, nnlp:  trls,''eaasoinig::  fa '",2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostlyce-331d-43b5-a3d6-75d39cb48ed0,agent_nlp_core,online,"{'vison': frue,  nnlp: ttae,e rreasning: rfue",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostly7a-1a00-4b6b-bd70-db466817c9fc,agent_alpha,_RARE_,"{'vision': frls,, 'npp:  frus,'rreeonign: te",2025-03-05T08:11:47.000,2025-01-09T15:45:09.000
mostly58-8e35-4670-b789-5f0e1a232f7f,agent_alpha,_RARE_,"{'ision': frle  nnpp': fuuse'rersssoin':   a,",2024-07-29T03:40:12.000,2025-01-10T15:23:24.000
mostly8b-bf75-4464-9106-231d2f47ac17,_RARE_,_RARE_,"{'vision':false, llp'  ule,''eesannngg' tfe",2024-07-29T03:40:12.000,2025-02-16T15:22:26.000
mostly23-892d-4067-911a-16a0804487ee,_RARE_,_RARE_,"{'vision': falee 'nlp'': rus, eeasoinig:  al",2024-09-15T08:29:56.000,2025-06-09T10:03:21.000
mostly27-5470-4a8a-a1f3-3b1b2685f107,_RARE_,_RARE_,"{vision': false  'npp:  rruse'reassinn':  rfe,e",2024-12-29T10:40:47.000,2025-05-18T15:19:21.000
mostly24-eec7-4d6c-8fce-e69fe6a1bb43,agent_nlp_core,_RARE_,"{'vision': tae, 'nl':  fulse'reasnonig:::trels'",2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostly5d-06e8-46fa-934c-290ce34aac44,agent_alpha,online,"{'vision': tauee, 'nlp': rrl,,rrraonnnn''t a,,",2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostlydb-8fcf-499f-b64d-e8b887310a03,agent_alpha,_RARE_,"{'visio': falee,''np'':ttaes,'eeasongn''te,'",2024-11-29T07:12:36.000,2025-06-09T10:03:21.000
mostly35-be12-43d2-a0b4-62bdf26fd697,agent_vision_01,online,"{'vision': fruee, 'lp':  ru,, rraaonongng:rel",2024-10-05T08:14:09.000,2025-04-11T10:12:31.000
mostly7c-8636-4349-a0e0-533535fcf73d,agent_nlp_core,online,"{'vision: frle,, nnpp'  fuu,e rrrsssiin''':a, '",2025-03-05T08:11:47.000,2025-06-07T21:19:20.000
mostly47-7f1d-4717-81e1-eab2a888e33a,agent_nlp_core,online,"{'vision': fauee 'nn'': raeee,''raniign:: ra",2024-07-29T03:40:12.000,2025-06-02T16:37:19.000
mostlybb-bad3-48ee-a05e-2d6cd1ec1118,agent_alpha,_RARE_,"{'vision': truse  nnl':  rue ,'raaanoing: trf,",2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostly34-0f54-490b-b570-c4319dbb9433,_RARE_,online,"{'vision': tale,'nnpp'  ruu,e'rereosinng: tte,,e",2025-03-05T08:11:47.000,2025-01-22T14:12:50.000
mostly1d-f63b-4ffd-a6ef-722df2266540,agent_alpha,_RARE_,"{'vision': tale,  nllp'  frus,''resnoing' ttrue",2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostlyc7-2330-4454-932a-2aae146069f1,agent_nlp_core,_RARE_,"{'vision': tals, ''npp' tauee' easoonigg:::ue",2024-07-29T05:49:28.000,2025-01-23T16:03:44.000
mostlya0-5c4c-48f1-a2ab-e838bfb3e32f,agent_vision_01,online,"{'vision': true,, nnlp::ttaese rresonoinn':t e,",2024-07-29T03:40:12.000,2025-03-07T20:34:02.000
mostlya8-598c-4124-864f-b76e21064e14,_RARE_,_RARE_,"{'vsin': tale,,''np'': tuee, eeaonongn': tee e",2024-07-29T03:40:12.000,2025-01-07T15:12:09.000
mostlya5-574d-4ca4-b748-a4e17b6088b2,_RARE_,online,"{'visin: rls,  'lp'':ttreee,'eaaannng: ttre,'",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostlyc9-c741-4855-9e15-371edcffaa3f,agent_nlp_core,_RARE_,"{'ision': frle,, 'nlp:  rreee  erssnnn'''t ul",2025-03-05T08:11:47.000,2025-06-05T15:42:38.000
mostly5b-a480-4791-af04-9c73b129333a,agent_nlp_core,online,{'vision': frlse  'lpp':trrue''ereooiing : ruls,2025-03-05T08:11:47.000,2025-04-09T10:34:17.000
mostlyf2-50cb-4458-9119-6d513ed84bf6,_RARE_,_RARE_,"{'vision': ale,, 'nl'  ruee,''eaeoonnngg :fe,,",2025-03-05T08:11:47.000,2025-01-29T20:26:55.000
mostly31-352c-4eda-8312-796b69b08b9f,agent_alpha,_RARE_,"{'vision': fruee,''nlp': tuuee reessnnin':  u",2024-07-29T03:40:12.000,2025-03-14T21:18:56.000
mostlyfd-b905-447d-a274-efb266373bf4,agent_nlp_core,online,"{'vision': tale,, 'np'': rue, rraasoigng:t al",2024-07-29T03:40:12.000,2025-01-19T11:12:02.000
mostly00-e250-4009-bc52-1383b4dede62,agent_nlp_core,_RARE_,"{'visio': frle,,'nnp'': fue, 'reassonign:'tfals",2025-03-05T08:11:47.000,2025-06-03T16:03:51.000
mostly87-f3b5-4f18-b0a2-5d0d209ee885,agent_vision_01,_RARE_,"{'vision': tls,,''np':: raue, reasoinng::t ree",2024-07-29T03:40:12.000,2025-01-07T15:12:09.000
mostlyf0-bc5e-40f1-9cd3-c3870508c4ed,agent_nlp_core,_RARE_,"{'vision': talee ''npp':re, ''reasniign: t fel,",2025-01-05T08:40:45.000,2025-06-09T10:03:21.000
mostly80-a341-44a9-a303-7622240f1a89,agent_vision_01,_RARE_,"'vision': talse,'nnpp: ral,e,rersnoni'g ree",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostly51-42f5-44f9-a1a7-1a7163e5e2aa,agent_alpha,online,"{'viion': frlee  'llp': rle, 'raasnnnn'g:ta e",2025-03-05T08:11:47.000,2025-01-22T16:11:59.000
mostlyf5-7ab6-4394-b87e-ac977bd46acf,agent_nlp_core,online,"{'vision' frlee, nnpp'  taeee,rraaosiing: trra,",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostlyfe-f7ff-4c9d-9e48-f0f0c9cfe98e,agent_nlp_core,_RARE_,"{'vision': taee  'lpp': rre,,,reaesonng'':  el",2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostly60-1071-427c-a27b-e59708580bb8,_RARE_,_RARE_,"{'vision': trlee, 'np:: frle' 'esoonng'' fe",2024-09-07T19:33:21.000,2025-06-09T10:03:21.000
mostly31-1677-4f1b-8bfc-b99f258272f4,agent_vision_01,_RARE_,"{'vision': tals,, nnpp' ttaee  'asaningg''tre,",2025-01-10T03:07:11.000,2025-06-09T10:03:21.000
mostly8e-02f7-46cc-bb46-4d1ab634d916,agent_nlp_core,online,"{'vision': trls  nllp:  rru,  'eeasnnnnn'':rfu,",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostlyc4-dadc-45d5-b2d8-d5c9f7bc14f1,agent_vision_01,_RARE_,"{'vision': tale, 'np''  tau ,r'esnongn':t u, e",2025-03-05T08:11:47.000,2025-03-29T08:12:09.000
mostlyb0-7a8d-48bb-8f75-fcb41e39874f,agent_nlp_core,online,"{'vision': tause,'nnpp': fues  'reeasnig''ttru,",2025-03-05T08:11:47.000,2025-03-06T20:12:18.000
mostlyaa-48e6-41f2-b540-937d2c8bd30e,agent_alpha,_RARE_,"{'vision': falee  'llp::ttal, 'r'eesoin':' u",2025-03-05T08:11:47.000,2025-06-09T10:03:21.000
mostly30-d47f-4474-a6b7-3edaaa359d37,agent_vision_01,_RARE_,"{'vision': false,''nlp:  tue,,,'eaenini'':ttae,",2024-07-29T03:40:12.000,2025-06-08T15:52:26.000
mostlyd7-cf5a-40eb-bdfe-003667524beb,agent_alpha,_RARE_,"{'vision': frls,,''npp'  tuese,reaoninig::ttfe,",2024-07-29T03:40:12.000,2025-06-09T10:03:21.000
mostlyab-3a93-48d4-bffa-41ac477f8db5,_RARE_,online,"{'vision': truee ''llp': ruu,e, 'aaanongg   fes",2024-08-08T03:30:31.000,2025-06-09T10:03:21.000
mostlyaa-a2e0-4f51-95d9-b804bd6290b0,agent_vision_01,_RARE_,"{'viion': trls,,'nnl'::traue,reassonnng:t u,",2025-03-05T08:11:47.000,2025-03-13T15:02:47.000
mostly42-14ab-4820-93b2-702435ab7950,agent_vision_01,_RARE_,"{'vision: falee 'nnl:: fle rresnng:'  ru,'",2025-03-05T08:11:47.000,2025-03-09T18:41:12.000
mostly60-d379-468e-a0c7-95aed4a4ae18,_RARE_,_RARE_,"{'visio': tause, 'nl':: fru,, rrreooin''': e,,",2025-01-05T08:43:55.000,2025-01-07T15:12:09.000
mostlyc3-be2c-4dc3-b294-132e8f6a85fb,_RARE_,online,"{'vision':trls,,''llp:: rue,,''aeaonnng' ttres",2025-03-05T08:11:47.000,2025-05-18T16:49:22.000
