id,scenario_domain,primary_language,setting,description,challenge_faced,solution_applied,resources_used,outcome,location,symbolic_logic,transferable_insight,neural_embedding,recorded_at
mostly8a-f920-45a2-8ad0-2923f6284c9e,transportation,Yoruba,coastal,transferablescenario_insightembedding,", ",: ,scenario wa,: ,"2025,-0.051.24,-0.6, ",outcome,: ,challenge,2024-06-21 18:56:00
mostlyff-b7ff-43db-843a-94aac1e6301c,finance,Amharic,rural,primary__at,education_domain,", ", _embedding,setting,A-eeli na na ma wa ya katika waok m wa.,",",scenario_embedding,location,2024-08-02 23:09:00
mostlye6-ee97-462e-a580-054c27bbc362,finance,Hausa,coastal,description, ,- na_used,,2024faced.,"D-15 nae-T-04Tata ku kwak ma,-0.5a.,1. ",: ,"KiIf na vi kwa na ku wa wa,0.",neural_at,2025-09-14 02:42:00
mostlyd0-a431-430a-82b0-7899d7a84602,education,Zulu,coastal,", ",2024 ,"transferable_lifescenario, then",: ,",i",Mi_,}: ,transferable--15,Ku,2025-06-18 10:47:00
mostly81-b20a-4d4c-96c9-30e00ffddca9,healthcare,Oromo,inland,setting,-.,M_logic,symbolic_faced,setting,A,", {",", ",- ,2024-03-29 16:18:00
mostly20-6897-4ce4-958e-dc8075bb12c3,entrepreneurship,Zulu,urban,",s_embeddingdomain",,"A-2,00 ku ku",I wa waji ku ma.,S yaa akaiebarata wa eli u wausita kudati.,"-0T,-11.09",description,Igboscenario_domain,scenario_life,2024-08-17 21:04:00
mostly80-e96a-4de5-b9f5-052785953282,entrepreneurship,Hausa,urban,"symbolic, ","transferable-0.6, ",resourceslife,scenario_domain,"Ma_ wazi na mkita na n ki wa u nati mikar na wa wa, thenri wae yali na wa m mita.",: ,scenario wa,: ,Ku ,2025-08-27 15:11:00
mostlyc9-3529-4b55-91dd-7072ec2964be,transportation,Zulu,urban,recorded_domain,Ku,recorded,: ,,real_insight,symbolicapplied,: ,coastal,2024-08-27 23:24:00
mostly2d-1f27-4347-b74c-5a4261b3c28d,healthcare,Amharic,coastal,solution_language,outcome,,location,M,},neural_faced_,primarysymbolic_embedding,scenario_,2025-01-06 02:35:00
mostly0a-6629-414c-a5ce-98f0b777baa3,environment,Shona,urban,recorded_faced,outcome,symbolic__ {,"Mkao,-",Ma{,neural_embedding,transferablerecorded} {,scenario_embedding,: ,2025-05-12 01:18:00
mostly2a-dccd-4c65-99e7-7ecc42e22d72,environment,Zulu,rural,Mi_embedding,recorded_language,", ","A-i-.T0201, then na u wa mas kurra.",Ku ya: ,}: ,I,} ,resources_language,2024-06-21 01:35:00
mostlybb-b612-4089-8aa9-6b7f4c36f9ad,logistics,Swahili,coastal,": ji-0.17,-0.1.46, ",2024domain,"-0.4,--0.657025-0.9,00 wa-0.4,-1T180.12-10.4,-0.35,0.12,,.53,-1.8,0..200,60.7885457,1837,-0.29149,-1.56.12,,-0.57.15,-0.,-1.27.,1.3-0,-91.,0..079 ", ,realprimary_life,-1.,", ",Zulu,: {,2025-01-13 19:26:00
mostlyc5-078e-4cc9-a465-e85557dcc696,healthcare,Oromo,coastal,A waalam ya vyar ki ya ku na u kuawe wa mikopoti ya ya ya.,2025: ,2025,outcome,urban,,U,A_insight,: ,2025-07-25 04:15:00
mostly4c-af1b-41ae-b5bb-ed3708b27e5a,finance,Igbo,coastal,"Shian  kwatira-, ya-.",primary: ,primary_life,primary_applied,challenge_applied,resources_faced,,},K_logic,2024-02-19 21:02:00
mostly9c-856a-458e-96c3-b255792f02a1,finance,Amharic,urban,", {",_language,outcome,,M,setting,M,primary,: ,2025-06-08 02:39:00
mostlyee-3f3d-4757-9e9c-82ed1ab59a87,logistics,Igbo,peri_urban,description,solution_language,scenario_outcome: ,challenge_logic,scenario_domain,symbolic_logic,: ,resources_ ,setting,2024-02-20 23:10:00
mostlyc6-1f96-4554-813e-2d5958f4c25a,finance,Shona,urban,location_domain,A,,: ,", ",scenario_used--TTT:00k na {,"0.1,0.96-28,.8060..543 ya,--0.5491,0.T8-,0.46,-1..803,,: {",: ,resources_used,2025-05-19 22:35:00
mostly28-d7a7-4d5c-96e1-cc7bac4a5a19,entrepreneurship,Shona,rural,2025,neural,,resources_domain,transferable_used,"Ku-0:-0.,1.239,,0.58-,.",,", ","M, ",2025-07-24 16:11:00
mostly78-d051-4e4d-96c2-c943c2af86b4,healthcare,Amharic,urban,: ,", ",}: ,M ,", ",:,}language,", ",--8T21-1.,2024-07-07 10:39:00
mostly0c-2f81-43c3-a7af-00a94166f486,logistics,Hausa,urban,K_logic,: ,location,", ",: ,: ,", ","K,-1.155,217,-.}0.052,-0.-9,.-0.",recorded,2025-09-06 21:03:00
mostly70-05de-4a3b-8fb7-9dd003a32f24,healthcare,Yoruba,urban,rural,: ,scenario_logic,neural_embedding,: ,setting,setting,}_embedding,If_insight,2025-05-22 01:35:00
mostlyc8-f5f0-4644-b9bd-14545e2f1b68,environment,Amharic,coastal,U0.,",}- ",,:-01,primary_,recorded__logic,primary_embedding,transferable__language: ,If kuta wasi,2025-02-04 02:42:00
mostly0e-eaf2-4ced-9bfb-2e26599082c6,agriculture,Hausa,peri_urban,U,neural_used,outcome,"education, Nigeria,-0,:00","N, ",Igbo,transferable_insight,", ",",0._02",2024-01-10 06:54:00
mostly1f-4324-48ce-8aa6-4b7f1f6d3f36,education,Shona,coastal,primary_,Ag: ,primary ya ,"primary,0 ",resources_ vya,,", domain",Ku,description,2025-05-08 01:08:00
mostly2c-4724-4afc-b9c8-2df8ea1c3718,transportation,Swahili,urban,solution_at: {,"2025,0..49-08,1.,-0.365417,0.5753,-1.01854,-1.1237,0.918,09,170.1809,0.05,0.302180 ya,T,-12.,-140..06117-0.57,-0..492:914, -03TT, ",primary_,"-0.605--0.-5-040.26,-0.41959,-0.80015,-, ",,: ,Ma_: ,"M, wa mali",MTle na vi: ,2025-08-11 17:30:00
mostly1d-098c-42ca-a6ec-9e2912b21ecd,education,Zulu,urban,symbolic_applied,", {",solution.,"2024, ",symbolic_domain,,recorded_language,",","2025-02,-1.15,15.786.602,-0..5689.52,,0.12-.17,0,0.148.,0136-5,0.03,00.7954,0.",2024-02-20 04:36:00
mostlya7-16d0-4941-b067-319b8a2325ab,healthcare,Zulu,peri_urban,: ,U_embedding,"Kdwali ya na ya u n.ri, ",transferable_logic,environment,Ukosefu},"solution, ",transferable_insight,Ku.,2024-12-20 21:30:00
mostlyea-d10f-43bc-900c-c9684a0a9243,healthcare,Yoruba,coastal,M kuhuuka ya ku wa nkidasi.,If,Ku,Ku{,", ",symbolic_domain,_,"S, was,- kwaa na ya, ",If: ,2025-04-19 01:17:00
mostly40-5f71-470c-b3bc-32aef7057685,education,Hausa,coastal,transferabledomain,S_at,description: ,outcome,A aesaetioplea kwaka,symbolic,primary_,Suaun na mi,symbolic_life,2025-03-26 02:15:00
mostlyd1-136d-469d-9c11-c8c0cb39dc46,education,Shona,coastal,"transferable_insight,",resources_at,N, ,2024,challenge_at,2024 na wa,K_: ,", ",2025-08-24 05:42:00
mostly42-b0dc-451d-a86c-92a00a9b8534,environment,Shona,coastal,setting,- ,: ,Ma,,solution_faced,primary_at,:00,neural_faced,2025-03-17 22:14:00
mostly21-54de-4251-b2f0-26ff0109f55e,environment,Zulu,coastal,,:06,A,"}}-. wa.-0.28,-00203.731,-T08,0.6,208,-0.916,-.",", ",transferablereal,"real-T12TT,,1.514-13,-1",solution_language,solution_at,2024-09-13 05:34:00
mostly01-a849-453b-80d6-84ff153842d4,education,Amharic,peri_urban,A wa,primary_life,resourcesused,} ,symbolic.,Ifosda,,Ki_life wa,Ku ku andi,2025-09-26 02:57:00
mostly31-9ef2-4f2b-a529-51d332ed2c72,education,Zulu,urban,neural_embeddingwa waka,outcome ,transferable_domainlife,description,", ","S vya, ",outcome,2025,_insight,2025-09-26 02:57:00
mostlya8-feb7-4455-ad48-0e10352daa39,education,Igbo,peri_urban,"U--1.12654, ",If ,outcome{ kwa,solutionlogic: ,,"transferablenao, kusisha msti, ",If_at,"I-03,m, ",urban,2025-02-16 08:39:00
mostly7c-b418-4a29-a3ef-684be5f7cb32,entrepreneurship,Yoruba,rural,Ifwata-i natawa nara na wa mudakur i yatau,_used,,challenge-,setting:00,neuralinsight,Ki,,:  u,2024-10-27 09:13:00
mostlya5-4c08-4834-b452-85e95a33bfdb,finance,Zulu,coastal,outcome,"coastalt, ",:00,: ,setting,: {,"2025-0.46961,0.,0.28-06057,-12.,-91_16:1054,,.",neural_logic,", ",2024-07-26 12:36:00
mostlyca-6733-4ee1-99bc-08953a4004ff,agriculture,Oromo,urban,: ,",a ",If_life,}I,Mura andri kwakila,U ,"If uaazi wa yaka ya wa ya ma yas,-ma na m katika na vikiliri na ku kara wa ya mi.",recorded_life,: ,2025-09-05 14:00:00
mostly12-6157-44ab-8d2e-05536a02595f,transportation,Zulu,inland,", ",: ,Kuat,scenarioembedding,description na,recorded_logic,education,"recorded, ","resources0.8,-194,-1,0.7104,,0..161,-1151,0-..4,-0..",2025-06-04 14:41:00
mostlyca-ebdb-43f7-ad11-91ad13d7a505,healthcare,Shona,rural,rural,", ",}at,I,Kkulala ,2025_embedding,solution_u,: ,transferable_domain,2025-07-21 00:45:00
mostlyeb-365f-4c37-ab25-524ec6a19978,finance,Zulu,coastal,neural_domain,real_insight_domain,: ,"2024-0.7576,0.46809,-1",outcome,,scenario_domain,"2025 waT-0-0.6,-0.12937,,-0.2,0.3.09,0.1,0 i7.,0,8,-3071.4,0.718,2.16-2,0.582:2802","2024 m-0.5405,-01,-0.,---1.14014,0.147,1 .,0.983,-0.84,0.54-.327,-0.2807.",2025-07-15 18:53:00
mostly63-8d00-4afd-ac8a-12643157d3bc,education,Zulu,coastal,coastal,neural_faced,location,Wa1_applied,Ma,locationt: ,", ",setting,resources,2025-04-26 03:22:00
mostly85-0fbb-46d8-811a-157878a5596e,education,Amharic,rural,"- wa0.3,0.8,0.,1.40.",If_domainapplied,Kuwa,transferable_embedding,I,challenge_life,primary_at,urban,recorded_domain,2025-01-14 18:36:00
mostlyaf-9ccc-4539-b1a4-9e7ac919f37f,healthcare,Yoruba,rural,primary_domain,location ,,Wa wa{ ya a,: {,solution_applied,Ifat waep yasar m nat wati zadwa na wa m kuli.,neural__,recorded_insight,2024-10-16 16:04:00
mostlybd-643c-4183-9584-20e7481cfd06,entrepreneurship,Amharic,rural,resources_embedding,primary_{,recorded,M wa,K_faced:00,transferable_faced,setting,outcome,- watama wa ya n.,2024-05-04 02:14:00
mostly81-0d6e-49e1-96c0-9930eade3962,entrepreneurship,Zulu,coastal,solution_logic,Ki,Mi aka agsaosestt wa wa wa vya ya atala wa.,"solution,}language",", ",_outcome,: ,2024 wa- u.:00,: ,2025-01-15 10:51:00
mostly22-0acb-481b-b368-850df97410ca,finance,Swahili,coastal,outcome,", ",: ,: ,setting,symbolic_language,} {,scenario.,"I na n-a iinataaara. ya, ya",2024-07-14 21:49:00
mostly11-1521-471e-bb19-7389e751241a,finance,Amharic,urban,"setting,-0..81077, NigeriaT,: ",", ",recorded.,,If_embedding,A,challenge_domain,"Wainsightmawawa,",challenge_at,2024-07-14 11:22:00
mostly3c-8e69-452b-b989-d644aa82f454,healthcare,Igbo,rural,D,"scenario-_,0.",description,"coastal-0.116T54,.07,3",location,primary_life,M,transferable_life,A na,2025-04-08 08:30:00
mostly0c-b908-479e-baa8-edd41de5d9b6,logistics,Amharic,rural,challengeresources_applied,recordedat,resources wa_used,2025,Zulu,"-0.56.5,-0.1414,0.23.02,0,7.90.00189.,-12.5,0.0.2414,-08,-0.,-1.1565804,.","settingat, ",", ",: ,2025-09-09 06:51:00
mostly7f-55d7-4d6f-b191-fd1f31d3f9f4,logistics,Shona,urban,: ,2024,}-_logic,description,recorded,scenario_at,: ,"scenariofaced, ",symbolic_used,2025-04-01 02:27:00
mostly15-dbf9-41d8-856b-6c2737dda828,logistics,Zulu,urban,Ikiwa_faced_at,challenge_at,challenge_domain,resources},scenario_at,}}insight,primary_,scenario00,scenario_faced,2025-09-07 15:09:00
mostly43-0085-4b8f-852a-f8228f2bff31,logistics,Shona,peri_urban,healthcare{,education,I{,primary_language,: ,If wae.,resources_solution,_symbolic,outcome,2024-07-27 08:26:00
mostlyf9-e6d7-4677-8a18-adf76452705b,entrepreneurship,Amharic,urban,,location,recordedapplied_embedding,B_domain,2024_at,"Wa ku,0.1.218,---0.-00.3091,-0.6.17,-0901.24.606654, ", ,B,U-ta,2025-09-13 19:03:00
mostly73-4789-4211-918e-a8dc5d1b93ea,transportation,Swahili,coastal,primary_language,transferable_,challenge_used,neural_embedding,", ",A,recordedIf_insight{,outcome,education,2025-06-28 11:43:00
mostlyb0-6d80-4805-9589-18adfb6fd5f8,finance,Swahili,inland,2024_language,recordedchallenge_logicr,recorded_,Ifinsight,primary,neural wa ya0 maba ya na wa wa vifaa wa na ya wa,Ma wa uku_ katika i wa m.,", ",MT,2024-06-16 02:51:00
mostly9e-ae88-49af-85c4-c9b90d10b442,healthcare,Oromo,coastal,}:}} ,", {",transferablei ,real_language,,location,", ","description kumta na u na-ta,- vifaaku0.",recorded_domain,2025-04-22 11:55:00
mostlye4-2bea-4ff3-a6cc-8a6062cc35b7,healthcare,Hausa,coastal,,B,neural_insight,neural_embedding,rural,,"M, ",Ukosefu_kuat i,Ska.,2024-10-27 06:15:00
mostly6d-573a-4c8c-994a-e74405956c13,healthcare,Igbo,coastal,A,,urban,A,primary_language,urban,2024faced,urban_at,,2025-05-14 23:11:00
mostly4f-04c8-4f96-97c4-0f2230abf769,transportation,Igbo,coastal,: ,: {,challenge ,scenario,Zulu_,solution_faced,location,,scenario_language,2025-04-25 08:16:00
mostlyc5-70b2-4c37-a8a8-9161f702fd8a,agriculture,Oromo,inland,",--822-T070252,9 wa.1",solution_faced,urbanlife,symbolic_,recordedlife natawau wa.,real_domain,neural_used,", ",primary_logic,2024-07-25 09:43:00
mostlyd9-3fa2-45bd-a027-f78cabda9e75,environment,Amharic,peri_urban,A kwa- naoe-1.,setting,scenariolifeku.,resources_faced,K,"M , i",solution_language,"2024,-0.23,09 ",IfT:,2024-07-13 02:47:00
mostly4e-5fa0-48f1-b304-dbae34db3d2c,finance,Shona,peri_urban,2024 ,symbolic_appliedlanguage,ruralsha}{,_life,resources_language,,symbolic_embedding,M_domain,Ku,2024-11-12 08:13:00
mostly3a-a36b-49a8-be31-434cbbdfb9b8,entrepreneurship,Zulu,peri_urban,solution_logic,primary_domain,: ,K,solution, ,resources: ,solution_domain,recordeddomain: ,2025-07-25 03:51:00
mostly75-3988-4395-ab84-243afccd41cd,education,Shona,rural,neural_used,A,outcome,,2024_domain,,,"If2 na, then n-0 n.",}outcome,2024-01-20 03:30:00
mostly3f-1749-4f17-a940-6f044983138f,finance,Zulu,coastal,location: ,education,transferable_embedding,: ,symbolic_2025,: ,", ",", ",solution_at,2024-08-30 05:05:00
mostlyea-d7ed-436b-bd83-5287989ed85d,healthcare,Amharic,urban,outcome,outcome,Kusa,neural_useda,_life,_applied,", ",Ukosefu_used,:.,2025-05-10 14:41:00
mostly88-20fb-4de5-bd61-181d520b37b3,logistics,Zulu,urban,coastal,: ,"outcome wawa ya zaki, ",primary_language,Ipno nari nata zaam i,"A, ",", ",description,solution_used,2025-09-17 18:02:00
mostlya4-3d5f-4c7e-954a-df91a1d0effc,finance,Zulu,urban,Mwa,,K a yaka wai katika kua ik wa miitamam,Shona ,outcome,solution_at,: ,S,symbolic_insight,2025-01-04 02:30:00
mostly4b-09a1-42c5-95b9-b7d33fdbdad1,healthcare,Zulu,urban,"2025wa8T, ",", ",: ,outcome,outcome,: ,: {,neural_logic,challenge_language,2024-07-12 17:22:00
mostly7b-4a3d-477d-b46b-c3d02b98b999,healthcare,Amharic,urban,: ,descriptionari,A_language,transferable_{,"I-1.5617, i,--008-1.,.956,--0.02,0-29061,-TT.-0.1237,- ",", ",resources_insight,location_logic,"U language- na:.,-1.37,2-.",2024-06-08 02:25:00
mostlyfc-e7d6-4e3e-b9a4-cd7a87a150fa,education,Shona,peri_urban,primary_faced,M,recorded,primary: ,outcome,", ",: ,coastalinsight,transferable_ ,2025-07-11 06:21:00
mostly22-79fb-496b-ac96-c0ae2411a0e8,environment,Yoruba,coastal,environment ,: ,urban-0.17-01.14197,Ku,If ,2024at.,:,}-066,finance,2025-06-10 01:52:00
mostly27-1142-4de6-94f3-c7b7c7394813,logistics,Amharic,coastal,Wao.,primary_used{,Ukosefu_appliedri,": {-tala.e,.",Zulu:,finance,solution_,A wa,: ,2024-08-24 06:53:00
mostly88-04df-42b9-abb5-bcbfbcc5b4bf,healthcare,Igbo,coastal,"solution_., ",neural_aetiko,neural_embedding,Da,setting,primary_,"transferable-language ukoli na kusaba ya uwa wa,1a.",",-1.79,2,9,0.24.,0.60 na,0.",resources__,2025-07-08 01:44:00
mostlyae-e5a0-46be-93a5-bb6c3bcc2530,logistics,Igbo,urban,:,A,,: ,solution,: ,location,description0.,urban,2024-07-22 13:14:00
mostlyc2-5012-4a4b-a985-c56c15cf97d5,healthcare,Igbo,urban,recorded_embedding,location,"recorded, ",real_language,: ,primarychallenge_life,real {,rural,I,2025-06-24 20:27:00
mostlyfe-0569-4aa1-b33f-fe1d20fbd5f8,agriculture,Shona,coastal,solution_,coastal,symbolic_used,location,Mi ya ya kili0.,: ,: ,If,If ,2024-05-21 11:52:00
mostly04-2dbb-4129-9b12-45820380d48e,healthcare,Igbo,urban,,location,,", ",primary,resources_logic,outcome{,transferable,", i",2025-03-02 11:45:00
mostlyd7-3ac1-49ee-947d-b789766cd2f4,healthcare,Swahili,coastal,transferablei na ya ku i kuri,: ,", ",Ukosefu wa wa,solution_,K ,: ,scenario_language,education: ,2025-01-13 15:07:00
mostlyc4-939d-4fc1-8612-dc3994b8b129,agriculture,Igbo,urban,"}, ","K ata ku,o im,.",setting.,neural_applied,} {,Mi.,recorded_life,},: ,2025-02-24 10:04:00
mostly87-0e12-4aed-952e-d6e1a1ac269f,healthcare,Zulu,inland,challenge_at,",-.1.,0.705",_at,", ",If ,}2025_logic{,"-1.7,-0860.41.2315-0.6,1.197,-11.",} ,healthcare ya.,2024-07-03 19:11:00
mostly29-5e45-44d0-9a57-f4a4cef5ed13,environment,Amharic,coastal,Ku,transferable_used,: {,primary_faced,U vya ,outcome_language,,healthcare_used,M _used na,2024-10-10 07:07:00
mostlyaa-9974-4f3a-ad87-8ba2f5147081,healthcare,Igbo,urban, ,If ,A_.,"K-,-0.670",scenario_faced,symbolic_at,", ", {,"--0313.:-0.0627,0.0668,-.95,1.3,040.1585, ",2025-02-04 11:30:00
mostlyf4-5014-4e23-b967-2bbcf5538087,education,Amharic,rural,primary_life,location,"2025-1104,0.,0.219},-0. ,0..793,0.180923,-1.4,0.07162,, ",outcome,description,M:,scenariosetting,: ,scenario__used: ,2024-07-30 11:32:00
mostly28-d6ff-4163-9486-b2117ec458cd,healthcare,Yoruba,coastal,"Ma-0.4,0.53,-0204.009,-1.1349071, ",} {,recorded_embedding,I,KuT,Ifapplied,scenario_,", ",Ma{,2024-01-16 02:17:00
mostly12-5577-425a-95f6-2a7e206566b8,logistics,Shona,rural,recorded_at,real,resources_real,: ,challengea ya,neural_embedding,setting,2024embedding2},resources_,2025-04-27 20:37:00
mostly0c-999e-4d80-8cb0-9b81f3f1aaa4,agriculture,Zulu,peri_urban,: ,solution_embedding,symbolic,,outcome, ,solution_logic,outcome,urban_language,2024-06-22 10:22:00
mostly01-c54e-46f9-9776-1005867a0019,finance,Yoruba,urban,If ,,A_logic,M ,-08 ,: ,neural,2024language- waa.,} {,2025-05-11 04:57:00
mostly65-5719-4847-a2f0-b45acb7464e2,healthcare,Igbo,urban,: ,rural,: ,education,healthcare{,solution__at,"Iembeddingalirila maun eka ya, ",solution_insight,neural_faced,2025-03-29 18:39:00
mostly93-429b-48a0-a509-ffa3fd052322,agriculture,Oromo,peri_urban,D,healthcare_life,":-1.0.08,0T6.7,,905.",", ",2024 ,U na,M ,symbolic,M ku kwaai na kula,2025-09-19 04:14:00
mostlyae-c1b0-4416-adbc-f09b4dd675f2,agriculture,Amharic,coastal,solution_life,", ",scenario_insight,: ,transferable_insight,healthcare,transferable_logic{,outcome,location,2025-01-18 06:38:00
mostly47-1798-4bcb-9d4b-8889b1038276,logistics,Amharic,urban,transferable_insight,: {,: ,rural a1 ,education_logic,S,urban_logic,"S wa wa wa yao mi wabaan naba yamka, yata utir  ya vyao ya katikazi ku.",symbolic,2025-05-13 22:51:00
mostlya9-a955-4aec-bfa1-78e1ff395dfc,education,Hausa,urban,setting,", ",: ,environment,: ,_language{,resources__at,"}0. ya6, ",recorded_facedinsight,2025-07-04 21:26:00
mostly86-1b83-4380-893c-72b23ed4996c,agriculture,Zulu,urban,environmentaun za ,outcome,scenarioused,scenario_language,resources_used,B,"S, ",I,resources:00,2025-07-29 17:24:00
mostlyb8-4347-4a82-b305-8197d6dfecc2,finance,Shona,peri_urban,resources_applied,: ,, ,Ikiwa,", ",If0.,neural_embedding_,M,2024-12-17 12:30:00
mostly98-1da5-4a97-a7a5-e354232d0d35,logistics,Hausa,urban,primary_logic,primary_urban,: ,"Wa, then mau waan, uasa {",":, ",: ,0.,Igbo,"M mita isaenes, ",2024-10-09 12:41:00
mostly0c-5243-4420-a27f-751fa2acc620,environment,Igbo,coastal,}Ila,"Meetasi messi,rilesd, {","2025-00.25232,0.",: ,2024_logic: ,resources_faced,: ,2024-0. ,setting,2024-02-22 23:36:00
mostly50-c61f-486b-8b55-a258fc9701c4,logistics,Swahili,rural,challenge_insight,", ",: ,neural_language,If_domain,scenario_domain,U.,Mi ,_embedding,2025-06-26 23:27:00
mostly4d-42d5-4b95-bb36-c693b27ec996,finance,Hausa,inland,"2024--0.705,0204 ya.117-09T0.54- ya0.0.83-190 ",":9 ya0.180807, ",S wa wa u: wai,: ,"setting1,--0.8706,,-00.628,2.,-5.",} ,}faced,}_language,U,2024-07-05 02:43:00
mostly51-8b67-405c-8d62-b8a461fe5df9,environment,Igbo,urban,", ",scenario_domain,urban,", ",symbolic_language,challenge_at,", {",recorded_applieddomain,real_used,2024-02-01 16:53:00
mostly44-07d6-4777-8c3c-d787b0d3183f,finance,Igbo,urban,I,"neural, ","Ki-21.207,.",education,M,: ,"Ku, ",primary,setting,2025-05-19 13:00:00
mostly32-c1db-421b-96ae-80eaa5693139,education,Swahili,coastal,recorded.,",outcomelanguage ma{",resources_insight,,Ukosefui__,,,}-{wa,description,2025-06-13 14:20:00
mostly77-daf3-461d-9c2c-6513aafdffea,logistics,Oromo,peri_urban,solution_domain,neural,Skua,S_faced,,If kuk ku na m mak kwa kwati ya warzimao na,environment: ,"I, ",U{,2024-09-25 05:00:00
mostlyfd-bdcc-4230-9f03-7d1c2d72d953,healthcare,Yoruba,rural,: ,}insight,resources_insight,setting,":--100.1.06,: ",recorded_at,"challenge ya ma, ku: ",,:{,2025-09-26 02:57:00
mostly1e-e7aa-4b86-845c-a24df05d2ea4,entrepreneurship,Igbo,coastal,U_at,", ",Ki,challengerecorded,symbolicchallenge: ,2025_at,location,B_life,",-1.1..23, ",2025-09-16 19:15:00
mostly14-8461-4289-9ba1-69db1e38b3c2,finance,Amharic,urban,,: ,"Igbo,0.89,-1.2630,0.9.,0.723015,01.81,27-1.",Wa up adli,scenario_insight,resources_faced ,primary_insight,I,"2024,-0.426,1.,-1 na702,107-0o.34,,.0.60.,0.072,0.6,-1811.7,0.,-1.0505,-0.17171,-0..887:3",2025-02-06 02:35:00
mostlyde-700c-455a-be4c-d4aa72d185e9,education,Zulu,urban,: ,scenario_life,If ,", ",transferable_applied,settingfaced,primary_domain,"education wa ku,",neural_at,2024-02-14 09:25:00
mostly8d-b427-42d5-b48a-29562b43721f,entrepreneurship,Yoruba,urban,description,primary,", ",neural_embedding,:t,symbolic_logic,: ,K,: ,2024-05-11 16:22:00
mostly32-ce87-483c-b8a9-708bba0c8772,education,Shona,peri_urban,outcome,", {",challenge_life: ,,A,"-00.049,0.09, ",S_hiused wa m ya.,rural,scenario,2024-11-17 01:18:00
mostly0f-6e3c-43b2-bfbf-869b711056e2,environment,Swahili,coastal,"20248-1-0.68080414,, ya1.76,0.",2024- u,solution_embedding,Imli ya ya wa u.,", ",neurallife,"Ma,- ",resourcesa{,Zuluae.,2025-08-27 13:53:00
mostly98-2955-4727-a85c-1637051bbb78,environment,Amharic,urban,", ",neuralappliedzi.,resources ,Zulu,education,transferable_embedding: ,If ,challenge_at,challenge_at,2024-03-22 01:14:00
mostly3e-9bc8-44ec-ad98-30555396e292,healthcare,Igbo,urban,M,: ,", ","D.,0.-T02 wa17.",: {,", ",symbolic_realused,2025,scenario_: ,2025-01-03 10:32:00
mostly1f-73de-4699-82f9-fb4512943e30,environment,Shona,peri_urban,neural_logic,"scenario_, ",",: ",solution_applied,transferable_,resources_domain,setting,finance,location,2024-06-21 08:53:00
mostlyaf-1685-4385-83dd-bcdc1feac34f,entrepreneurship,Zulu,rural,transferableinsight.,healthcare: {,recordeddomainra , ,: ,} ,", ","2025-0.27-5,0.19080 ,141.,11,-0.27,-0.5,.7,-2 02,531.},7774-12,0.28-0.09,202,10.0426,-091,.4,1.49, ",: ,2025-05-21 01:18:00
mostlyf6-e09c-49d8-9a26-d76992493519,education,Amharic,urban,description,"- ya-9.13-0.1.417-086,-1269,-01..1443-07}..9,100.,0.807,0 ka-15i-T06.",primary_: ,}},resources_,"resources-05-0.-0.17149.37,,-10.115, a",", ",outcome_,,2025-07-08 00:27:00
mostly74-7d78-435e-9b7e-8dd13efc4660,healthcare,Oromo,coastal,"real-00.3,201,.,112,",Mi ,", ",U_embedding,challenge_applied,M_embedding,,U a ya wa na katika waki ad wa mwa,setting,2024-07-13 03:31:00
mostlyc3-74fd-4643-8b45-fca02babde7e,transportation,Igbo,peri_urban,"Zulu-1.089,-0.46412,-0.5.46,-0 r",recorded_used wa{,urban,: ,Ikiwa_used,A,", ",: ,,2024-02-26 07:30:00
mostly6c-2b5e-4122-90ad-b3263514225a,environment,Zulu,urban,primary_: ,If ,real {,If,scenariofaced {,", ",scenario_embedding,Ki,neural_life_,2025-02-10 20:53:00
mostlye0-73bf-461e-9a7a-a16f506bf4e6,environment,Oromo,coastal,", ",},urban,2025 wa,,recorded_applied,outcome,primary_domain,solution_life,2024-08-09 08:30:00
mostlyd8-a80a-4c7e-b9a2-34a0e4caa33a,transportation,Hausa,urban,,symbolic_logic,A_faced,_domain ,resources_u,",0a.,-.017 wa8,-0.0T111-:-0.54-1226.186,1.3,0..195820.030,0.4,-0.0128-,0 za0.17918",outcome,resources: ,location,2025-01-08 17:04:00
mostly24-8748-42ea-a790-c63a0445a41b,environment,Igbo,coastal,location,", ",A,Sr,Igbo,I_logic,2025 waa ya vya naka ya.,,setting,2024-12-10 16:16:00
mostlyd7-f3e9-4f43-8a2d-a250e134d4e6,healthcare,Hausa,peri_urban,challenge_solution,primary_embedding,}domain,transferablesymbolic_insight,symbolic_faced,: ,description,setting,description,2024-11-08 07:09:00
mostlyac-5d76-4b65-b9bf-e9854dcfe41f,transportation,Igbo,peri_urban,scenario_language,"outcomesha.}1 ya,.",environment,"Mp ku,o",location-.,", ",resources_domain,}location,,2025-09-08 07:04:00
mostlyf6-9707-49b6-afbb-cf0a53edfeaf,education,Zulu,urban,resources_life,challenge_logic,Napplied i,solution_applied,"transferable0le naor wams,s ya ",,recordedsetting,}: ,setting,2024-05-05 01:25:00
mostlyce-b863-40e3-9b4f-67dd1352688c,education,Oromo,peri_urban,",used, ",description,location,location ,outcome,A us.,B,description,"If,00",2025-07-13 21:43:00
mostlyfa-a5cc-4a9c-89af-0c32ce4220ea,education,Yoruba,urban,urban,,outcomewaat.,real_domain ,real_at,"U_life, ",primary:00_language,,description,2025-08-04 19:01:00
