id,subject,subject_type,predicate,object,object_type,context,primary_language,relationship_strength,temporal_aspect,symbolic_representation,neural_embedding,recorded_at
mostlyb4-4451-465d-9359-c4aa17e1d6d1,place,place,contextt,moderate_graph,object,subject,Yoruba,strong,historical,influen ,Amharic,2025-09-29 17:32:00
mostly5c-7efe-42a1-a54a-313806296ce3,}} ,place,recorded_representation,subject,place,predicate,Hausa,weak,historical,temporal_aspect,"primary, ",2025-04-15 16:39:00
mostlyc8-a5c0-4429-af09-be48429328bd,objecte,concept,", ","Yoruba-0.08-251609,1..53066,-0.26.25T3,-0.776,-0.815: ",concept,", ",Swahili,moderate,historical,Ire,subject_type,2025-06-09 20:36:00
mostlyd0-92bf-47ab-b8ce-76ed3ce9633c,,cultural_element,Ao,person,cultural_element,primary_,Oromo,strong,historical,", ","historical,0.2.,12-23,,0.29491.49:052,1.623,0.28081,-0.3.03,-}.88,-70.2,-0.6,-T0.06,42} ",2024-03-29 14:21:00
mostly9d-2c57-4e46-8da3-8749b0673680,: ,place,2024-: ,context,cultural_element,E,Yoruba,strong,historical,: ,object,2025-09-29 17:32:00
mostly54-033d-497b-8f41-eae4193db376,neural_embedding,place,subject,: ,organization,I ,Igbo,moderate,historical,subject,C,2025-08-12 02:18:00
mostlyac-c2d1-4d99-868f-a16afdf6bfc2,:00,place,"-0,0.32,--0.480.040,0.1502,-.43.4760.26,-0.0401.07,-1.357506,0.22032,0.05,0,-0.38,.7.3,.16,.4710-6591,-0.49017,-0.625,0.6091",: ,concept,context,Amharic,strong,historical,-i ,subject,2024-08-27 19:34:00
mostlyce-ecba-416f-93e3-70683b0b4129,object,place,historical,,place,neural,Yoruba,moderate,historical,}ol_ing,subject,2025-09-29 17:32:00
mostly27-7938-4349-be45-abdac3b412f2,"historical--0..17,.17,-0906142-0.42-817,-0.343061",object,historical,subject,concept,historical-,Yoruba,strong,historical,"symbolic.42019,0.4706,-0.904,00-1.,-0.131}48,-0.719,-0.3,-0.616,0.58,1.3,0.43376, {",", ",2025-06-18 15:36:00
mostlyb3-28fc-4d87-a92d-f29f19655760,organization,place,neural ,object{,concept,,Zulu,strong,historical,subject,predicate,2025-06-07 23:07:00
mostlyf7-064b-45e8-aee5-de450d782645,", ",person,: ,"2024-30.0928,-0.941,1.2525,0.6.19}091, ",place,Ptaessy ,Igbo,strong,historical,",",historical,2024-10-30 22:11:00
mostly40-d166-4790-b0f9-d90c6d1953f8,subject,place,historical and {,neural_type,place,place,Shona,strong,historical,}}a,", ",2024-06-25 10:36:00
mostly03-50c3-44b0-a932-c44757e22934,predicate,place,M,historical,place,context,Swahili,strong,current,place,temporal_embedding,2025-03-21 14:50:00
mostly78-b7a3-4087-b40d-ff9c7eb672c7,"Zuluthicic,-",place,", ",: ,place,symbolic,Hausa,moderate,timeless,subject,strong,2025-06-25 19:54:00
mostlyf0-6240-4076-94bf-fa77d236c899,: ,object,context,"is,  ",organization,primary,Oromo,strong,historical,2025 ,: ,2025-05-16 20:35:00
mostly9a-f292-4d1d-af3c-c5b686ae0939,timeless_type,place,: ,,place,: ,Igbo,strong,timeless,predicate_type,",_strength",2025-08-01 03:23:00
mostlyb3-f86d-480e-a6f9-719e74886fa1,object,place,", ",: ,event,timeless,Hausa,moderate,historical,"2024-0.48,TT212, _",", ri",2025-03-07 04:19:00
mostly16-cd2f-4ac6-a6f4-9777389e4171,recorded_at,place,temporal_aspect,Amharic,concept,relationshipu_graph,Shona,weak,historical,,South,2025-05-25 14:24:00
mostly01-92fe-48ff-9de7-46b3f315cbde,} ,concept,temporal,A,concept,temporal_aspect,Swahili,moderate,historical,subject ,: ,2024-07-27 20:23:00
mostly65-1219-4cba-8efa-d2c7b63cabda,historical,concept,is ,: ,cultural_element,2025,Hausa,moderate,historical,S_aspect,historical,2024-03-28 09:20:00
mostly9c-3a64-4bef-8068-cae42e6fcba0,Zulu{,object,subject,", ",organization,: ,Swahili,weak,timeless,}_at,"--0.60,0.1549}1,0.76",2025-08-25 06:10:00
mostlyf1-1f4c-4024-8bd3-beafc41728b8,: ,place,neural,predicate,organization,moderate,Hausa,weak,historical,concept_type,predicate_graph,2025-05-17 05:47:00
mostly99-77ff-4da3-9f2d-3caae2d1bdec,: ,person,historical,: ,cultural_element,historical,Amharic,strong,historical,subject,A.,2024-11-22 23:15:00
mostly9b-06e3-45b5-b8d2-773c659e5f64,", ",place,subject ri and ,Egnan edueeic ,concept,object,Shona,strong,historical,",- ",object,2024-10-12 17:24:00
mostly06-e652-4df5-8b9e-bff13447350b,temporalo,place,historical,historical,cultural_element,M,Shona,moderate,historical,context,historical,2025-01-20 00:40:00
mostly40-ceb8-4748-baf6-bea17c55bd5a,"}, {",person,I ,neural_aspect,place,symbolic_aspect,Igbo,strong,historical,,2025,2024-10-16 19:30:00
mostly3e-8130-4675-a6e1-c9468d5cb87a,neural_type,organization,subject,: {,cultural_element,context,Swahili,moderate,timeless,predicate,_representation,2024-01-28 15:59:00
mostlyae-da1d-43e8-ae10-4547a8ad5eb4,is_a,concept,: ,", ",concept,concept,Oromo,strong,historical,},concept_strength,2024-06-08 10:23:00
mostly38-924a-4a4d-9b35-fdd746d13a75,object of,cultural_element,historical,relationship_e,concept,: ,Shona,strong,timeless,relationship_language,E_language,2024-06-13 14:47:00
mostly6c-8165-4d6a-8846-17113f27ae42,2025-06}1.189,concept,place0an,subject_embedding,concept,}--06.083,Yoruba,moderate,historical,{,}___at-,2025-01-13 03:23:00
mostly33-db0a-45f4-9d8c-3114f27a0ad4,C,place,2025 ,P,person,A,Shona,moderate,historical,place_,concept,2024-10-21 20:52:00
mostly2a-dae3-45a1-bbe0-a013998d3d84,current,concept,context,_ m,concept,moderate,Zulu,moderate,historical,: ,subject,2024-02-09 01:24:00
mostlydc-e58c-4c05-ba65-a8ce43856331,Sy,place,Yoruba,subject_type,concept,", ",Zulu,strong,historical,", {",,2025-06-30 23:32:00
mostlybf-5480-48a8-8f2e-f60b385719fa,moderate,place,relationshipobject- ,symbolic,place,neural__th,Hausa,strong,timeless,: ,primary_type,2024-02-27 09:10:00
mostly82-9a83-4368-887d-4b3395df9495,predicate,organization,place,2025o ,concept,,Shona,strong,historical,historical,object,2024-09-09 07:36:00
mostly4c-6829-412a-867e-cca8145117fb,context,organization,", ",object_at,concept,} ,Zulu,strong,historical,neural_embedding,", ",2024-10-01 23:18:00
mostly16-d633-4eba-9def-b8a73b988995,}_embedding,cultural_element,object-uic,subjecto ,concept,Md_ncs ,Yoruba,moderate,historical,predicate,: ,2024-07-22 09:00:00
mostly87-9ec0-4da5-aae6-0c248f7d7492,-808i: ,person,Swahili,}ing,place,object,Amharic,moderate,historical,symbolic_type,subject,2025-03-02 13:21:00
mostlyf9-62e6-4efa-866d-a660fb28c2c9, ,organization,primary_strength,recorded_-,concept,temporal,Zulu,moderate,timeless,place,} ,2024-05-27 23:36:00
mostlyc1-3624-4c67-b157-46f84995b496,predicate,organization,relationship_aspect,I,concept,historical,Zulu,weak,historical,context ,strong,2025-09-25 05:57:00
mostly99-ae42-4222-9413-f43327637df9,"primary, ",organization,2025,NT,cultural_element,neural_type,Amharic,strong,timeless,subject_,"primary0.75,-1.61246,objectT,0.543,-1.513,0.094806,0.74,-1.06,-0.1491173,-1.942,,0.2:122",2024-02-25 18:17:00
mostly4c-589b-4cf6-8948-1145b9440a67,}_strength,concept,concept,organization,concept,: ,Amharic,moderate,historical,historical,strong,2025-03-22 18:28:00
mostly57-0d84-4a66-8716-fa34a40340ad,object,concept,: ,neural_language,concept,Igbora andmra pilrbeg,Swahili,strong,historical,knowledge_at, ,2024-11-15 19:20:00
mostly9f-f3e1-476a-8d14-2f1897d088d4,object.an-257T:00100,place,object,",0.15181,1,0.236,1.253917,0.251.13,-0.4746,1.8,-00.4709.0,0.04.94,0.13,-61.362,1-0T0.473,_object",concept,"20240.089,1.472,0.823,-0.13.3,0.6.0606,-0.560.882,-0.736,0.554,-0.7,07,-0-0.09906,0.19966,-13.23,-0.55,-T13:.1.76",Hausa,weak,historical,2024or-T12107:}: ,K {,2025-03-14 19:07:00
mostlyba-a658-4a30-99a6-e2e43ae9ec89,: ,object,subjecten  ,predicate,place,temporal,Amharic,weak,historical,"historical, ",", ",2025-09-18 12:24:00
mostly63-e6ec-48e7-b160-ac1c69e95723,historicalsass,place,organization, ,organization,predicate,Yoruba,moderate,historical,: ,", ",2024-05-13 22:51:00
mostlyd5-7dae-4b15-996c-133f88678ffa,historical,concept,Zulu, ,concept,Mrouanglsch andsind oringaal,Swahili,weak,timeless,", ",context,2024-12-16 22:49:00
mostly42-34f0-43a4-8b45-fb238b944fd8,N,place,concepta,,concept,K.13pnthese,Swahili,weak,historical,concept,strong,2024-03-18 23:45:00
mostly09-4531-43e9-bc43-695030544db2,place,event,predicate,strongi_d_at,concept,", ",Amharic,strong,timeless,,", ",2025-03-03 19:51:00
mostly8a-a263-4b35-adba-ba274eadafb2,subjectlanguage,cultural_element,object{,strong,concept,"temporal-05-04-02-276:T110, ",Shona,strong,historical,objectahgn, ,2024-05-20 00:47:00
mostly8d-177b-4fbc-b2db-324475465807,", ",place,Swahili,Yoruba,organization,"person, {",Amharic,strong,historical,,relationship_embedding,2024-08-13 02:30:00
mostly1e-ae7e-40f5-8595-23ad7e47f13e,: ,concept,subject_type,{,concept,,Shona,strong,current,moderate,concept,2024-02-19 14:05:00
mostly36-a894-451b-9d40-87cf34539cd3,temporal_embedding,person,context,subject,place,20250-2808:-49:00,Yoruba,strong,current,South,relationship_strength{,2025-06-11 08:34:00
mostly6f-851c-47da-a095-ec553ab5e6d9,subjectat-0400,cultural_element,G_language cs oft ,is,organization,placed_v,Swahili,moderate,historical,"C, ",place,2025-08-25 19:49:00
mostly59-c2cb-4554-b844-52a28c87c7cc,concept,cultural_element,subject ,: ,cultural_element,objectth,Yoruba,moderate,historical,place,moderate,2024-11-01 17:40:00
mostly75-2d8d-492b-9660-cb9c7698f739,:,place,context,symbolicd,cultural_element,object_at,Shona,moderate,historical,", ",object0or,2024-05-06 16:32:00
mostly1e-2da1-40bf-b2ec-e3d835335d19, ,place,subject,Yoruba,event,} ,Amharic,strong,current,Yoruba,recorded_strength,2025-09-29 17:32:00
mostly0d-7d67-46f3-96db-0805ff2bab03,primary_aspect,organization,subject,neural,organization,temporal_graph,Shona,strong,historical,concept,subject_strength,2025-05-28 09:40:00
mostlyd6-08f3-4df8-9ccb-a35554f40dd7,object,person,: ,: ,concept,2025 ,Hausa,weak,current,influen,moderate,2024-06-05 03:36:00
mostly20-5b84-4c07-b812-202530bbd3b1,temporal_at,cultural_element,"Cri-1.011346,",2024strength,cultural_element,strong,Hausa,moderate,historical,temporal,}_}},2025-08-28 05:54:00
mostly8c-7700-4e6b-9797-e5b1743cf21c,influen,cultural_element,: ,: ,concept,: ,Swahili,moderate,historical,subject_representation,historical,2024-07-17 10:39:00
mostlydb-e05c-47be-98fc-5b513f7914a8,historical,place,subject_type,primary,place,knowledge_graph,Swahili,moderate,historical,person,20251,2024-05-04 10:54:00
mostly00-b7d4-4d41-8adb-5b30ddcd544e,relationship_graph,concept,timeless_tat,object,concept,historical,Amharic,moderate,historical,Amharic_representation,temporal_at,2025-08-13 10:37:00
mostly56-704c-4431-ba61-2676335698cf,Swahili,person,place,: ,concept,: ,Swahili,strong,historical,", ",organization_embedding,2024-04-17 19:55:00
mostly6b-af39-4229-9f62-2747801597c0,context,place,: ,object,organization,influen_type,Shona,strong,historical,knowledge_type,2025e.a05 ,2024-05-09 21:30:00
mostlyf5-e09e-4266-acb1-ca1cf304c041,"S.57,0.565,:1.74847,-042, ",place,strong,primary,concept,recorded_strength,Yoruba,strong,timeless,", ","2024t-T16-1.T2969,-900_:T10.13024,-0.28133,0.8,-0.280,360.39,1,-0.08-2:106: graph: African ",2025-03-17 09:24:00
mostly98-d659-479e-8f12-99937665a1d9,"historical,d ",cultural_element,place,object_type,concept,neural_embedding,Igbo,strong,historical,: ,primary_language,2024-03-18 04:03:00
mostly5e-cc73-401b-9750-7bb1731319c4,object,concept,I,2024representation,organization,", ",Hausa,strong,historical,,place,2025-06-06 17:12:00
mostly64-7d78-454b-b858-919784705a07,timeless,concept,South ,", ",concept,context,Shona,moderate,historical,S_representation,G,2025-03-20 15:01:00
mostly98-8fcd-4966-b114-8b276ed1dd28,{,organization,neural,conceptsindd ,concept,strong ,Yoruba,strong,historical,-,subject_type,2024-04-05 14:36:00
mostly99-3a97-43b1-a911-a79b9e91c3e7,G,place,G_graph,: ,organization,Zulu,Amharic,strong,historical,2025s,subject_type,2025-05-11 06:37:00
mostlyc7-7be9-4c81-89e4-4678005ced83,: ,concept,: ,", ",concept,} ,Swahili,moderate,historical,predicate,object,2024-05-28 19:22:00
mostly92-db46-4409-b06d-1f417418b463,primary,organization,organization,subject ,concept,historicals,Zulu,strong,historical,: ,G,2025-03-21 09:42:00
mostly02-1ae9-4543-9307-14e2207145a6,M,cultural_element,objectaamic_or,", ",cultural_element,Gy,Oromo,strong,historical,subject_type,: ,2024-04-30 03:13:00
mostly2a-e03a-4a92-9b37-b742014ce790,recordedao,person,N00} {,"cultural, ",organization,", ",Amharic,strong,timeless,relationship_representation,", ",2025-04-28 02:56:00
mostly81-2a30-40b3-a334-5619b4492695,C,place,concept,knowledge_at,cultural_element,place,Igbo,moderate,historical,2025-,subject,2024-01-05 19:52:00
mostly20-1b1a-45a8-bd72-cf76f14c718a,timeless,organization,}subject,context,concept,", ",Amharic,moderate,historical,context,subject,2024-12-06 14:40:00
mostly27-6526-4d97-983d-1fe6247e3fdf,place,place,",-",temporal ,place,historical,Yoruba,strong,historical,2025,subject,2024-04-26 04:23:00
mostly5c-29b7-4a55-bf42-7cfd017ce86e,", ",concept, ,"2025--0.382906-1.581,1.842,-0.,-62,-0.0306,1.5-1,0.9,-04-0.58,-1.7639,-1.0371-2,0.049,0.4808,8-08,-0.430,1.12,-13.846",concept,"temporal, ",Hausa,moderate,historical,context,predicate,2024-02-24 04:38:00
mostly21-35ee-4374-ac37-a330f2124146,subject,place,", ",strong,concept,moderate,Swahili,strong,historical,concept,object,2025-09-19 16:48:00
mostly9d-1b16-4f26-b0ba-a0da494c2b4e,place,concept,:,temporalp,concept,", {",Igbo,strong,timeless,", b",South _type,2024-01-29 21:20:00
mostly45-edb0-4124-bf33-847cda107dc5,predicateo,place,relationship_k,:,place,Swahili0a,Swahili,moderate,current,{, ,2024-08-12 21:46:00
mostlyde-5d73-4e4b-a178-180511e2e078,objectbraicich cs ,person,subject,neural_type,concept,Yoruba00,Amharic,weak,historical,",",historical,2025-09-16 12:13:00
mostly33-864d-4a89-985d-eb1e41433ec6,subject,place,Igbo_representation,Yorubam,concept,"2024-09-12-029,0.295,23-0.306,-0.79,-1.018,-0.487,- ",Zulu,weak,timeless,concepta,object,2024-02-04 14:38:00
mostlyb4-3bfc-48a5-9434-1b0097d827b7,subject andgal and ,concept,Amharic,G,concept,temporal_at,Shona,moderate,historical,symbolic_strength,,2025-09-29 17:32:00
mostly6b-1bc7-4738-a6c0-12c53bd9652d,person-d,concept,place,subject_type,organization,2024- ,Shona,moderate,timeless,subject_type,: ,2025-01-17 06:49:00
mostly4b-42e1-4481-9eb2-7ce61691d5a5,historical,place,}strong,Yoruba_embedding,object,", ",Swahili,moderate,current,subject,2025} ,2024-08-30 08:03:00
mostly47-2d8e-4738-aa32-722719f71b23,,concept,symbolic_type,knowledge_at,concept,concept_representation,Shona,moderate,timeless,concept,strong,2024-05-06 19:19:00
mostly6e-cee9-45d4-abc2-fab308d02c8f,primary_representation,place,", ",neuralT_type,organization,predicate,Hausa,moderate,timeless,"-04s05.28.6,-.543,0.60.1729,--141.2316.45,-1:1.0,0.7.220846,1.7200,-0.9018,-81.486",", {",2024-07-30 19:06:00
mostly07-cbe2-41a9-8f73-42b5547a9900,"recordeds, ",place,Gri,object_type,place,subject,Zulu,moderate,historical,recorded: ,E,2024-08-24 00:11:00
mostly69-88c7-44d0-a4a3-e864561db417,2025ra ,concept,"2025-0.06,1.38,1.,0.1516,-T.4748,1.6,0.105,0.0651,1.716, ","2024-0.07223,0.01,",cultural_element,historical{,Igbo,strong,historical,object,"moderate, {",2024-02-07 05:08:00
mostlyd9-965b-4b68-9c42-b0752d0b1081,relationship00,place,E,M,cultural_element,Yoruba_aspect,Zulu,moderate,historical,context,historical,2024-12-09 19:31:00
mostlyca-cccb-480a-9353-2845c79236a1,E,person,primary_type,", ",organization,place,Zulu,moderate,historical,M c,,2025-01-22 18:31:00
mostly27-6de1-4d29-b35e-de44b8949c26,predicatey,concept,"2025_u-1.07020.5,,1.657,1-1.83,10.3226,0.849,1,-0.431,.08",", ",concept,"2025-0.642,-0.56-5:1.1557-0.66,-021428,0.02,-051.164},1.0313575,-1.48531,1.037,01.42,1.1525,0.6,82,-1.5719,-0.36T,0.2805,-041",Swahili,strong,historical,Zulu,Amharic1,2025-05-12 23:10:00
mostly81-2e6f-4cd8-af6c-4eb97ccebc1c,context,place,context: ,knowledge,place, ,Hausa,strong,historical,: {,culturaloru_graph ,2024-01-27 15:55:00
mostlyd3-fe01-4f88-b539-2d972ce3b39c, ,place,C {,primary_strength,event,"subject,",Igbo,moderate,historical,temporal,_representation,2024-04-07 15:20:00
mostlydd-32a2-4906-b7b9-e47734a556a6,place,place,current,", ",concept,recorded_graph,Swahili,strong,historical,historical,knowledge_aspect,2024-12-17 10:49:00
mostly18-10eb-43c7-9d58-7da62157037f,:,place,moderate,neural,organization,symbolicror_type,Amharic,moderate,historical,,}} ,2025-03-28 17:59:00
mostlyd8-e957-4fc0-85ad-fb9ddb99eab0,person ,place,"20240.98,0.26,0.427,-0.4-70.17:T,1.78:, ",person,object,timeless,Igbo,moderate,historical,concept,concept_embedding,2025-09-29 17:32:00
mostly9e-e93a-4173-8f63-f25b8428191a,neuralk{,place,concept,", ",event,P-,Shona,strong,historical, ,context,2024-03-21 18:38:00
mostly89-8394-4bb3-b8f4-5d152fdc8f1b,predicate,person,relationship_representation,Amharic,concept,_aspect,Amharic,strong,historical,recorded_type,", ",2024-11-27 08:18:00
mostly05-a973-4733-b73d-fba70728704e,temporal_representation,person,context, {,cultural_element,relationship_embedding,Amharic,strong,historical,object,,2024-08-12 20:00:00
mostly0c-4bfb-4bcb-9fc5-9872750250c3,organization,concept,neural, ,concept,2025_subject,Amharic,moderate,historical,"20240.0623:, {m",: ,2025-05-17 07:06:00
mostlye2-a451-4b81-95fb-a6d2d30ab7ae,predicate,place,: ,neural,place,recorded_aspect,Swahili,strong,historical,relationship_embedding,object,2024-08-09 02:45:00
mostlyff-85ba-4aa8-acdf-eb067577e33c,context,place,neural_type,"2025-T04-11-0.93,0.480.55242,0.4,0054902,",organization,historical,Zulu,strong,historical,strong,strong,2024-05-24 17:40:00
mostlyb3-54cf-4f53-af20-443c7d1bf270, ,organization,cultural,2025riing,concept,subject_,Igbo,moderate,timeless,organizationat: ,strong,2025-04-01 21:12:00
mostlye5-3de1-49b3-8aa7-6126c645ba9a,object,concept,moderate- ,,cultural_element,object_aspect,Shona,strong,historical,object,", ",2025-09-29 17:32:00
mostly4e-70d8-407d-a402-5525972cf4d2,primary_language,concept,2024-0.6049013: 51{T1,: Africa,concept,recorded_graph,Igbo,strong,timeless,recorded_graph,predicate,2024-08-10 14:23:00
mostly19-70cd-4ac3-8d4c-a188598be621,", ",place,2024: ,}} ,place,relationship_graph,Swahili,moderate,current,{,subject_type,2024-10-10 16:06:00
mostly11-85ae-4df4-a5d5-01125d0b6941,subject,place,place,strong,organization,} ,Yoruba,moderate,historical,T,primary_aspect,2025-09-29 17:32:00
mostly15-74f2-48f6-ac8c-56c1a600c831,place,place,concept,Amhariced ,place,}00,Igbo,moderate,historical,neural_type,historical,2024-03-24 09:57:00
mostly38-3207-4ee7-a5cc-09893b529fb8,subject_language,event,: ,place_strengthan,cultural_element,context,Igbo,strong,historical,Amharic,relationship_aspect,2025-03-28 03:09:00
mostlydc-b7c7-4108-9448-0f1f8d925aac,place_ato andori,organization,temporal_graph,place- ,place,subject,Shona,strong,historical,object,knowledge,2024-12-03 20:22:00
mostly2a-3383-4d22-9a5f-1c7f8ef48f78,,concept,", ",weak,event,predicate_type,Amharic,moderate,historical,predicate,: ,2024-04-03 16:24:00
mostly46-4c72-4a92-aa89-1715bc14e8d5,S,cultural_element,:,neural,concept,strong,Swahili,strong,historical,", ",object,2025-02-07 21:15:00
mostly2e-69a1-48a6-a1ae-557a86be2db6,2024_strength,cultural_element,concept,historical,place,historical ,Swahili,strong,historical,concept} ,S,2025-01-20 15:05:00
mostly95-3c20-4d23-9f1c-53c1546a970c,}}} ,organization,: ,2025-21:0500},concept,strong,Yoruba,moderate,historical,: ,subjectsubject,2025-08-10 23:31:00
mostly4b-c481-4561-83ba-311fb702ff9d,current,place,A,}_type of c,concept,"2025-0.11942,-0.343,-1.4804:00,0",Swahili,moderate,historical,strong,", ",2025-04-20 18:20:00
mostlyfc-beb5-43b4-8675-68147fcaba09,neural_language,place,current,"concept-0.37,1",object,"recorded.1546, ",Yoruba,strong,historical,knowledge_type,neural {,2025-04-19 23:12:00
mostly54-a2c6-47fe-b7c6-a78f441a1d8a,cultural,cultural_element,concept,} ,concept,strong,Amharic,strong,historical,temporal Africaa,: ,2025-01-02 15:32:00
mostlyfd-1861-49ef-836e-38f48c42aaf9,historical,place,",, ",subject_embedding,concept,"neural2, ",Yoruba,moderate,historical,: ,concept ,2024-03-12 02:45:00
mostlyfa-ee4f-4257-8025-c47faad5fedc,"strong, {",place,,primary_at,concept,: ,Shona,strong,historical,,context,2024-03-30 04:00:00
mostlyd5-f10c-445e-966b-99fb714eee0d,object,place,knowledge,:,place,", {",Swahili,strong,current,recorded,predicate,2025-05-23 08:54:00
mostly01-3c70-4dbb-abf0-57475fc536f3,temporalvsal,concept,2024 e,subject_representation,concept,Swahili_aspect,Shona,strong,timeless,place,historical,2024-02-09 22:03:00
mostly71-1244-49be-b9e1-ab109531d22a,: ,place, _representation,primary_aspect,place,temporal_graph,Swahili,weak,current,2025,2025,2025-06-25 06:57:00
mostly43-e64a-4957-b22d-b5b4a02a6ded,: ,event,context,: {,event,subject and ,Amharic,strong,historical,place,knowledge_type,2025-05-14 06:13:00
mostlya1-7d26-4378-ad7f-81622f534752,subject{,concept,objectm Africaal,concept,concept,"Gic, ",Yoruba,strong,historical,neural00,: ,2025-07-21 18:16:00
mostly3f-c4c0-4d0e-bdc7-d4066e81699d,recorded_type,place,S},predicate,place,relationship_strength,Amharic,weak,historical,moderatea,N,2025-06-05 19:14:00
mostly9a-946f-4b0b-9369-52f56b011b8a,", ",cultural_element,timeless,M_type,cultural_element,Niletyarktk_,Shona,strong,timeless,: ,neural,2025-08-28 12:00:00
mostlya4-ea68-467a-8412-9c9d4554b077,concept,cultural_element,concept,: ,concept,recorded_recorded,Zulu,moderate,historical,", ",primary_graph,2024-03-22 15:08:00
mostly7f-4141-4be3-b7c4-4ac3ee602125,object,person,relationship,,concept,Swahili,Swahili,strong,historical,place,predicate,2025-06-04 14:55:00
mostly1f-2e12-48b1-9f77-cf41d5f7b310,strong,concept,S,C_representation,concept,Yorubaareanccalingrack m,Igbo,strong,historical,: ,context_{,2025-04-02 01:00:00
mostly30-1ba9-4485-bddd-664c54af4bb6,subject: ,concept,} _ ,symbolic,place,temporal_aspect,Swahili,strong,historical,"A.4808-0.705,.0213,1.190,09231_, ",historical,2024-07-04 17:23:00
mostly56-64dd-4a4e-9cb9-9b299819126e,",_graph.07",concept,subject-0202--0103:00,"2024--1 5.4,0.5876,1.36-5223,1.1705,-1.221704,-1.0403-,,-0.46,-0.1249-1-15,0..16,0.42,4-0.4312,-00.092,",cultural_element,symbolic_language,Swahili,moderate,timeless,Zulu,strong,2024-04-13 17:32:00
mostlydb-f3ce-4180-b021-fc4468d72643,St,concept,", ",2025{,concept,knowledge,Yoruba,moderate,historical,object,neural,2025-03-30 05:36:00
mostly68-ad79-457c-81aa-57bd911feed8,object,organization,", ",: ,organization,Igbo,Igbo,strong,historical,}strong,strong,2025-06-02 22:57:00
mostly3b-abb5-4404-a93d-0709790c76f2,"}10.6214,0.1347,0.4906",object,recordedfnan  Africabici,strong,concept,primaryo_embedding,Zulu,strong,historical,: ,: ,2024-06-05 08:39:00
mostly3e-556e-4bbd-80ae-9fa687502a24,subject: ,concept,contextth,strong,event,historicalarnk Africao pslingric an,Yoruba,moderate,historical,temporalaspectg ofaos,place,2025-08-23 22:23:00
mostlyda-2e97-4514-9de7-c77a739be52b,: ps,object,", ","S,  ",concept,is00,Shona,strong,historical,}relationshiptaspects,Igbo,2025-08-20 05:54:00
mostly58-b216-4237-bfe5-eb9cf297fd8f,-1,object,subject,object,cultural_element,predicate,Zulu,strong,historical,N_e,predicate,2025-03-25 19:04:00
mostlyc4-fe16-4cbd-803f-c1357ef55ef8,predicate,place,object ,,event,K,Hausa,strong,historical,Swahili,strong,2025-09-14 14:50:00
mostly84-2a2b-4004-bb1e-1035d9ea7b44,subject,place,recorded_,primary_language,place,object,Zulu,strong,historical,is,object,2024-03-09 10:42:00
mostly8a-46c6-43b9-9507-a34e19d520ac,subject,object,strong ,", ",concept,person_aspect,Shona,moderate,historical,Swahiliy,place,2025-05-03 03:49:00
mostlye9-8bad-4f4f-84ab-c902c933a149,"2024--0.18.12.25,}1-09 ,04",person,predicate{,place,event,", ",Zulu,strong,current,: , ,2024-03-14 09:49:00
mostlyae-dd07-4deb-a6b3-fe0e57667546,A,place,: {,context,place,person,Hausa,moderate,historical,"2025t,",neural1 ,2024-04-13 17:36:00
mostly1d-37d4-4e4f-9686-cf25016fc7d9,,person,subject,historical,concept,historicalnl,Yoruba,moderate,historical,,object ,2024-04-02 15:02:00
mostly67-4279-4b28-ba0b-a9cae0a01b8f,} {,place,: ,"Igbo_oracme in sb p, ",place,strong,Zulu,strong,historical,: ,Mo {_languagelanguage,2024-01-14 08:15:00
mostly79-bee2-4572-b19a-5a0b891824f1,organizations,place,C ,predicate,place,object,Swahili,strong,historical,", ",subject,2025-02-12 22:55:00
mostly29-59d6-4d78-ae8b-6fb399a3aa6d,predicate,object,: {,: ,concept,{,Zulu,weak,historical,temporal,context,2025-05-05 04:27:00
mostly84-2c34-4c3b-b0ad-9c6f50216766,neuraleeraral inioreliecic and,organization,concept,", ",concept,subject_type,Amharic,strong,timeless,historical,: ,2024-04-21 12:34:00
mostlyaa-bb9c-45d0-bee4-cec2916feafe,moderate,place,", ",:00,place,relationship_representation,Igbo,weak,historical,Yoruba,place,2025-08-11 14:03:00
mostly0d-ab99-4256-849f-b4f57e48cd91,Zulu,place,relationship ,symbolic,concept,strong ,Amharic,strong,historical,2024ting ,C,2025-04-07 13:00:00
mostlybd-a73a-4877-baf0-de0cbc88daba,subject,place,predicate,N ,concept,"strong-0.86,-0.7829,1.3037,-05}1.8,-0.45",Oromo,strong,historical,object,timeless,2024-01-20 11:11:00
mostly7c-43cb-4f8e-b6a6-c90583d5c4ca,2025,place,S,moderate,concept,moderate,Swahili,weak,historical,: ,place,2024-03-14 15:45:00
mostlya0-b9ee-4d76-9405-32db0df81db7,primary_representation,place,: ,", ",concept,Nile,Yoruba,strong,historical,,2024 ,2025-03-15 19:09:00
mostly78-3090-423f-a409-e28b45d5878a,contextts,concept,place,subject,concept,:00 ,Hausa,strong,timeless, ,object,2024-06-11 15:48:00
mostly2a-b96c-443e-a41a-f9dfb76de42f,: ,person,object,Nf ,concept,subject,Yoruba,moderate,historical,strong,,2025-06-11 09:18:00
mostly77-e567-4450-9534-bd14b89369b9,: ,place,", ",2024an,place,person,Zulu,moderate,historical,Ga-es0u,context,2024-07-13 18:07:00
