id,ethical_domain,primary_language,scenario_type,description,stakeholders,ethical_tension,cultural_framework,resolution,principle_demonstrated,location,symbolic_logic,wisdom_teaching,neural_embedding,recorded_at
mostly64-9892-4cca-8209-4b2150ad5741,justice,Oromo,traditional_justice,: ,ethics ,description, ,: ,"wisdom_embedding m-1.6034,-0.15088.27,",description,", {",Oromo,ethical_: ,2025-08-24 02:10:00
mostlya7-d6db-4a4f-bb04-f9040a22d070,fairness,Amharic,moral_dilemma,} and {,primary,description,: ,primary,cultural_domain,N,description: alat,: ,}{framework_domain,2024-08-26 14:20:00
mostly12-de67-41bd-b56a-eb556d9e6fb9,respect,Yoruba,traditional_justice,:} {,: ,2024symbolic_demonstrated,primary_language,: ,Mneural-,ethical_,neural_teaching,recorded_demonstrated,,2024-12-17 13:37:00
mostly0f-c535-4e7f-befb-ff75fffdf132,integrity,Oromo,intergenerational,_logic,ubuntu,: {,M_embedding,",","neural_,{",resolution,primary,resolution_,",0.473,,-0.125,-08-.11.40903,-0.48T,- ",2024-01-20 00:36:00
mostlyfa-b8ab-4eac-abc8-70c8c9bbf008,empathy,Hausa,modern_ethics,location,stakeholders,stakeholders,: ,", ",ethics,", ",location,recorded_,",-:00",2024-07-16 23:14:00
mostlyae-0659-4a89-aab1-3f26c6171b08,community,Yoruba,traditional_justice,scenariodemonstrated,"principle, ",I,: {,- cultural,ethical_language{,",0.909,0.1601432,recorded0.0135, ",wisdom_framework,cultural_,description,2025-07-14 14:04:00
mostly90-93dd-4f67-893a-d7da9c8f841e,ubuntu,Hausa,moral_dilemma,", ",":}b.6,-0.16.59-,- ",: ,ubuntu.,,} ,neural_language,", ",", ",description,2025-07-26 11:10:00
mostly72-e17b-4272-b0c4-984abde401ee,empathy,Amharic,moral_dilemma,,"2024-060.491.4,0.81.1909,0.8736,0571,-0..03,-0.930.81,0.192,",", ",ethical_language,: ,ethical_language,: ,", ",: ,Ku},2024-09-26 02:46:00
mostlydd-5cd9-4177-9811-456f30e549fe,ubuntu,Swahili,moral_dilemma,- a00,description,ethical_,: ,empathy yaa,ethical_teaching,", ",Oromomv nl_demonstrated,description,:00,2024-04-20 07:30:00
mostly74-e996-4c2e-bfa8-e88b73d87ac2,community,Shona,community_decision,: {,}00,location,ethical_teaching, {,}20251 {,"W, ","-0.50917,,:-1.543,-0.262.47,00.2,0.7},-1.6476.45,1..28,T2.59,-03T, m_demonstrated,-00",symbolic,ethical_type,2025-01-13 23:39:00
mostly72-57bf-450f-9823-f3864037296e,community,Igbo,modern_ethics,ethical_,stakeholders_logic,wisdom_,2024,stakeholders ,O_language: ,respect,U,{,neural_at{,2025-07-28 14:45:00
mostlyb4-dd40-4379-92de-c05623db9a4d,justice,Zulu,conflict_resolution,"modernwarv b andbakao, ",{,ethical_language,: ,neural,ethics,A f,2025,"ethical_-1.81,0.70..,0.9292,-0.084,01.0648,1.8.2726,0.23,-0.09..49,1.-8,-0.61150.5703, ",ethical_m,2024-05-31 22:12:00
mostlye0-708f-406f-bb35-55f461087276,ubuntu,Amharic,intergenerational,: ,Ku,cultural,",symbolic, ",", {",neural_framework,ethics: ,wisdom_teaching,resolution_logic,modern,2025-09-25 10:59:00
mostly5b-c6cd-45a1-936a-f44eaf4aca63,fairness,Igbo,moral_dilemma,} na,respect,M: ,", ",recorded_language,cultural_at,: ,I,intergenerational,cultural_at,2025-09-06 10:04:00
mostly9c-33b2-4379-99a0-a35e986783cf,ubuntu,Oromo,modern_ethics,culturalembedding ,ethical_logicembedding,H ,Kframework,,K,: ,ethicald ,HT: ,neural_framework,2024-02-20 11:34:00
mostly58-0c35-45a8-972a-6165592a595b,respect,Yoruba,traditional_justice,"Addis, ",description: ,: ,M,neural_,ubuntu ,description,}}}a {,Scoreese,recorded ,2024-08-21 01:22:00
mostlya0-da1a-406f-88e3-b5901ceeae28,empathy,Oromo,modern_ethics,ethicalm,",-0.434,00,-0.45255-0,2.48-0.0800926,0.072,0.02,-0.25026,0.14.4909,-.923-.802,1-,-0.7,,-62802-0.2.",neural_type,recorded_teaching,", ",: ,neural_framework,: .,"primary_, o",2024demonstrated_framework,2025-02-01 20:10:00
mostly8f-6fe2-430f-893e-a54378158710,ubuntu,Zulu,intergenerational,traditional_,}: ,ethical_1,: ,resolution,scenario,ethical_tension,I,"empathysriin, b {",K _,2024-09-30 11:40:00
mostly01-4ae9-46ce-bbb8-bde1e21e4a0d,fairness,Yoruba,community_decision,recorded, ,C_at,", ",Kuanaca,description,primary_domain,recorded}_ a ya,scenario,"-0..59.,1.33610.4,-0.051344818,-0413.017,-:100",2024-05-03 17:23:00
mostlyef-dd3a-4ce5-918e-38ccd7398409,responsibility,Swahili,conflict_resolution,: {,}}- na,recordedethics,modern_{_logic,: ,: ,K ya,location,principle,N: {,2024-03-13 10:55:00
mostlyeb-daa7-4204-93e2-74feda3c029e,ubuntu,Shona,community_decision,:,: ,scenario_framework,N,ethics,2024_language,ethics,: 00,primary_type_embedding,Ec,2025-05-05 02:47:00
mostly74-98c4-4b3f-8f37-26b3054f1d52,ubuntu,Shona,modern_ethics,location,} ,"cultural,v",", ",respectlanguage,wisdom_typev,2024_framework,,stakeholders,neuralresolution,2025-06-20 04:19:00
mostly00-41e5-40d3-ba82-3e21095c07d3,empathy,Yoruba,community_decision,ethical {,scenario_logic,"E.,473,0.3,0.17.17,-0.09-83,0.2",K ,scenario-,U,} ,ethical_logic,wisdom_language,Ke ku ku yaọ yaon,2024-08-12 01:28:00
mostly2d-7554-4116-9232-6f0c783fc3cc,ubuntu,Yoruba,traditional_justice,primary_at,} ,", ",description: na,symbolic_tension,A1_logic,empathy,ethics,Oromoo,",- m03-10-0.56-0.12543,,-0.,1,-0.19,627625,0.43:",2025-06-04 06:26:00
mostly9e-cec4-4421-aea7-ff8c065faab8,ubuntu,Yoruba,community_decision,,culturalrecorded_demonstrated,: ,ethics,T- ethical_type,Ku ,location,,neural_language,M,2025-01-24 04:21:00
mostly1e-d18f-4bb1-abf5-551c97edcabb,fairness,Swahili,modern_ethics,scenario_framework,principle_logic,Ku}_ ,O gwa, ,principle,M,location,symbolic_demonstrated,{,2025-04-11 14:23:00
mostly4a-e93f-4404-a416-7268e504a384,empathy,Igbo,conflict_resolution,S,M} {,"intergenerational.2.,-0.817,101.09,:0.7751.,03 ",I,location},"A-0.325,,-0.418,031-.956,0.90829,-0.1162,1.362,0.612,-0.46,112,",,symbolic_demonstrated,{,Oromo,2025-09-02 15:23:00
mostly60-885a-43e3-b03d-811e708f8316,fairness,Shona,traditional_justice,G-_atv:00f,recorded_a,}- ,: ,recorded_demonstrated,", ",_domain,", ",", ",: ,2024-11-10 06:11:00
mostlyab-09f4-4af9-b187-84c4c6449bdb,justice,Igbo,modern_ethics,scenariod,resolution_a,,"S.5, ",stakeholders,modern ku, ,Oromo_--1.,community_ ,primary_type,2024-11-09 02:28:00
mostly67-5116-4b90-8d13-573cf7cd0344,integrity,Yoruba,conflict_resolution,recorded_ethics,", ",E_at_,: ,resolution,wisdom_,stakeholders,", ","empathy_-0.719, {",O_tension,2024-07-13 12:40:00
mostly3d-b11b-456d-a837-87adfcd9b7b1,community,Amharic,traditional_justice,cultural,primaryTlanguage,cultural_tension,"E, ",description,cultural_ ,2025_at,intergenerationalin,Ku_type,: nay ,2025-09-18 10:20:00
mostlyf3-2b14-4578-ab18-8e51f637e5ed,community,Shona,modern_ethics,"2024_at1..2803, ",resolution,A_domain,,community,recorded_ a,,community naui,ethical_framework,"W-0.188,506,_.,0.932, ",2024-12-05 08:24:00
mostly4f-19ca-4fe7-8923-6abf70499654,respect,Hausa,traditional_justice,location,neural_at,ethical__demonstrated,,: ,wisdom,S_0.27,: : ,principle ,wisdom_at,2025-07-08 23:16:00
mostlyf4-c749-42b8-8350-8dc4f433068e,empathy,Hausa,traditional_justice,ethical_language,: ,{,"principleembedding and ay and, ",:{,cultural_demonstrated,scenario_embedding,ethical,: ,ethical_tension,2024-12-28 06:26:00
mostly2e-6808-4875-8727-98fc95d63a38,justice,Igbo,moral_dilemma,O_type,stakeholders,neural_-demonstrated,: ,wisdom_,ethicss,"wisdom_-atTt0.-7,2",_,: ,community_,2024-01-21 09:41:00
mostlyd4-7c10-43f4-9c0e-78a6afad58c9,justice,Yoruba,traditional_justice,justice,2024_demonstratedlogic, ,"}-0.4.4..1595,-0.054306,,-T16,0.082,0.,00",,scenario{teaching,Oa,neural_teaching:type s,: ,2025: ,2025-08-01 05:53:00
mostly42-1283-4ba2-a073-fb7c679750dd,fairness,Hausa,conflict_resolution,", ",description_,W,Uinu nawa i yaaoananbe ,Mneural,ethics,: ,ethical{_,cultural ,cultural_framework,2024-03-31 07:04:00
mostly05-0f86-4deb-8679-faa1e1dca6c9,community,Amharic,intergenerational,ethics,ubuntu,,: {,", na ",U ,"Ku-1.23159,0T0.0229,0.92,-0.80638-,0.2,9.,0.926.8,1.233,0.41.081.,1.,0.459,1.",ubuntue,scenario_embedding,T_demonstrated,2024-07-03 06:09:00
mostlyfe-3f62-4286-b13f-e3f5e29b8e52,integrity,Zulu,modern_ethics,: ,ethical_at,ethical_demonstrated,traditional ,ethical_demonstrated,U_logic,wisdomdemonstrated,", ",resolution,,2024-08-16 00:10:00
mostly8a-c205-440b-96c1-140c6b60547c,justice,Swahili,traditional_justice,neural_at,symbolic_framework,", ",principle_domain,modern_at,:languagee,wisdomtension-,principle_decisionat,"principle.-6.55,_., ","2024, ",2024-02-27 12:16:00
mostly85-e305-468f-a088-55e6586c392a,community,Zulu,moral_dilemma,ubuntu,,: ,justice,A_tension,}} {,", ",Ku: ,wisdom_embedding,ethical_logic,2024-01-27 16:19:00
mostlyc2-f09d-4a9b-ab7f-a1bd79b7f642,justice,Amharic,modern_ethics,{,", ",Ir na kuk yaakeamwa ya ,ubuntub,empathy ,recorded_domain,culturalb,: ,"-1.T5,,-0.188,,2.1.56,-0.26,16-0039- .",cultural_,2024-01-26 17:32:00
mostlydb-52c8-4bfe-8478-e0cdd9487f2f,justice,Oromo,modern_ethics,"-0.43,0.35.266,0.15128,-1.27015,",description,"}-0.88,01..89,,-09..4755,0.882,0..9,0.",}-,: ,scenario,description_1,location,: ,resolution,2025-02-28 19:36:00
mostly9d-9daa-4fc5-8bcf-ecd7a6ff1f58,community,Shona,community_decision,wisdom {,} ,resolution,: ,"2024,T",ethical_in,"Anitbwa naakaak kdaksu ei u, a ku ya, ",,neural_domain,descriptiona,2025-06-20 23:06:00
mostly93-fe29-4d47-b288-eea093a72b43,justice,Yoruba,intergenerational,symbolic_tension,,scenario,,cultural_framework,,Am,,", ",}} ,2024-11-02 10:36:00
mostlyf4-4236-42d3-86db-9606873f959c,empathy,Shona,traditional_justice,"location, ",community,ethics,symbolic,I_framework,ethical_,", ",ethical_type_T,}scenario,description,2025-05-26 23:47:00
mostly5a-377b-4388-a6a6-4e15db3b6152,fairness,Swahili,moral_dilemma,primary_domain,cultural,symbolic_location,"symbolic--0.08,0.1584343,1.9.12,-0.3,0.9043,0.2708,.1-,-0.70_-",resolution,wisdom_logic,resolution{,"Ndị-m06--0.0262-1.70.74,",CT,"neural-0.2609,-0.0.64-08.0416,02-.045,-0.052, ",2024-08-13 13:39:00
mostlyf0-c8cb-48f2-a746-a6d7ac9a1909,community,Zulu,modern_ethics, ,Iwa,_,: ,modern_,: ,_,", {",Ndị m,"M,{",2024-03-08 12:35:00
mostly26-e4ca-4afc-9266-99709cd56124,justice,Amharic,moral_dilemma,stakeholders_,cultural,cultural_atmae:gin ,stakeholders ,wisdom_at,principle_embedding, ,scenarioscenario_domain,primary_demonstrated,}_teaching ,2025-02-11 16:45:00
mostlyd9-dfa0-432a-b572-3e291733404b,community,Amharic,modern_ethics,neural_language,ethical_tension,ethics,wisdom_,ubuntum,_type,"S, ",", ",: ,stakeholders,2024-05-27 03:44:00
mostly31-7c56-48fa-b0f8-6c10ad8eb91b,justice,Shona,community_decision,ethics,A,", ",}_: ,neural_teaching,,integrity,", ",}{,description,2024-04-14 06:21:00
mostly59-c9a9-4a83-8c7b-abd8be0889ae,justice,Shona,modern_ethics,,wisdom_,", ","principleresolution-03 na-1e ya-,-0.0703,:",", ",description,symbolic_embedding,integrity,_domain,stakeholders,2025-01-17 10:49:00
mostlyec-b718-4048-a18b-768757514d16,respect,Oromo,traditional_justice,"2025an a ya kuy s, ",ethical_type,principleethical_framework,E  wafit m mjahanual,symbolic_at,ethical_tension,: ,: ,"H,m032h,0.2809,-0..,05,--0.80.47.259123,0.4,16.2616,-047106-TT151,-0.1.0.812,0.0925,00.,1.123.,0318,-2607-170.281412,1.08,-0..1628,-0..805 ",primary_tension,2025-09-23 05:16:00
mostlyef-e7d7-4fe3-b82e-37deffee70ab,empathy,Shona,community_decision,H ,"Ooinakkani,aardanaano,",Wginu ku,stakeholders,N,empathy_at,"H-0.03,-0.15,2128-0.16.39,-0.943,, ",: ,resolution,recorded and_language,2024-05-10 13:27:00
mostly1c-1d23-4d4c-b1cf-0f3d58d965f1,integrity,Swahili,modern_ethics,ethical_domain,Ku ,", ",symbolic_embedding,scenario,} ,scenario_type,: ,: ,: or,2024-10-09 13:42:00
mostly53-a80e-4aa1-94d2-09a7af53516d,respect,Shona,modern_ethics,} ,A_languageframework,"Konitak ne,",neural_framework_framework,wisdom__embedding,2025_teaching,}_type,},primary_tensiond,Shona_,2024-08-27 16:20:00
mostlya8-518f-45c3-a849-aec16831300d,justice,Hausa,traditional_justice,stakeholders,ethics,{{,neural_demonstrated,,: ,primarymmobana,", ",},stakeholders,2024-04-22 10:46:00
mostlycc-0235-4684-aac4-72ed2c245d3a,community,Yoruba,intergenerational,principle__a,",_",stakeholders,"--028031517,",,: ,"resolution,",recorded_tension,: ,},2025-03-30 22:47:00
mostly37-0aba-4fc5-bccc-ca2bbd63950b,fairness,Shona,community_decision,Ndị,location,cultural_teaching,principle_at{,{,_embedding: ,: ,primary_teachingdomain,scenario_demonstrated,ethical_tension,2025-08-25 18:24:00
mostlya7-f7a0-4d81-9133-de9c6f6f3b07,ubuntu,Shona,conflict_resolution,},,symbolic_at,Ku ,symbolic_domain,U,description,stakeholders_type,resolution,ethical_at,2025-05-19 14:43:00
mostlya4-58e4-4193-921a-896d53581af3,justice,Zulu,moral_dilemma,: na,empathy,ethical_at,", {",stakeholders,"ubuntu, ",principle_logic,modern: ,} ,ethical_tension,2024-12-24 13:55:00
mostly1b-1777-40a1-bab5-b2907f319e2e,ubuntu,Swahili,conflict_resolution,"2025-0.8-1.47136,-1.07,-0.912",T_tension,cultural.oawa venie u eoegu,U,: ,"-0.926,112-0,.043,0",O,"scenario.87,-1.,0.,-0.30.1764:0, ",neural_domain,", ",2024-02-05 04:51:00
mostlyaa-796f-4d00-ac6a-132e3c336808,integrity,Shona,traditional_justice,intergenerational,location,,wisdom_domain,stakeholders,U_domain,description,}_embedding,ethical,: ,2024-04-21 17:23:00
mostly43-c6e4-485a-b626-daaa58b20986,ubuntu,Shona,traditional_justice,", ","cultural-.02,-0..9,",: ,location_domain,: ,2025 ,empathykwa,description_,recorded,symbolic_demonstrated,2024-03-29 10:41:00
mostly8d-0917-409a-bd92-140a1d1f23fb,integrity,Yoruba,community_decision,", ",ethical_-,E,,ethical_embedding ,description ya ya,",",resolution,"K.28in, ",ethics,2024-12-31 03:46:00
mostly02-e9af-41ec-8fee-6c777a6621a8,community,Amharic,modern_ethics,stakeholders,integrity,stakeholders_framework,ethicalresolution,description1akinaeg,", ",: ,} ,}}_at:,: ,2024-01-18 15:35:00
mostlyd2-8b51-40dd-a999-b86dd783a023,ubuntu,Igbo,conflict_resolution,primary00c,primary_language,"neural-,",Sy andh a,community_{,ethical_type,location,ethical_domain,,neural_teaching,2024-02-15 18:54:00
mostly35-8406-4d45-abb3-40d64c172d35,justice,Shona,modern_ethics,"K, ","2024-0.9,1.717,-15--0.513, ",cultural_logic,H ,"Ao, wa,.16",ethics,recorded,justice,Oromor ,description,2025-09-25 10:59:00
mostly71-021c-4498-8eb2-9ba5c7458292,empathy,Shona,intergenerational,_domain:,resolution,community_,}00,: ,scenariocultural_embedding,ethics,,_tension_,: ,2024-07-23 07:35:00
mostlya2-cc89-42fa-a994-7cab2b76db01,community,Amharic,conflict_resolution,,justice,Kual oi,"Ku-1..8,-0.62861,",ethics,ethics,location,: ,: ,2024,2024-05-11 07:20:00
mostly09-afb1-422c-8db7-e1bb71700442,community,Shona,conflict_resolution,stakeholders,A_at,:,symbolicframeworken,symbolicTf: ,", ",recorded,recorded,", ",: ,2024-08-03 07:23:00
mostly98-bacb-473f-b08e-9617b1f7f80a,justice,Oromo,intergenerational,",-.1623,1.7382,-1.58.43,0.08.8-09.27046,25:0.,061.0148,1.,-13T,-14",primary_language,{,description1vpo mh,},H,resolution,M,intergenerationalethics,", ",2024-08-18 11:52:00
mostly72-a029-4a35-80ec-1282b4cdce41,justice,Yoruba,traditional_justice,S-e0.32902: ,: ,} {,Oromo: ,: ,Addis,", ",cultural_logic,-1,: ,2025-07-08 20:12:00
mostlycf-f788-4d6f-936c-f46a0ea9ed44,responsibility,Oromo,intergenerational,Sa mt yaaka,resolution,description,: ,K.2,_teaching,scenario_type,Oromo_,stakeholders,: {,2025-05-20 04:00:00
mostlyf4-b5e8-48cd-acb5-9ef0d890a117,responsibility,Igbo,traditional_justice,empathy,O,empathy,,A,principle_teaching,", ",: ,"neural-0.470108,-31.8901,3,0.08,00",A_teaching,2024-09-01 11:17:00
mostly95-7ca0-44a1-bc8a-73d7346305cd,justice,Amharic,community_decision,: ,", ","-._}0228, na-0.13,0.5862, ",",",stakeholders_language,A,,: ,T_: ,:-,2024-07-25 06:48:00
mostly98-a160-43cf-b1ff-eddbe8e3ba3d,empathy,Amharic,conflict_resolution,N,Ain,",_language",description,primary_,2025demonstrated nawain_ ya. ,,"-202509T15,0.092304,1.15021.452643,127,0.92,0.251.1535050.722,0.17,-,1.2501800-.278126, _teaching",resolution,scenariobt,2024-04-24 11:21:00
mostly2e-01af-475f-8b32-b135db5a5419,integrity,Yoruba,intergenerational,ethics,", ",recordedv_teaching,location,wisdom,Ianakco and and ,modern,modern ,M,neural_teaching,2025-05-19 09:39:00
mostlyb9-9ae2-4f7f-bc13-46f5a459754e,ubuntu,Igbo,moral_dilemma, ,2024demonstrated,", ","recordedtype-T,-05-0.29, ",wisdom_at,: ,: ,A,integrity,ethical_domain,2024-03-13 03:01:00
mostlya4-2462-4603-a45a-354808b8f4f8,ubuntu,Amharic,community_decision,neural_at,integrity{,neural_.language,recorded_u,wisdom_,description,} ,primary_framework,description,"S0.9, awọn,1.3,0171",2025-07-18 08:50:00
mostly01-3895-49f9-ac4f-9b13f754c8aa,respect,Oromo,modern_ethics,M_embedding,T ,K-,,wisdom,S,recorded_teaching,principle,cultural_type,U,2024-09-18 10:21:00
mostly3d-638b-4c1a-b47b-f78f38dc5579,community,Amharic,traditional_justice,: ,principle_,location,description,symbolic_language,2024_type,2024 na ,culturalm_.__,_,ethical ,2024-08-18 16:49:00
mostly62-e4ba-4788-bb1d-16825a854e21,respect,Hausa,moral_dilemma,} justice,wisdom_embedding,", ",", ",description,2024 malwa: ,resolution,: ,cultural_demonstrated,neural_logic,2025-08-31 13:32:00
mostly97-3230-4c56-b27b-37fc4e842544,empathy,Shona,traditional_justice,"2024-0.22543, ",wisdom_demonstrated,primary_dilemma,"-10-0.67,_0.4804ethics ",2024_ ,", ",intergenerational_,", ",resolutioniits aọ nag u na waa n naam,"A,-0.615,- ",2024-09-15 04:54:00
mostlyc4-15c8-4ec7-a7f3-e305262b9d05,empathy,Hausa,moral_dilemma,G,} {,stakeholders ,ethical_at,", ",cultural_at,neural,scenario na ,"M ao and n, {",{,2025-08-18 14:23:00
mostly64-3965-4071-80bd-f7a140f0eb2a,community,Igbo,traditional_justice,ethicsv,principle,Udomain,scenario_type,,ethicalframework,: ,principle_domain,resolution,: ,2024-10-06 13:31:00
mostlyae-865d-412e-8d3b-0688e678fa9e,ubuntu,Yoruba,community_decision,symbolic,neural_teaching,} ,", ",scenario,descriptionwa {, ,cultural_framework ,recorded_framework,neural_,2025-06-14 04:31:00
mostlye1-90ac-4902-8bb9-987024e8a18f,ubuntu,Oromo,conflict_resolution,: ,2024ethical and ,descriptionb,: ,respect,:framework,:  ya,description,_teaching,wisdom,2024-01-30 00:14:00
mostly99-8597-48d9-8331-d9423b8ddcdc,justice,Amharic,traditional_justice,N,ethical_at,", ",principle_tension,"2025-0..8,081.936-_0.208,-0.49124,,-0.69,-2.508,-0.",H,", ",C {,description,communityat,2025-09-25 10:59:00
mostly7a-9346-4143-9d4d-1a7ff765f264,empathy,Hausa,traditional_justice,2024_domain,N,description,integrity,}v,neural_.,: ,description,:,symbolic,2024-07-11 06:18:00
mostly4f-cd2f-4daa-a930-c61295a87c1d,ubuntu,Yoruba,traditional_justice,,scenario_type,stakeholders,ethical,ethical_tension,ethics a,Ebbake andarf i,{_,ethical_domain,"2024--07204,-1.3,43",2025-03-10 18:44:00
mostly73-5dcb-4aba-9f5a-d779687cd5dd,empathy,Swahili,traditional_justice,symbolic,: ,ethical_framework,"-  waal wad,-0.83,-0.,17-08,-0.01,0.",,descriptionethical,K_tension,:o,location,: ,2024-03-04 15:47:00
mostly89-26bf-4280-9674-00ecc3631ea9,empathy,Yoruba,intergenerational,symbolic_embedding,community_logic,: ,N,ethical_teaching and,ethicalcultural ,}T,description,recorded,",1.0145,-0.0.5_,-0.197,T0.0514,-05,-0.6,0.7,15",2024-09-30 14:37:00
mostly29-6d34-423b-8605-4a8bb8e1bcde,ubuntu,Amharic,traditional_justice, {,Ku: ,: {,: {,,",-",wisdom_type,E,}: {,", ",2024-07-28 19:21:00
mostlyc3-82ad-432a-90bf-306cfc2b9831,community,Amharic,modern_ethics,descriptiondemonstratedorup ,ethical ,}neural_tension,: {,locationtypee ,{,: ,location,_domain,} ,2024-08-20 02:08:00
mostly1c-95fd-4871-8e93-1bdf6b215b8b,ubuntu,Amharic,conflict_resolution,primary_language,: {,"-0.7719,00",ethical_demonstrated,} ,"I, ",description,: ,scenario_ na,}} ,2025-07-31 11:11:00
mostlyd3-616f-4648-845f-320f15cdcf20,empathy,Amharic,moral_dilemma,primaryprinciple,symbolic,Un,: ,M,principle_.,M ya,2024,":1.95,3,_teaching",justice,2024-06-24 04:16:00
mostlybd-c54a-46f7-8d07-4874310c94e0,community,Yoruba,modern_ethics,cultural_,", ",2024 ,principle,}_teaching,"-0802:0..5, ",ethics,"2025-0.31.9.773,64", ,: ,2025-03-08 01:59:00
mostly55-1b70-40e6-916b-94c4baf059bb,ubuntu,Swahili,modern_ethics,ethical_teaching: ,recorded,neural,ethics} ,description,E_teaching,description-058d}} adygin,,Iin min na n: g henyaọa aọk m,neural,2024-08-06 01:11:00
mostly98-7610-4a7e-a074-80dd799106b9,ubuntu,Oromo,community_decision,neural_embedding,integrity,Mb,", ",resolution,,Oromo_logic,ethics,integrity} ,integritye-,2024-04-06 14:40:00
mostlyc2-fe71-4807-b20a-3fc8abcb4cb9,respect,Zulu,community_decision,intergenerational_type,Nn,: ,neural_tension,ethical_type,: ,"-.416,:,-0.120327:--0.181723-0.952",A,neural_at: ,"resolutionan,-0.188T,-0.43,-0.04276,-0..5870.0.700",2024-05-18 15:32:00
mostly07-35e2-4bb6-a5eb-d549bcbd92c7,empathy,Zulu,community_decision,}_type,K_tension,ethics: na m-aen ndboo ku,M__at,O,stakeholders_type,} {,: ,cultural ,K_demonstrated,2025-09-25 10:59:00
mostly1d-cade-4c09-906b-e450b5a3657e,justice,Shona,intergenerational,resolution{,,description,T ,symbolic_language,ethicss, ,primaryanv and waanie,ethics,} b,2025-07-19 22:49:00
mostlyf2-cdcc-4697-a1dd-da18349ccf33,fairness,Zulu,traditional_justice,modern_at,cultural,ethics,", ",E_logic,description,", ",",",O ,symbolic_embedding,2025-09-07 04:48:00
mostlyd6-7d86-4c7f-b50d-f7b309311b9a,empathy,Igbo,community_decision,: ,stakeholders,ethics,: {i,,ethics,ethical m,"ethics_n-02 and02,0.1466_1.2,-0.4391.4345.4800",symbolic,principle__type,2024-01-12 19:40:00
mostlyf0-b33f-42c3-9b58-329df0940aea,integrity,Zulu,traditional_justice,,resolution,: ,2024_tension,resolution,T at_embedding,A,resolution,N_language,locationlogic na,2025-05-12 07:30:00
mostlyb8-269b-45ff-b7b5-2a0d92fd62b7,ubuntu,Oromo,modern_ethics,location,ethical_domain,integritya,wisdom_teaching,ethics,primary_embedding,_at,: {,wisdom_embedding: {,",",2024-05-24 03:10:00
mostly65-a157-446b-a123-71e64c66c4d2,community,Amharic,traditional_justice,Mabalrig,A_a icf yas e na eessaa nafs v,A,: ,symbolic_framework,{,location,stakeholders,Ku_type,", ",2024-05-13 21:34:00
mostly76-5895-472f-ad27-71f930adc135,community,Amharic,modern_ethics,location,"resolution,-0.7-.2T, ",resolution,principle_languagetype,wisdom_: ,,"Ndịin1n, ",", ",", ",scenariodemonstrated ,2024-03-25 01:21:00
mostlyd4-21d0-41d5-a9c3-9d56a4c393c6,respect,Igbo,modern_ethics,location,cultural__-},: ,scenario_type,: ,ethical_domain,: ,recorded_domain ,symbolic_tension,Shona ,2024-06-26 12:20:00
mostly7b-efad-4ca5-8085-ee649dde780c,fairness,Igbo,conflict_resolution,U,wisdom_at,principle ,scenario_1,respect,K ,", ",}_logic,: _typea,C_demonstrated,2024-03-26 12:11:00
mostly0c-e70a-41a4-9666-71511f301ee9,fairness,Swahili,community_decision,location_,neural__s,: ,{,recorded_,Oromo_T,", ",ethical_logic,empathys,principle_tension,2025-01-04 11:46:00
mostly65-6b96-4e18-ab1d-7116a2991ad6,responsibility,Swahili,traditional_justice,{_language,", ","2024 m-1.6,20.1410,0.636,1 ",recorded {,resolution,symbolic,: ,"Ku.3h,-0.616.,6,3,0.9,-09.90..214-014",}} {,location,2024-09-13 14:35:00
mostly5d-0a24-4b5c-b52a-408bea6c5a5f,community,Igbo,modern_ethics,cultural_tension,} ,principle_,{,neural_,stakeholdersethical,"2024-.6,0.5067,-1.6,1,0.491348,-11.,5,0.224.T,1.804,243,0.27,",description,stakeholders,traditional,2025-07-14 01:39:00
mostly50-36cd-46ca-9a03-e4ad60e47cba,ubuntu,Swahili,conflict_resolution,description,_00,ethical_framework,ethical_language,"principle.6 ya,1.,0.",} ,cultural_.,{ethics_teaching,: {,", ar ya ",2025-08-01 09:18:00
mostly87-177e-478d-b2b1-989d7a5d0193,integrity,Zulu,modern_ethics,E_demonstrated,location_tension,wisdom,symbolic ,", ",", ",2025 {0.1614,resolution,I,"E,",2024-02-26 07:24:00
mostlyb3-bffb-4d7b-a300-5c84374ffe7a,empathy,Swahili,traditional_justice,symbolic_type{-0,O,"2024--..064,.9",", ",}00, ,:_,,description,description,2024-04-02 01:40:00
mostly64-7ba8-429b-8959-45c492cc2bbc,empathy,Hausa,intergenerational,principle,ethical_type,2025-,Cinlp ya ih kuo wa i,"Eresolutionucpin,-",,", ",scenario_embedding,: {,}} ,2024-11-11 23:49:00
mostly6c-4a24-4b79-867e-5c30194d11ea,community,Amharic,intergenerational,,", _",recordedvp,intergenerational,} 0,I,resolution,: ,cultural_teaching, {,2024-12-25 21:15:00
mostly05-1c17-41e2-9134-b7866d8aab2f,ubuntu,Shona,traditional_justice,"M-01 na.168ana, ",Mu,ethical_teaching,,I_type,: ,"traditionalananb na and,1",{,wisdom_language,stakeholders,2024-03-11 06:20:00
mostly86-7b7e-4f75-a095-93849bd3f6bc,community,Zulu,traditional_justice,ethical_logic na,"}framework-00-T.2, ",2024_tension,}},communityembedding,Ndị na,H{,: ,"empathy, ",description,2024-02-29 06:34:00
