id,age_months,primary_language,experience_type,description,caregiver_interaction,words_or_sounds,emotional_tone,location,symbolic_logic,cultural_significance,neural_embedding,recorded_at
mostly64-09f7-4c29-bd7a-4dfbe208ebdd,7,Shona,social,2024_logic ,: ,", ",calm,Swahilicultural-09041,", ",symbolic_s,: ,2025-07-20 22:20:00
mostlyad-f0e9-44fa-a624-4e27cf16ae99,7,Oromo,taste,O_{,age,}”,surprised,recorded_toneat,joyful,c,"ageac with-s,-0.062-,0.0.021918,007,1.23,0.07.5780681323,0..676,14T1501",2025-09-04 11:43:00
mostly60-370f-4f0d-a338-87aa040b93a2,2,Oromo,motor,} ,description,description,joyful,: ,"caregiver,-0.59,-1.9",: ,"Caregivering-es ine,  b.",2024-09-18 13:23:00
mostlyf4-3c23-47e3-a12a-878fed3c9daa,20,Yoruba,taste,"emotional, ",},neural,joyful,words ,symboliclocation,"2024-2-1580.16,0.0915,, ",: ,2025-04-13 23:48:00
mostly71-e86b-446e-a13f-353287495b18,11,Hausa,motor,",recorded",Swahili,experience_interaction,playful,primarya,"L “, ",,", {",2025-06-17 03:59:00
mostly13-ba59-43c9-9f82-6c4de59da22d,16,Zulu,social,age_months,Infant_ ,recorded_significance,playful,description,neural_emotional,location,age_at,2025-03-11 10:16:00
mostly62-bb69-4fea-a1f5-c57842198a76,6,Oromo,taste,neural_If p,words_sounds,primary_,curious,", {",caregiver_type,", ",caregiver-12ing {,2025-09-01 08:09:00
mostlyf9-d035-43ba-a0d2-dc68e05914f0,15,Igbo,motor,primary_sounds,", ","symbolic, ",playful,", ",,neural_logic,}.,2024-03-24 08:20:00
mostly76-d2c8-4674-a85d-b6744d9504ee,24,Shona,social,Ifr,cultural_,“_significance,playful,symbolic_tonemonths,_embedding:-,description,", “",2024-11-23 04:26:00
mostlyf1-3ddb-43b6-892a-2c300dca42ec,10,Zulu,visual,neural_{,neural_embedding,description,secure,If} ,"wordsemotional_or, ",words_,: ,2024-12-21 13:41:00
mostly85-7abf-4c13-a619-e29a963ad147,11,Hausa,language,experience019..,"A caingo.”, ",}or_significance: ,secure,Igbo-0.,S,,Caregiver,2024-12-01 23:22:00
mostly71-2d7b-4cb2-9993-e0f56482fb10,5,Zulu,motor,description,“ard.,“a with df d tds p m.,playful,C_languageat,recorded_type,},symbolic_logic,2025-09-23 06:13:00
mostly11-4328-434c-914e-9c7c9996d7f2,18,Hausa,motor,If_months,recorded_monthsing:  p withk and” ms:n fps cy,neural,joyful,caregiver_type,,experience_or ,"-0}}817,-0.9178,-1.1946,40.T-04,1.587-,-1.5.",2025-03-01 08:47:00
mostlyf1-39cd-45cc-88ce-a31adde4b236,6,Yoruba,language,", ",,} ,curious,", ",Ift-te.,“{,caregiver_interaction,2024-01-14 22:49:00
mostly37-6ab8-432e-b24e-5a14cf5acea7,12,Hausa,auditory,: ,: ,If,curious,: ,cultural_significance,"S andsl bk anding ts and andin:ing t a b and, c f b cl.",description,2025-09-23 13:25:00
mostly88-72b9-4237-9be7-7df6d851683a,3,Hausa,language,secure,age_language,_tone,surprised,,emotional_Tsounds,Hausa,A-08T04:00.,2024-06-01 22:08:00
mostlye9-26c1-41a9-b1d3-51a7a80ea139,11,Yoruba,auditory,recorded_soundsing,cultural_months,“_significance,curious,emotional_sounds,", -,1.",caregivercultural_significance,Hausa,2024-10-14 05:49:00
mostly51-e614-4f4b-957a-cadbe41d199b,12,Oromo,auditory,experience ,caregiver,"Infantk teso mpingtl ss-.at,0.070192,-0.46025,0.7,0.1,-0.2312,1.04:06007.2-14,0.27,0.209,0.,7-.1.6",joyful,} ,emotional_sounds,", ",neural {,2024-05-14 20:22:00
mostlyed-9ad9-4702-aee2-2ccb66969d37,9,Shona,motor,", ",Ifinge in f toing ,"“descriptionest withene, {",playful,Caregiverforescona ande.,K:,"caregiver, ",age: ,2024-03-10 03:13:00
mostly1c-490d-41b8-8e25-ffcf1ffecfe0,11,Yoruba,language,"symbolic_or-e,.",infancysounds,Hausa“h bs,secure,", ",infancy,"If Iy and fk pat,al","emotional0,} {",2025-09-27 01:41:00
mostly5e-ac15-4f2a-9c69-c71262993e2e,5,Igbo,motor,: ,"joyful b, {",age_ {,calm,"L ses andes, ",caregiver_interaction,symbolic” ,2025 ,2025-04-23 21:18:00
mostly33-deee-42f8-b3ff-8bf8ddeebc74,11,Hausa,auditory,: ,", ",primary,curious,wordsor_type,primary_embedding,", ",", ",2025-09-28 18:06:00
mostly52-52c0-4108-96da-a484864b1b5f,13,Igbo,taste,cultural_interaction,emotional_at,neural_at,surprised,neural ,", ",Caregiver_language,_,2024-12-13 03:18:00
mostly6a-87c7-4b49-be23-e224820865a5,7,Shona,taste,caregiver_months,"experience, 0","tactileianpesereaa gupfedu b withalets p ma toedkc, thenpes.",joyful,},2024esmT b0.054: ,", ",", ",2024-09-13 13:11:00
mostlyd6-d191-4036-ba3b-afc38823fee7,10,Yoruba,smell,A,- ,caregiver ,playful,: ,}}{,", ",words_soundsinteraction,2025-09-28 18:06:00
mostly7c-95d4-4989-b402-87d8fe248ebd,12,Shona,motor,joyful,experience_months,: {,playful,", ",S_logic,", ","symboliclocation be, t",2024-03-18 21:22:00
mostly7f-4623-45fb-852e-eed377833ccb,24,Hausa,visual,"“, {{",emotional_tone,", ",curious,}_language,cing:type:00,primary_,symbolic_at_sounds,2024-09-30 23:10:00
mostlyb6-075c-40fb-a7c1-bc1034998327,2,Yoruba,taste,recorded_sounds,"If,arming.", {,calm,experience_type,“,"Hausam, ",2024--0-0.182821207: ,2025-04-03 02:47:00
mostlya9-604d-482c-b263-5e7eb6396c24,22,Hausa,smell,},If h”,: ,calm,2025{,“emotionalalpar:00,",T",descriptionat,2025-05-28 21:14:00
mostly8f-8e52-401b-b1d3-8f4b950a1e14,14,Oromo,social,If withhu,experience,symbolic,curious,Nam,joyful  ,: ,experiencerecorded_tone,2025-08-10 01:22:00
mostlyf8-c236-4758-b293-b77d0892de71,3,Oromo,smell,recorded_tone,Cinged tr b”stationon.,age_} ,curious,: ,motor,Flanguage ands ,", ",2024-03-08 13:01:00
mostlye4-8d1a-4943-92ed-fb9786b3a667,13,Oromo,motor,words_months,P,S.,joyful,_months,neural_logic,If_months,experience,2025-06-08 14:43:00
mostly90-2f77-4fef-b4f1-7b771c5770c8,22,Zulu,visual,description,curious,location ,calm,OTT,infancy,S ,symbolic_embedding,2024-01-05 17:13:00
mostlyb1-2261-48a7-9e86-e43a3c9c6f4c,16,Shona,taste,“,caregiver_sounds,_months,joyful,2024--,neural_: ,caregiver_significancesounds,"“,or ",2025-08-03 07:22:00
mostly58-aa06-430d-a342-5c5abc71d0a8,1,Yoruba,tactile,words_or ,experience_type,symbolicom ,joyful,,primary_significancelanguage,Caregiver_tone,age_: ,2024-06-27 23:36:00
mostlya2-788e-4b7d-a3bf-12b6a8853834,24,Yoruba,language,F,"F-s,-3T-01:-0.76.90.2414,0.45012,-1096",description,joyful,primary_tone,c,}cultural,emotional_months,2024-11-23 00:04:00
mostly79-0dd2-4d65-96af-e6b9e1c8395f,20,Igbo,taste,neural,: ,:00,surprised,},If_“,"tactile, ",: ,2024-11-03 13:13:00
mostlyfa-bbd2-4439-8777-9588e1aa7514,20,Yoruba,language,words_or_language,“emotional-T00atsed andy with be” tary.,", ",joyful,P,},} {,If,2025-03-13 17:53:00
mostlye5-dea8-4bc9-a8f1-6eac445b5bba,4,Zulu,language,caregiver_interaction,primary_logic,symbolic_: ,playful,", ",neural_language,symboliccultural_type{,caregiver_type,2024-01-15 05:29:00
mostly94-05e0-468a-80c0-c1bd3bb6a10d,6,Swahili,motor,emotional_tone,age,“ed,curious,If ,: ,,primary_at,2024-07-24 13:01:00
mostly0c-66d4-45ed-884e-23150e85d0f8,4,Hausa,social,infancy ,culturales,", ",calm,emotional_interaction”s,"curious-_or,0.121216,”1: -.",", ",symbolic_type,2025-06-01 13:50:00
mostly7b-2f1a-4b88-8f84-33bcc35b954f,18,Igbo,motor,Orecorded_months,", ",experience_,secure,: ,", ",cultural_embedding,cultural_sounds,2024-02-05 12:13:00
mostlybd-b890-43ce-9309-aa66cce02df9,6,Yoruba,tactile,"“,00",A,location,curious,", ",caregiver_significance,Yoruba_at,: {,2024-12-12 03:56:00
mostlycd-aa96-4d06-86f0-0471ceadfce6,24,Hausa,language,: ,",-1.7,12,28.15023,0.0214,-0.5,0.362755,-0.07,00903.2351707,-1.0.8468,1.507,2}-0.",description,secure,E”“te”.,} {,P,If,2025-09-27 18:22:00
mostly9d-e0c2-479f-b2b2-0152a3b2daf2,4,Amharic,auditory,““nbh srk pe,", ",A,comforted,cultural,symbolic_months,", ",words_type,2024-05-12 02:57:00
mostlyb0-3d20-433b-98a2-b98d12649bc9,14,Hausa,visual,"Swahilicingae tt forrk s d and ping,.", ,playful,curious,If,2025,"}-_-15, ",", ",2024-01-23 12:34:00
mostly42-2e7c-47bc-88e7-43ba7c693650,4,Hausa,tactile,neural_,location:00 ,If,calm,: ,If ptkh,", ",infancy,2024-01-05 10:22:00
mostly1f-e089-46be-a455-4fc7f5f59b9a,4,Yoruba,language,: ,", ",words_“s,secure,infancy,symbolics andr.,location,: ,2024-11-14 18:26:00
mostly8d-1656-4149-9660-2d4f6ec20cd7,5,Oromo,motor,“ ,secure_interaction,description,joyful,", ",curious,: ,Caregiverese a d with and g tar ds andee teis and. ,2024-12-28 06:53:00
mostly9f-80a5-4492-9700-f833b684d118,11,Hausa,social,playful ,F_months,}_type,secure,neural_or}_embedding,C,symbolic_,agerecorded_sounds ,2024-08-07 14:11:00
mostlyf6-b1e0-4f7e-95e7-88861ec424ae,18,Swahili,social,symbolic_type,2025,S ,playful,", ",age_0m: ,recorded_or-031.21T,words_months,2024-12-03 13:08:00
mostly17-3911-455f-b0f1-0c77fb5c9c06,15,Shona,taste,recorded_months,"Eu, ",cultural_months,surprised,: 22,curious{,words_:00,recorded“ ,2024-07-03 01:15:00
mostly5f-0b7c-4a82-a37d-8e33d91d9ac3,18,Shona,taste,cl ,cultural_interaction,_,curious,,Caregiver__,"2024, ",:1,2024-06-24 22:08:00
mostly9e-037f-4296-b8bb-507f255e71da,11,Yoruba,visual,T,"Fl les to to,-1p_",“e,curious,: ,E,neural_language,auditory,2024-03-05 16:46:00
mostly60-a320-4d05-86b6-362cb4715ef8,4,Amharic,language,curious,,experience_ ,playful,:-,description,If,description,2024-01-27 22:18:00
mostly7c-f024-423d-ad3c-026abe0617bf,7,Shona,auditory,“,experience_language,: ,joyful,description,: ,joyful,"If iss in, ",2024-01-14 15:00:00
mostlya8-f3bf-4228-8ffc-197f08e23844,12,Swahili,visual,: ,: ,"Caregiver, ",joyful,age_: ,recorded_sounds,neural_embedding ,: type,2024-05-19 15:45:00
mostly43-312a-48cb-9c8f-c4fc49101c57,6,Igbo,smell,symbolic_sounds,Caregiver,joyful,curious,description,recordedIf ,If,"-0514da, ",2024-03-28 03:34:00
mostlyb4-f087-420e-a39c-c498efab0922,20,Yoruba,auditory,primary,caregiver_at,"-12age:,0.,T090.39_",comforted,", ",,", ","““s f cae, ",2025-04-27 19:12:00
mostlye3-5787-48bc-a3e2-f0c6715bfb40,18,Amharic,taste,", ",", ",experience,surprised,infancy ,"Caregiver-08sa in, ",primary_or,caregiver,2025-04-28 13:05:00
mostly28-568a-4069-b04b-46b0ca96dd4f,24,Zulu,auditory,age_significance,"auditory--0.47,90.45030,08.",age_logic,surprised,descriptionlogic,Iftes”,description,"“}”s, t.",2024-02-12 05:43:00
mostlyb3-9bcd-4425-8272-6c49b793b814,1,Yoruba,tactile,E,curious,recorded_at,calm,symbolic_significance,Hausa,", ",“ ,2024-01-04 22:03:00
mostly34-34ef-476b-a435-fffb664b9d08,24,Shona,taste,“h_or::00,: ,: ,joyful,: ,} ,wordssymbolic_logico,emotional_orm,2025-06-09 21:19:00
mostlyc8-8db9-42b9-ae27-b16a1eb6f5ec,9,Yoruba,social,emotionalrecordedtone, {,Ifees,playful,", ",caregiverage_language ,", ",O-r.,2024-02-07 19:41:00
mostly81-bc3e-4685-ac02-d6c66cb332b9,11,Hausa,language,emotionalm}_months,"joyful, ",experience_language,joyful,secure,experience_at,", then",", {",2024-08-29 06:11:00
mostlyef-70e9-4aa2-838b-722608cfad3f,10,Zulu,language,caregiver_or ,wordsiese” p.,cultural_,curious,Hausa} ,", “edarofhss tin go, ",experience_interaction,location,2024-01-06 13:08:00
mostly73-c141-4fa7-b1f5-fa09681868c4,8,Swahili,social,: ,emotional_typesounds,experience_,calm,R_interaction,: ,"“typees, arua g “ue “ p and anda,u: ",“languagek ineingme soeean to anddf m.,2024-03-19 13:17:00
mostlyea-ff20-4be8-8701-cac6a753f146,14,Igbo,language,", ",T,R {,secure,words_{,If,neural_,caregiver_months,2024-01-28 12:55:00
mostlya3-8f66-4618-bcb6-54ee257b4d11,9,Yoruba,motor,"Se, then",", ",If ,secure,} ,S,"Ifcar ty-.1416-1723a,-.",cultural_logic,2025-03-21 19:49:00
mostly40-7153-45af-952f-9084e4766e3b,5,Igbo,social,words_or_tone,words_sounds_logic,"recorded_months, {",playful,,", ","-s,-08T",", ",2025-04-26 08:20:00
mostly81-e9d9-4a67-81d7-2fa12726214d,6,Swahili,language,: ,,caregiver ,calm,Ifl and a to b.,", ",location,infancy,2024-08-21 20:29:00
mostly57-83fa-48b2-982b-2202c39613f6,15,Oromo,taste,: ,joyful ,“,playful,S,CaregiveringT.,tactile_logic,", ",2025-02-15 03:37:00
mostly40-bf32-4251-8f9d-7beb1de72cde,24,Swahili,tactile,"2025.-0,-1.85730930.22,1., ","experience, {","N_:  “,-",curious,"neural_, ",",_embedding","Funa, ",: ,2025-09-28 18:06:00
mostly6b-2a94-4c29-8888-93676e647982,8,Swahili,language,}_at,: ,: ,playful,experience_significance,", ",Swahili,"20251-,18-09.103046,1.085,0.19,1658 ",2024-03-03 19:28:00
mostlycc-8bde-4f70-b6ec-bf1992c2d353,14,Amharic,visual,"playfulT-0.16,0.3, ,0.547,1.092, ",location,: ,surprised,"joyful000ul,-0.0661326,4,0.9073,_-42.",emotional_ortone,experience_significance,symbolic_,2025-08-28 19:50:00
mostly78-bc95-4872-9ec4-3b46b9ae5338,2,Zulu,visual,: ,description,words_primary,curious,wordswords_language,experience,", ",experience_significance,2025-08-06 23:59:00
mostly86-ba9b-4e4e-9027-95fa5f5dfb06,5,Igbo,taste,"If meressl m ba,-1.",locationom  fing,R_logic,curious,emotional_sounds,P,age_or ,}1.207: {,2024-12-08 06:14:00
mostly6f-a4a4-4076-b050-e0a2dc19199b,3,Hausa,taste,“a c” andtsbu.,", 0.05--T40.769",symbolic_embeddinglanguage,surprised,"20241.,-1.724,-0.-20,0.45,-0.7,-524T-1.7137","location, ",Cresua,{,2024-07-13 14:18:00
mostlyc3-44f4-43ee-b714-30a3e6da422c,12,Oromo,smell,Psounds,2024 ,R_,curious,", ",primary_”,"-1,1915","}“es,  Ibings andt ler”alkbs b ining.",2024-04-28 08:20:00
mostly2a-62da-455d-aafa-47399c9ba1cb,5,Shona,smell,emotional_embedding,cultural_significance_,"caregiver, ",curious,", ",primary_language,age_typees,,2024-09-24 06:23:00
mostly93-4239-4eeb-bd2d-240da97a9790,12,Amharic,language,", ",words_,},joyful,"}} -2.79,-",curious,", ",infancy_s: ,2025-07-20 02:00:00
mostly87-fd0d-4a74-823d-2a333c8573df,8,Swahili,auditory,emotional_typee c,joyful,emotional_significance,comforted,"Nau mss m,ing g: ","2024, ",,",typet in-, ",2025-05-23 17:05:00
mostly49-03d6-4408-b31b-91f3826b7a8e,24,Yoruba,motor,", ",", “",“Ah si,joyful,“,"Ife,u",2024,primary_or ,2024-11-12 12:03:00
mostlyce-94dc-4cf3-aae1-f9c740dbbadd,14,Hausa,language,", “",description,Infant,playful,description_interaction,recorded_sounds,recorded_significance,}_months,2024-02-09 23:05:00
mostly85-f84b-4e26-ac28-1596604139a8,20,Yoruba,auditory,caregiver_interaction,experience_at,"cultural, ",joyful,", ",", ",emotional_,location,2025-08-06 18:59:00
mostly9f-ebef-4dd7-b5c3-8c7cbc7e7fde,0,Hausa,taste,emotional_tone,curiousof a andening andd.,curious,curious,cultural_logic,"caregiverneural,0.962,0.18,0.13,-0.052,-T130.18,-052",2025_ ,"neural, ",2025-07-03 12:29:00
mostlyfb-3e74-4eb9-971c-ba1f51cbd2b5,9,Yoruba,tactile,: ,Swahili,joyful ,curious,infancy_at,", {",", ",", ",2024-09-16 00:13:00
mostly45-b547-411f-968d-477f9f9db692,6,Oromo,taste,words_significance,", ",:7,surprised,playful,curious {,"RT d, ",If,2024-09-10 06:08:00
mostly57-0653-42e2-b9e4-0b3e962a9af3,20,Zulu,social,emotional_tone,: Ierad,motor,curious,", ",", ",location,A_logic,2025-03-07 08:22:00
mostly98-924a-4cf6-b56c-24d0ea652af2,0,Swahili,motor,emotionalN_age,description,: ,secure,emotional_tone-_.,neural ,}at,_interaction,2025-09-28 18:06:00
mostly88-63af-4401-b881-f9697808543d,11,Hausa,motor,"age, ",words,symbolic_sounds,secure,If,: ,curious,: ,2025-09-09 03:14:00
mostlyc1-2521-4669-8d2e-24335c27e8ef,11,Hausa,taste,curious,“: ,primary_interaction,surprised,", ",words_sounds,experience_sounds,: ,2024-06-07 14:07:00
mostlya5-4643-46f7-9757-d3883839582a,11,Hausa,auditory,location,: ,playful,calm,: ,location,", ",N experience,2025-04-20 08:44:00
mostlydc-38df-46dd-9b51-5c8fd8797ad3,22,Oromo,motor,}} {,tactile_tone,} {,joyful,"2024--28T08,12: {",Caregiver,C_u,:00,2024-01-28 04:19:00
mostlyfe-d7b4-4923-9b94-b90bbbaf5219,11,Yoruba,language,cultural_language,2024,A_interaction,secure,}_at,neural_,infancy,“,2024-11-28 12:03:00
mostly89-93d2-4ef2-af50-5e082c5ae1da,3,Swahili,language,“emotionalTdedues b m.,K,experience_sounds,joyful,cultural,infancy ,"emotional, ",wordsT,2024-06-18 20:54:00
mostly02-b3e3-440d-84a3-f1f25383bf70,11,Hausa,taste,", ", ,age_monthsembedding,calm,", ",}_sounds, ,curious,2025-03-30 02:56:00
mostly4c-1381-46b2-8606-c03469c4de5e,3,Hausa,language,2024_months,primary_sounds,Ifm gT tow withts.,secure,R,cultural_sounds_interaction,", {",}_type,2025-07-19 02:49:00
mostly1c-1221-489d-924a-605053f673d2,1,Yoruba,tactile,S,symbolic_language,: ,calm,", ","L, ",", ",2025 ,2024-10-12 10:46:00
mostly9a-32b7-4ad9-8c8d-7e5c974556c1,15,Hausa,motor,}}{,caregiver_or: {_“ ,“,joyful,words_at,O_significance: ,: ,P“ and gse and and f ingi hoes,2024-03-15 19:24:00
mostly53-6f08-4987-96a9-7ba7dcf18edf,2,Igbo,language,"2024.,-1ing.1.79",recorded_tone,“mu with.,calm,words_sounds_type,},: ,infancy,2025-09-28 18:06:00
mostlyd2-bd74-427b-8c05-09307f9b71d3,10,Oromo,motor,neural_sounds,emotional_,motor {,curious,: ,"2024-12T-13073:1..,-023-0.2939-,-0.0487,,--0.9003,--037.",caregiver_language,C,2024-05-01 22:04:00
mostlyc9-0232-41f5-a03e-1554e74d7be2,9,Zulu,social,E_,", ",Caregiver_interaction,curious,{,", ",} ,,2024-06-11 03:29:00
mostlybc-39c5-4560-95c1-bf153cc7ff3f,5,Amharic,taste,2024-1-1.3,", ",Ifc,curious,If-tT-011.9,description{,symbolic_} ,age_sounds,2024-02-12 18:09:00
mostly7b-8acd-44e6-bb1e-3879310b06d7,1,Yoruba,tactile,neural_sounds: ,202403}t,", ",calm,Caregiver thenke.,T,recorded_at,recorded_at,2024-01-06 01:06:00
mostlyef-b6ae-4d25-98b7-00b100087c30,11,Hausa,tactile,symbolic_type,culturala_,S,curious,: {,emotional_type,", ","Ifus: , ",2024-11-09 22:14:00
mostlydc-80d9-4faa-bfad-8cdc81788fea,15,Hausa,motor,"If ism palests peresed,.",: ,tactileT: ,joyful,2024_at,", {",infancy,symbolic_logic,2024-01-15 13:10:00
mostlybd-a71d-4bb6-9916-f90880442f43,6,Igbo,taste,"A,0.",_,}description,curious,age_,: {,Igbo,", ",2024-03-19 03:46:00
mostlyec-d3ed-492f-9521-e4af1b1737fe,14,Amharic,social,caregiver_tone,", ",caregiverTeingbal.,curious,words_T,“} {,A,neural_tone,2025-09-28 18:06:00
mostlyd7-011e-4aab-9d56-4272b9ff15d4,1,Zulu,visual,", ","},embedding",primary_sounds,curious,Caregiver and- fsetsa t in::kes tr.,"“Males, thenol sen touesdle c.",: ,,2024-06-21 19:20:00
mostly54-bfa9-4d5f-8b83-d726ab678b44,10,Zulu,language,emotional_or: ,-0: ,motorneural_logic:,playful,"IfTpesedbf.a, ","Ifak: d-0.3558:423,,100",2025,"experienceCaregivera tsyal, thenhingf",2025-08-23 19:39:00
mostly44-eb9f-42e1-bfa0-2b6c61013afd,8,Swahili,language,", ",caregiver_significance,infancy,calm,caregiver“,", ",age ,", ",2025-08-07 04:13:00
mostlyaa-87ae-41a6-99f8-282202744676,24,Hausa,motor,", ",", ",: {,joyful,“or_logic,If: ,infancy,O.,2024-06-06 19:55:00
mostly06-00f3-4956-9125-8d58b705c350,14,Amharic,auditory,recorded_at,recorded_type,recorded_tone,curious,", ",: ,caregiver_logic: s00at,"“l m m g, .4",2025-06-07 18:07:00
mostly4d-876d-4439-aea2-4d0abf942965,2,Yoruba,language,A_type,T: ,caregiver_interaction,playful,primary_,",-61.5,-1.6,30.5723117, ",A},E,2024-04-09 23:06:00
mostly5f-a1ff-4ab8-a7f7-02265a4f9dfe,22,Hausa,smell,"If I: , then00esiing a.","Infant, ",primary_embedding,curious,: ,Pmonths {,C,: {,2024-04-24 03:37:00
mostlya5-d0c5-4205-b986-899c4f701165,23,Hausa,motor,If.44.,"2024-”8, ",auditory,playful,"description, ",: ,primary_months,description,2025-08-14 19:10:00
mostly10-1df5-4aad-9fa7-3e9c7120e822,17,Swahili,taste,cultural_type,experience{,"“mes po,-m, then, ",surprised,location,“-T {0.,F“hu cal. and,: ,2024-06-21 13:49:00
mostly66-e24e-4e12-870a-b012d2181eb6,15,Oromo,motor,Yoruba,F,primary_,joyful,“aveses anda andk ,2024_ b,symbolic_logic00,age,2025-01-24 08:40:00
mostly95-0972-4416-80fc-cd3b83dc1ea1,0,Swahili,social,: ,"Swahili, ",age_at,playful,", ",symbolic_soundsinges,recorded_interaction,primary_: ,2025-03-03 14:10:00
mostly7f-2c4f-4fe0-911b-15d84e7e6f10,8,Swahili,social,R,If,neural_: ,joyful,K_months,words_oring: ,tactile_at,", ",2025-09-28 18:06:00
mostlyad-850b-453e-9254-5dafccb79004,4,Shona,social,Ifms,,emotional_,curious,", ",emotional-0.29T7,descriptionb,"Caregiver, ",2025-06-23 07:48:00
mostly56-043a-4bd4-8b01-5b6b66c353bc,3,Hausa,language,Caregiver,C,: ,secure,",",age_months,age_embedding,cultural_sounds,2025-09-19 19:05:00
mostly98-7eff-4fee-8346-28ca983972b3,5,Zulu,social,"2025T,-01.8","primary, {",: ,joyful,caregiver {,description,emotional_embedding,playful,2024-05-22 03:56:00
mostly3f-bca0-411b-9817-863575f804f0,22,Zulu,social,: ,“ed,"Ifal, kk-0.814,09-08.4,1.38,4.-178,-028.47,0.5159,:0.35,0.5,0.-502,0.191305,-0.46, ",curious,emotional_months,primary_logic,primarymonths_language,primary_orcultural,2025-07-13 11:42:00
mostly0d-c264-410f-939c-08aed6ddc3f7,5,Igbo,social,: “am m,_type,words_sounds,curious,}type ,description_sounds,“  {,"If Ian-Tcf b mes,, ",2025-09-28 18:06:00
mostly2e-67c1-4920-934e-981433ec5006,4,Amharic,language,", ",", ",},playful,,: ,Caregiverm0.035T19170.07,emotional_months,2024-01-28 11:20:00
mostly4c-1047-45d3-bd52-cbb48ca29ea4,15,Oromo,taste,Yoruba,symbolic_embedding,"If-03.50265,-1.4,0., ",surprised,: ,cultural,",_tone",2025,2024-06-24 04:58:00
mostlyfc-8d44-401b-8a0d-633e3c5bca7d,24,Shona,smell,location,culturaltes.,"words, ",curious,: ,caregiver ,location,infancyt,2024-07-20 13:27:00
mostlyd0-ad84-41e4-bb9f-a695b9030b4c,10,Igbo,social,experience_type,: ,T,comforted,_sounds,", ",", ",O,2025-02-12 13:42:00
mostly0d-759b-42c2-8e66-46fc9a2680a5,6,Igbo,motor,primary- thent f withp then.,Caregiveromdeser”.,“_ed,playful,location,“,location,,2024-02-09 23:19:00
mostly6d-bf9e-4b76-8ca1-22a0a184fd46,3,Oromo,language,words_or__sounds,", ",F,surprised,primarylanguage,emotional ,_sounds,“,2024-08-04 11:18:00
mostly28-0c55-418b-9a31-6ea6352c52df,3,Hausa,tactile,", ",“,", ",comforted,age_language,primary,neural ,"S,- ",2024-12-05 07:33:00
mostly09-b8b5-48a4-97a5-1b5a952990b0,1,Yoruba,motor,}},cultural_sounds,symbolic_interaction,secure,{_interaction,Ifam isrd andth.,emotional: ,", ",2025-06-14 17:13:00
mostly16-5c75-457f-9d85-4f1fc3417ae0,12,Amharic,tactile,:00,symbolic_: ,,curious,caregiver_sounds,words_logic,description,words_tone,2024-02-03 21:46:00
mostlyab-62bb-4ce6-8b6c-57010f552f5c,24,Oromo,taste,,"-T-0.4,0.6.3,0.1.7",", ",surprised,",-",auditory c,age_tone,neural_embedding,2024-09-08 06:37:00
mostly61-1ed3-462c-b4f6-c0727a2e128c,11,Swahili,tactile,curious,emotionalT”,recorded-},playful,}} ,location,description,"caregiver-0, ",2024-08-05 23:19:00
mostly68-a5a0-464a-84b6-650b964524e8,9,Shona,smell,Ifl.,,: ,curious,"Ife anda.at, then",Swahili-.,: ,: ,2024-07-12 23:29:00
mostlyae-f5f5-475b-9f1e-aa0dd4a4f6b2,6,Oromo,taste,primary_language,Fr”_significance: ,tactile,surprised,Swahili s ,T0.,{,caregiver,2024-12-23 22:56:00
mostlyd6-517d-4e57-8a09-8bf0f0c76734,24,Igbo,taste,emotional_months ,motor,: ,joyful,"Caregiver,ta",L :00 {,age_language,If,2024-01-28 12:54:00
mostlyef-8529-4132-9d10-75b0bc672800,0,Amharic,auditory,“,"symbolic-,1.677.07,--0.144,-1.48802,-004,01-0.531726,-0.8421T1,11.2,0.48,0..4606, then.7,-0.04-07, ",R ,curious,}t{,caregiver_,emotionalts ,c_,2024-04-18 17:39:00
mostlycf-1c75-448e-b024-069d31cca014,3,Hausa,visual,primary_language,"Psignificancea, ",neural_interaction,curious,experience_,words_months,“A,If ,2024-09-24 19:52:00
mostly4e-da0d-44e8-b47b-61bd5069bfde,10,Swahili,tactile,location,: ,", ",surprised,emotional .,experience_months,emotional_tone,caregiver_-,2024-01-21 05:14:00
mostly24-735f-418e-9eff-5afaa26dc603,8,Oromo,taste,: ,"Infant, ",emotional_tone,comforted,,", ",", ",2024--23 {,2025-02-02 14:55:00
mostlye2-a3a7-4369-b63d-3501e7698040,2,Zulu,smell,,emotional_type,joyful,joyful,Ifarinst to-0.,infancy,experience_tone,“recorded__significance,2025-09-28 18:06:00
mostly9b-1a78-4a17-9f69-da7777e2fe3d,2,Oromo,auditory,}emotional.13,cultural_,Orecorded,curious,Swahili,“ingaarsy toed,}} {,: ,2025-07-30 19:40:00
mostly83-df0d-4baa-b617-e0d9c1f18361,1,Hausa,tactile,age_significanceat,Caregiver{,",-0.18,1.0901, ",joyful,2025,,},"location, ",2024-01-04 00:04:00
mostly32-f4f6-4f07-9476-7929f5ed102d,24,Yoruba,visual,If,If: ,}age or_months,secure,"2025om, ",: ,"experience-.308,-0.5573,0.75950.",Yoruba,2024-07-14 13:10:00
mostlyac-53c3-4689-a5d4-7e0aac8abea7,0,Amharic,visual,playfuls,experience_at,words__logic,curious,caregiver ,}es{,“,location,2025-08-20 13:50:00
