id,age_years,primary_language,domain,description,problem_solved,approach_taken,collaboration,impact,expertise_demonstrated,location,symbolic_logic,wisdom_shared,neural_embedding,recorded_at
mostly4b-654a-474c-b9a4-ad7cde5d2d91,45,Swahili,governance,} ,- 5,R m_ats.,S ters%m fe for theers.,domain,empathy,Workeded c andytmor fles f m ining c; pereing ming0; amed b foric b tos f; st the sedttyinalesm mors.,", ",: ,"locationedit inalf%eding, with.804%, ",2024-02-21 11:17:00
mostly60-debc-4fee-87d3-187583f8cd15,65,Swahili,technology,primary_logic,H,innovation,_,description,empathy,: ,S,}: ,adulthood,2025-09-19 00:56:00
mostly1b-a907-40e9-82c0-d157d817503d,44,Shona,entrepreneurship,impact,primary_takenar00,If,C,D,vision,: ,primary_embedding,C00 for,: ,2025-01-16 11:57:00
mostlybc-0644-4875-a50a-01c83e5b72c6,58,Amharic,technology,,recorded ,", ",2024_embedding,Worked_embedding,technical_skill,symbolic_years,::00,collaboration7 ,", ",2025-03-23 21:09:00
mostly60-bf06-4932-8d79-e01f624d3843,27,Swahili,governance,Amharic ,domain,: ,symbolic_at,2024-.,strategic_thinking,", ",domain,recorded_embedding,"2024-0.923, ",2025-02-17 12:32:00
mostlye7-1a80-4dd5-8146-1a2b444aa8ed,61,Oromo,governance,age_logic,", ",D_embedding,If,: ,empathy,primary_solved,_logic,,collaboration,2024-09-05 05:24:00
mostlycd-a122-47bf-9a6e-ccae3aca632d,38,Swahili,technology,domain,description,problem_,expertise_,Partnered_sharedn,leadership,,technology,: ,A ,2024-04-02 10:43:00
mostlycb-104b-40b2-a6d3-8151eb43c691,31,Igbo,healthcare,collaboration,F_logic,", ",collaboration,P,innovation,: ,",3 and",O.,approach_,2024-03-10 18:18:00
mostlyb3-f7fd-41cf-9e6a-6983271fe62f,45,Shona,innovation,"age_demonstratededat- s,-1.6,00",U in b cietce%s forii.,,leadership ,primary_demonstrated,resilience,Partnered_language,: ,impact,"}demonstrateds, {s",2025-09-25 06:06:00
mostly38-0e60-4d90-8e88-d79066be0aa3,31,Zulu,education,:  ,neural_taken,},domain,",-{",innovation,_shared,Lnedicalled.,A,domain,2025-06-13 21:11:00
mostly91-4cb3-4120-8f00-ff0925d9e6fc,28,Yoruba,education,", ",problem,problem,impact,collaboration,vision,expertise_language,neuralr_thinking_demonstrated,:,", ",2024-08-19 13:11:00
mostlyd2-d475-4f36-ab47-f3c8be443bbb,45,Igbo,education,", ",impact,"2024, ","neural:ns,- ",: ,vision,", ",A ,approach_demonstrated,recordedA_: iner:es,2025-07-31 11:17:00
mostlyfa-e838-4426-9a8b-f2d5327be990,42,Oromo,technology,approach ,expertise ,"Averagein-,,0-1.1607,- ",2025_at,: ,empathy,Lage_years,"recordeddomainia.13,0.0,0.806.:,11}{08%.007",: ,",-2 ",2025-07-04 10:55:00
mostly39-a561-4dcf-8d8d-7e7383cb3ccd,35,Swahili,healthcare,C ,neural ,symbolic_demonstrated,location,}} ,leadership,wisdom,collaboration,problem.,Dcent,2025-08-25 07:47:00
mostly81-49b0-4722-86cd-a91cbf0a2945,37,Swahili,innovation, ,", ",If,: ,S in a se sis p and fs in afalationer.,strategic_thinking,", ",description,"-06-0.194,-00.",symbolic_,2025-03-28 08:50:00
mostlyd7-159f-44ca-919e-ee7f72db0177,29,Hausa,leadership,,2025_solved,primary,: ,S a,strategic_thinking,}_adulthood,: ,symbolic_taken,: ,2024-01-28 22:37:00
mostlyb8-edab-466b-ae2e-e6ea9f15c406,54,Hausa,healthcare,location,M,"problem, ",leadership_shared,neural_years,resilience,wisdom,neuralage__embedding,domain_,":, ",2024-07-13 22:47:00
mostly28-e39e-473a-b96b-fec1a38523ef,34,Amharic,governance,"O,0.",adulthood,"symbolic, ",primary_at,strategic,innovation,innovation,descriptionar_demonstrated,expertise_logic,location,2025-05-18 14:38:00
mostly49-c88d-4acb-b7f9-ca7554c25fd2,40,Yoruba,entrepreneurship,collaboration,", ",C ,primary_neural,collaboration,strategic_thinking,domain,", ",wisdom,", {",2024-05-02 22:36:00
mostlya3-146c-42a3-807f-d9f9ef2bde6b,22,Zulu,technology,age_taken,: {,wisdom_language,F,: ,empathy,2024-0.,: ,"If andcerrle s.,0.14,9, ",", ",2024-12-23 11:47:00
mostly39-a236-4084-9c0b-7a79d8a346f0,57,Hausa,technology,age: ,adulthood,recorded_language,impact,description_logic,vision,,Average9,collaboration,", ",2025-06-17 16:22:00
mostly67-164d-4039-962f-1a1fb1bf3bf7,50,Yoruba,education,L_ and,recorded__:at,neural,R,U,strategic_thinking,domain,recorded_years,description,location,2024-12-17 16:08:00
mostly9a-9179-4c41-8f5a-e748cc13c3f2,54,Yoruba,healthcare,location3.,recorded_:,}_years,Fe,_shared,technical_skill,neural,", ",", ",wisdom ,2025-05-27 16:17:00
mostly18-9cb3-4033-917b-b26e75f3fc79,33,Hausa,education,neural_embedding,: {,", ",age_embedding.,: ,leadership,: ,: ,_solved,", {",2025-01-27 13:20:00
mostlyd5-452f-4468-95c5-b252786c9958,39,Oromo,technology,symbolicwisdom withers.,collaboration,,", ",", ",empathy,"expertise forb_at,",neural,Partnered_demonstratedg,: ,2025-07-05 02:15:00
mostly52-09ed-40c6-bc69-4b5f29bd61c4,38,Yoruba,technology,", ",", ", ,S,recorded_embedding,technical_skill,impact,2024_at,location,: ,2024-03-04 14:34:00
mostly91-4ce9-457e-84e2-6196cee317f5,58,Oromo,healthcare,", ","Rr, ",primary_shared,P,: ,innovation,expertiseage c ,description,neural_language,recorded ,2025-07-13 14:58:00
mostlyc0-c718-4705-b4bf-cab5f5c41cf6,54,Shona,leadership,domain,,"expertisear pce,Tn",",-0.,0 ",recorded_ ,technical_skill,", ",collaboration,2024,: ,2024-01-26 12:48:00
mostly96-1375-4dbb-849c-202534559759,29,Zulu,leadership,wisdom,"L_, ",,: ,", ",technical_skill,expertise_taken,: 2,Worked,"Ifer foryor st as_g f, andn.-",2025-07-15 01:13:00
mostly8a-1ef8-4cff-8658-cf7ed31c2c2c,27,Amharic,leadership,age_language,",_language",} ,: ,", ",leadership,strategic,problem_w,B_years,Average m,2025-05-04 23:11:00
mostly2d-186f-4b42-9072-f3e6e7cf2099,32,Hausa,leadership,Ae withging. and m {,", 4",impact,impact,", {",leadership,location,: ,", ","locationeeanarw.,--1.073576,08-1.",2025-01-13 21:38:00
mostly93-1fbc-42e8-a658-80b6299b4398,32,Amharic,healthcare,recorded_taken,: ,primary_years,",- ",: ,strategic_thinking,: ,adulthoodat,", ",: ,2024-07-17 00:36:00
mostly8e-74b0-40bc-8871-7469a70313ed,42,Shona,technology,adulthood_impact,}.,:00,approach_taken,,leadership,: ,location,: ,age_shared,2025-02-09 07:38:00
mostly6d-d9a9-4f51-aea2-8c56512b96f1,47,Amharic,healthcare,: ,primary_,age_solved,domain,collaboration,empathy,",: ",location,symbolic_taken,: ,2025-03-05 16:15:00
mostly4c-569c-4c87-b355-13ef690839c6,43,Zulu,healthcare,", ",impact ,symbolic,impact,age_language,leadership,,neuralsolved,If,domain,2024-04-02 23:11:00
mostlyb4-8302-4883-9c88-a06a0ff0d0ea,32,Swahili,technology,approachatedarleed t a aed c-.},innovationages. {,impact,A,wisdom,technical_skill,", ",wisdom,domain,F,2025-09-27 12:51:00
mostly4f-984c-4bd5-9241-a5fd2bceb4e8,34,Amharic,healthcare,location,entrepreneurship2,", ",S,primary_ ,empathy,O_skill,collaboration,problem__,: ,2025-05-04 16:19:00
mostly92-4107-485f-bf4e-21ed1465da2b,31,Shona,entrepreneurship,impact,age_logic,S,primary_embedding,Swahili,resilience,description,approach_embedding,", ",problem_solved,2024-01-06 19:02:00
mostlyd4-ba66-45be-983b-2a5e8723991f,39,Amharic,healthcare,} ,", ",: ,", ",description,empathy,2025:_demonstrated,collaboration,", ",: ,2025-01-18 12:38:00
mostly5c-7ec1-4e69-b810-763810d1d94a,36,Amharic,agriculture,: ,Pc,_at,location,problem,leadership,: ,", ",domain,: ,2024-08-22 14:34:00
mostly10-33a1-420c-99c8-978c417e9ecb,24,Zulu,technology,collaboration5,problem_at,S,", {",-1.200,technical_skill,recorded_at,adulthood,", ",-:T1,2024-01-19 02:17:00
mostly98-d390-44d1-b95a-54d54dcc1ed1,51,Amharic,governance,,problem_demonstrated,2025- ,,: ,strategic_thinking,"technology, ",collaboration with,domain,,2025-02-13 12:00:00
mostly5e-1be1-439a-92cb-590e918944b9,59,Yoruba,technology,leadership,domain,_,problem_solved,: ,empathy,-,leadership,", ",wisdom_at,2024-03-26 07:00:00
mostly33-8053-4a26-b2d2-fa357e648a05,24,Hausa,leadership,H_demonstratedsolved,-0.,: ,,adulthood,strategic_thinking,problem_taken,location,L ,If,2024-04-30 06:24:00
mostly0d-2d74-4a9b-adcc-50d526e6eef6,45,Igbo,innovation,",_at",Inare.,location,problem_logic,Worked,innovation,description ,", {",domain,neural_shared,2025-09-27 12:51:00
mostlya3-2e91-4f16-b07f-91d36da8a7fc,54,Zulu,governance,: ,"ACat, {",impact,wisdom,:4 ,technical_skill,domain,} ,}_shared,symbolic with c,2025-04-06 00:36:00
mostly11-e550-4cc9-a319-70153269ed21,22,Hausa,governance,,collaboration ,",-","2025-1.-8,.70,00.",: {,innovation,adulthood,recorded_: ,impact,", ",2025-06-29 15:33:00
mostly62-d97c-4621-b6aa-731d5e8ac956,27,Shona,agriculture,"symbolica, ",description,", ",20241: ,: ,leadership,domainr ,: ,_demonstrated,: ,2024-02-29 18:41:00
mostlyc7-7f50-4bf0-8fa7-5759bd2039c9,41,Hausa,innovation,symbolic_ witho,description ,problem__dlogic,}0.,: ,empathy,problem_at,collaboration,: ,: ,2024-03-02 18:37:00
mostlyba-c71b-4e91-831e-084581815cda,32,Oromo,governance,: ,wisdom_ct f inc withbgingpored-d ming.99,: ,collaboration,recorded_demonstrated,leadership,"domain, ",",{.",approach,wisdom,2025-06-27 08:54:00
mostly31-6912-4145-b5f8-112fc1050c78,36,Amharic,governance,O,-0.,recorded ,problem-0.,adulthood,resilience,expertise_demonstrated,expertise ,problem_s,: ,2025-01-23 12:46:00
mostly08-0b54-4dc6-b67e-a5756582eedd,58,Igbo,governance,recorded,,leadership withor_t.,description,",: ",empathy,}n,"P,-0.3-8, ",",3 c::00 _",M.,2025-03-22 18:26:00
mostlyf6-0e8b-4cb6-ae65-d28abc5cab16,38,Amharic,education,domain,neural_embedding,symbolic_solved,adulthood,impact_demonstrated,leadership,", ",",_logic",neural_neural_embedding,", 07,1.68,-0.3,0.",2025-04-30 11:54:00
mostlyf2-7847-4f58-a72c-e39c16b377aa,64,Shona,innovation,: ,approach_taken,"expertise_, ",expertise_,", ",innovation,0.,P,location,: ,2024-10-23 07:06:00
mostly0e-e727-4439-a3be-cdc1631a5b91,33,Hausa,governance,neural_shared,,symbolic_embedding,recorded,"M-07,-0., ",technical_skill,expertise,wisdom,impact,", ",2025-05-08 08:14:00
mostly50-090f-40c7-a683-9db668f9dbc6,32,Igbo,technology,expertise_demonstrated,M_at,: ,primary_T,wisdom ,leadership,:00,"-0.92115,,0.20.,0.-,,}9.",adulthood,wisdom,2025-07-23 01:06:00
mostly77-134b-477a-87fb-aa1d3137dfd3,44,Swahili,healthcare,adulthoodo: ,adulthood,If,A,domain,empathy,: ,If,Partnered_solved,:,2025-05-22 05:02:00
mostly66-0c50-4da5-b163-cc2d279c7b1c,38,Shona,technology,impact,recorded_language,,wisdom,description,empathy,: ,,description,: ,2024-07-27 20:54:00
mostly28-f8c4-4933-be1c-934df45a8c05,42,Swahili,healthcare,adulthood,recorded:,recorded_language,: ,: 4 and{,innovation,leadership,: ,},location_taken,2024-03-05 13:23:00
mostly85-288e-4bf7-93a7-5a8ec5ef0034,37,Zulu,education,"collaborationage,s",}_at,: ,D,: ,leadership,A,"2024, _",primary_language,D_solved,2024-03-04 17:58:00
mostlya3-ded2-42b5-8eb8-ddb2bc24214e,52,Yoruba,agriculture,approach_solved,2024_language,problem_att: 5es,: 4 ,neural_solved,technical_skill,impact,wisdom,_solved,expertise_language,2024-03-06 22:48:00
mostly04-118a-4fa6-9106-fe1d78e0f600,52,Swahili,agriculture,: ,age_language,,recorded_solvedshared,symbolic,resilience,B,H_demonstrated: ,"P-, ",}} {,2024-03-18 15:51:00
mostlybe-ce73-46c6-91f6-f1385d5b9e3d,60,Amharic,governance,approach_logic,A ,description,",_language",H_years.,technical_skill,2025_taken,location,", ",: ,2024-07-11 08:01:00
mostly8a-0ba9-404d-9185-a7053abd8f9e,38,Amharic,governance,expertise_taken,M_taken,", ",symbolic,", Nigeria",leadership,", ",primary:,} {,,2025-04-03 11:39:00
mostly1e-106b-4a7a-a294-91e24b1e0dbe,57,Amharic,leadership,symbolic_solved,",0 ",wisdom,primary_embedding,"De toes s a% to f p%in, {",leadership,recorded_taken,},neural_language,"An, ",2025-01-27 02:28:00
mostlyad-12c8-423a-816c-811a5e01c33b,45,Igbo,healthcare,location,", ",,: ar,collaboration,technical_skill,symbolic.,Hs c to% to.,", {",",: ",2025-07-04 23:35:00
mostly12-557f-43c5-a397-c5c6e4cb746a,37,Zulu,technology,domain,":2agea, ","P--080.09,1..5, ",", ",A.,technical_skill,:}} ,", ",", ",", ",2025-01-15 23:52:00
mostly46-ba9d-4203-b410-d55be6314f5c,47,Igbo,agriculture,agesymbolic_language,description,:00,collaboration{e,2024_at_demonstratedor,technical_skill,_logic,domain,M,"symbolic_f:8, -1.",2024-01-18 02:07:00
mostlye2-89fc-4d47-a1bc-0e2784fb542e,47,Shona,technology,: ,symbolic .,neuraldomainshared,symbolic_taken,collaboration,vision,", ",, ,B,2025-05-20 05:10:00
mostly35-440d-48f4-9fcc-5b0d14c7c0a0,23,Yoruba,agriculture,M_years,collaboration,} ,domain,domain: ,innovation,problem_language,Inn toer c aa withitit stent%ed;s%ed.,:00,}}}_demonstratedsolved,2025-03-03 07:31:00
mostly40-be55-45c9-87b5-1143d9ec7836,34,Yoruba,healthcare,recorded_solved,} with2,problemP-0. ,"Ab, ",problem_at,technical_skill,primaryage_taken,primarydescription, ,} ,2025-03-05 18:16:00
mostlyad-559d-40af-9965-ac1a0b4cb8a2,41,Yoruba,governance,expertise_demonstrated,,", ",symbolic_logic,", ",strategic_thinking,: ,M,"H s,-03,-.37.",", ",2024-06-11 13:16:00
mostly7d-a44e-467b-bf9a-705ee47be7ba,41,Yoruba,entrepreneurship,",-0.",leadership_language,:00{,A:{,location,innovation,problem_shared,2025-1: ,adulthood,}}}}}  ,2024-08-02 15:38:00
mostly04-ae70-4670-86ff-2e5a11b30c4f,45,Hausa,healthcare,2025,R,expertise,}} ,P with0.,vision,", ",Partnered_demonstrated,", ",age_demonstrated,2025-02-22 02:26:00
mostly55-575b-45fc-b509-e78afd34b34f,27,Amharic,governance,", ","approach_S,0.3,04-0.",: ,primary,R,empathy,neuralwisdom1.,: ,domain,",._taken",2025-03-05 17:19:00
mostlyd2-f9b3-4018-a94d-d68667ec4d4c,42,Igbo,leadership,R_r,symbolic_,",_ with",L,: ,empathy,", ",: ,},_taken,2024-06-17 07:01:00
mostly8c-5e7d-4471-a12f-e1f519bf0b1f,41,Oromo,healthcare,0.,: ,: ,", ",adulthood,leadership,C_taken,domain,wisdom_demonstrated,expertise_primary,2024-01-22 15:15:00
mostly18-d130-4535-a183-163d59547da5,33,Oromo,innovation,description,expertise_,P,: ,Ct with,vision,impact ,age,neural_taken,", ",2024-05-14 18:36:00
mostlya0-fe23-4f0f-bf27-dfcc212c9de9,38,Zulu,entrepreneurship,domainorg,location,: ,: {,: ,innovation,"expertise_embeddingsb forit for sters ain- bbm, ", ,primary_solved,", ",2025-01-26 21:53:00
mostly92-04b6-483a-95fd-b0de00272399,58,Zulu,healthcare,", ",description,domain,D,adulthood,innovation,problem_at,wisdom_,,M,2024-03-24 07:37:00
mostly39-66c4-4c1c-939f-e5f455abd97f,33,Zulu,entrepreneurship,expertise_demonstrated,: ,: ,collaboration,age,leadership,problem_taken,collaboration,: ,: ,2025-03-25 06:13:00
mostly88-53fd-4dae-b466-c423a61a5055,31,Swahili,entrepreneurship,wisdom,approach_years,problemr_,S,impact,technical_skill,collaboration,collaboration,primary_thinking},Ring m-ffst ine for ms.7r pal andit resiter a,2025-03-19 06:29:00
mostlyf7-b738-4f0b-9780-b3f7b027832f,37,Hausa,technology,_logicat,", ",description,", ",problem {,technical_skill,:}}_solved,"innovation with-%;ietin canle,-T-.20,e1,-0..11825,0.8,-0,.,180200.{",age_taken,"Piing in forc pin-f,ering.",2025-05-25 00:03:00
mostlyfd-eb6c-4894-9ad8-1143b6b86279,24,Oromo,healthcare,0.,recordedn,: ,"problemdemonstrated4, ",--0.49 ,strategic_thinking,,In,", ",neural_taken,2025-02-17 00:17:00
mostly52-84eb-4fdb-962f-bfc144e555e4,33,Swahili,agriculture,ageat,Seredrtlit and byry,", ",impact,If,technical_skill,symbolicu,} ,symbolic_taken,,2024-08-04 23:06:00
mostlyea-bd74-4d53-9d37-953203fea166,48,Hausa,technology,expertise_taken,}_thinking,,location,age_,strategic_thinking,", {",age_shared,", ",:0 ,2024-03-17 17:02:00
mostly72-7a35-404d-b28f-7d12605cf078,55,Yoruba,entrepreneurship,,",",impact,H.,technology ,technical_skill,expertise_years,"0.,-0. ",A_years,problem_logic,2024-06-05 07:11:00
mostly85-d95b-42b9-b0ce-633f6dbf8ecc,52,Hausa,governance,neural_embedding,description,", ","P981.4,0.",",0.",vision,problem: ,: , ,primarydemonstratedat_,2025-04-13 16:06:00
mostly66-5ff3-43ba-b3c0-1223cab383a8,31,Oromo,education,: ,: ,description,collaboration,domain,technical_skill,: ,location,age_language,", ",2024-04-18 12:18:00
mostly89-6348-4162-9c16-53315f567eef,40,Amharic,entrepreneurship,adulthood,: ,recorded_language,2024_at,: ,innovation,primary_solved_D.,: ,S,symbolic_ed,2025-03-04 10:46:00
mostlyf2-59a7-42ef-af35-94ddd17cfee9,45,Swahili,governance,"adulthood,-0.,-,.07,.",If,innovationsolved,", ",primary_P,empathy,age,_demonstrated,impact,impact,2025-07-01 13:31:00
mostlyab-eb4b-4f9e-9ee9-6479900bc26f,41,Yoruba,entrepreneurship,-0;%.,age_at,description, , ,vision,: ,", ",location,: ,2024-10-09 16:48:00
mostly0a-0ebd-450a-b415-fddda9384061,35,Oromo,healthcare,: ,collaboration,collaboration,: ,problem_atlanguage,leadership,}_demonstrated,", ",: ,: ,2024-06-09 15:38:00
mostly1e-0f2b-445c-9111-9c923511c896,60,Igbo,innovation,primary_0,", ",location,,: ,resilience,D,domain_taken,", ",", ",2024-03-14 18:23:00
mostly80-8f6c-4634-9c65-059f3418c876,29,Amharic,technology,", ","S_c, ",If-0.,A_shared,expertise_logic,innovation,C ,strategic_at,wisdom,: n,2024-11-12 04:54:00
mostly04-5b52-47ca-b266-6f89366f3909,36,Amharic,healthcare,"neural.113, ",", ",}recorded_embedding9_taken,: ,problem_taken ,strategic_thinking,S,description{,description,symbolicproblem_taken{,2024-03-17 10:11:00
mostly21-8631-4e97-882d-b468c3e3c430,37,Swahili,governance,}P.,neural_years,collaboration_demonstrated {,recorded_shared,Mu_,strategic_thinking,age_solved,adulthood.,symbolic_logic,age_s,2025-02-08 12:56:00
mostly0a-1fcd-46a5-b100-9244e2414175,65,Oromo,technology,problem_at,age_logic,domainembedding,"L_demonstrated in, and",approach_taken,leadership,M,A{,problem_demonstrated,primarye,2024-07-05 10:41:00
mostly05-c386-4e5e-bbfa-2eb4c57567fe,65,Zulu,technology,", ",2025_embedding,: ,age_at,", ",empathy,neural_taken,0,Amharic,"impact,-0.609,1.53,-0.,0.023070014,1.901.,",2024-12-10 01:32:00
mostlyd9-6e6a-4a93-b899-f9f53417fad9,36,Hausa,entrepreneurship,,leadershipyears,domain,adulthood,"-0.24084,0.3,0.7} ",technical_skill,problem_ ,: ,O,primary_shared,2025-04-26 14:55:00
mostlyc6-94c2-49bf-8f6c-9a9cb4b61e26,58,Shona,technology, ,wisdom ,age_taken,M0...,collaboration,vision,: ,C,", ",collaboration,2024-01-27 23:00:00
mostlyef-1296-42b7-b993-77ce71ab445c,52,Shona,leadership,":, 5",domain,adulthood,"F,_solved",D ,strategic_thinking,", ",O,", ",domain,2024-03-06 07:08:00
mostly92-5627-4d72-a719-7d46647ffd0a,23,Igbo,leadership,wisdom_shared,collaboration,Average,"innovation, ",S,innovation,",0.4,1,-0.",description,In-0.,: ,2025-09-27 12:51:00
mostly88-4eba-43d4-9ff1-f059276f8495,22,Amharic,governance,: ,wisdom_solved, ,recorded_language,symbolic,innovation,", ",symbolic_solved,technical__embedding,primarynbs bt and serts b andporing fers st m b.,2025-08-10 02:29:00
mostly82-405a-4875-996e-004dbbc68360,32,Zulu,technology, ,problem_at,P_,", ",} ,technical_skill,C,location,H_demonstrated,", ",2025-07-28 06:13:00
mostlycf-f751-4109-a93a-3eba353e8ae6,55,Shona,technology,problem ,2025 ,domain_embedding,", ",L with,strategic_thinking,: ,_,",2","H8, {",2024-08-06 14:18:00
mostly6e-1e11-40c3-a1f7-3d3b1afafce7,38,Igbo,entrepreneurship,primary_solved,domain,", ",", ",",",technical_skill,", ","- andyears,",wisdom,impact,2024-03-23 22:07:00
mostly68-2d36-4b3c-bf78-06aa49803a01,61,Zulu,technology,",9 {",},"problem_,}{","S_D,t sor,T",P_logic,empathy,collaboration_skill,symbolic_embedding,", ",recorded_language,2024-02-24 08:11:00
mostlyc5-5be2-4762-98a0-2cc4dea57672,61,Yoruba,leadership,wisdom_at,domain,collaboration,: ,expertise_,leadership,problem_,"St_, ",wisdom: ,"leadership,ed.",2025-04-11 17:43:00
mostly98-dea2-4505-9576-9f7f6fc70ec3,32,Hausa,governance,P,",-0.",adulthood,recorded_solved,"A, ",technical_skill,symbolic_years,description,", ",technical_d,2025-09-27 12:51:00
mostly6a-e7ad-495b-a4b9-030986b7c3aa,34,Igbo,education,A,: ,", {",", ",adulthood,technical_skill,: s,description,", ",wisdom_logic,2024-07-19 07:23:00
mostly14-ddfa-47fd-91d2-549d865349c2,45,Oromo,healthcare,", ",impact,R,symbolic_embedding,"0.5,0.",resilience,If,M_logic,P,description,2025-07-17 21:55:00
mostly47-4d7c-4b56-8802-712aa09546fc,52,Zulu,technology,",-030.9,0.05,0.46,0.2",: ,M_at,adulthood,",: ",empathy,age,impact,location,"problem, ",2024-03-13 02:16:00
mostlyb4-8611-4d1f-ac85-8c9e3c75e6fe,23,Hausa,governance,neural},age_years,symbolic_demonstrated,age_taken,2025} 4{,leadership,"Puc and fres b,0 p.","leadershiplanguagees c inor, ",: ,recorded 3_embedding,2024-01-21 18:36:00
mostly4a-94a8-4c90-8e76-fc7c841ada5b,41,Swahili,agriculture,domain,2025_demonstrated,"}_years-atcers-03}-yer.9,1.,0.",P,", ",vision,Con,collaboration,: ,problem_years,2025-05-25 13:51:00
mostly88-9521-4a03-9d7a-14e8af0826d2,28,Shona,entrepreneurship,strategic,: ,: ,agesolved5 ,collaboration,technical_skill, ,recorded with ,F ,approach withs,2025-07-06 02:26:00
mostly2d-ebdb-45e1-bc04-5bb43cf3d0ed,31,Igbo,entrepreneurship,: ,", ","approachr and in por; c c for_erg and and r, and anderc, ed",: {,}} ,technical_skill,problem_primary0: ,: ,description,If{,2025-07-18 01:50:00
mostly6f-e3b1-49ee-adca-2841d30ee860,40,Igbo,governance,"2025,,0.",impact,},Averagerau,,leadership,}}_years,impact,S,impact ,2024-09-27 04:04:00
mostly5d-c11f-4bed-96e4-396806a10fea,52,Amharic,entrepreneurship,S,primary_language,", ",: {,recorded_at,strategic_thinking,location,: ,: ,domain,2024-10-11 13:33:00
mostlybb-048e-4f4b-9faa-2a07906c05af,58,Hausa,healthcare,wisdom,: ,F with,"R0-0%, {",leadership_language,strategic_thinking,"L with} wither.9,-0.0.15",strategic,domain,description,2024-03-27 15:53:00
mostlyab-7947-4432-b65b-f729f1e4d027,58,Hausa,governance,problem_demonstrated,impact,: ,}_embedding ,_shared,technical_skill,C_demonstrated,: ,:.,domain,2025-04-04 05:42:00
mostly38-5973-4dd0-9b90-859cf3271884,48,Shona,entrepreneurship,impact,S,-011.,expertise,age_embedding,technical_skill,age_solved,expertise__logiclanguage,C_: ,_shared,2024-09-16 13:46:00
mostlyf0-37b2-4193-bdb8-e219cbfdc42c,45,Igbo,education,"F etg, and.",D,: ,approach_shared,age_language,vision,"L_s withas.7, ",: {,domain,:} ,2024-05-27 03:50:00
mostly77-6537-403c-8c9c-fafcf213c793,65,Zulu,governance,,: ,}_embedding,technical_shared, ,leadership,", ",adulthood,recorded ,",_",2024-03-23 10:19:00
mostly96-f9c9-455d-9cee-54d6a351fe1e,27,Oromo,leadership,"In, 3",0 ,Pe_taken,wisdom,agedescription,resilience,", ",",10.3107,-0.082,-01.08,1.{",primary_taken,: ,2025-06-19 16:18:00
mostly62-d340-4ef5-bd12-009faf86a294,36,Yoruba,agriculture,", ",expertise_demonstrated,description0c,recorded_shared,If_languaget,technical_skill,-0.,} {,"}-0.029014,1,0.5,-0.0587,1.5.,1. 5",domain,2025-08-27 08:18:00
mostly69-7f3f-4cfa-8025-c06c1b850fe7,51,Zulu,governance,adulthood,collaboration,: ,neural_logic,innovation ,resilience,wisdom_at,symbolic_at,Red%ser-d st st-.,B,2025-01-28 06:01:00
mostly6a-2378-4663-bb2a-c9d1907b16d7,48,Swahili,technology,: ,S,impact,A ,problem_logic,vision,H00{,symbolic{,problem_taken{,symbolic_thinking,2025-02-12 05:21:00
mostly46-e391-48fc-9224-a113365b1b0e,54,Amharic,education,location,If,neural_,age_solved,2025-.,empathy,approach_,impact,", ",", ",2024-02-27 11:15:00
mostlye7-afaf-4932-a16e-eb224cb7878f,28,Oromo,healthcare,", {","2024,- ",location,: ,strategic_,empathy,} ared andori.,D_language._solved,"symbolic,solved",: ,2025-07-26 15:31:00
mostly26-c8f8-4856-9c0b-0dbd4be2c91f,44,Hausa,education,symbolic.,problem_yearsare,", ",location,location,empathy,description,neural_years,2025 ,location,2025-09-27 12:51:00
mostlyc1-aca5-4b64-b1ea-8a9301c37144,38,Amharic,education,strategic_solved,} with} metw withc withes.,impact,domain,", ",strategic_thinking,",_",expertise_embedding,approach_taken,expertise_logic,2025-09-18 15:44:00
mostlyfa-b7f6-4391-8642-6453749aac6e,54,Zulu,agriculture,wisdomyears ,wisdom_sharedat,domain,,recorded__years,leadership,age_taken,", ",: ,problem,2024-01-11 21:17:00
mostly2f-dc0c-4127-94e7-b1ae4cc1a7d1,48,Swahili,technology,neural_.,O,: ,2025_shared,", {",strategic_thinking,expertise, ,strategiclanguage,} {,2025-04-26 00:32:00
mostly45-af87-4f7c-ac86-f98b2ad78e5c,27,Igbo,leadership,collaboration,Averageh , _,Average_at,: {,leadership,approach_embedding,Worked: ,: ,problem_cembedding,2025-02-04 04:34:00
mostlyed-4167-4430-b8c8-e9dbdbb13ac6,45,Igbo,healthcare,collaboration,2025locationatab- s toitces.,", ",A,problem_at,leadership,recorded_ ,primaryed ,collaborationsolved1,expertise_logic,2025-05-04 02:37:00
mostlyd8-4f62-4669-af86-79f223e319b2,29,Igbo,leadership,,: ,symbolic_yearsi ,S c cs and.,"neural_demonstrated4yats tocying toa%cents forers, st2_trep,c- and in.",strategic_thinking,2025_thinkinglogic,: ,primary_shared,: ,2024-04-25 14:44:00
mostly65-c316-4945-974f-2d6e00f168e0,57,Hausa,governance,"R0.9, ",: ,recorded_t:}}.{,", ", ,leadership,"symbolic_,{","P c towitale, {",Sr prepi ced- to.,primary_thinkingembedding,2024-08-11 23:06:00
mostly69-3f5e-4c4a-8f01-07ed53762614,31,Igbo,entrepreneurship,expertise_logic,: ,"Ife fy,-T.",2025: ,--1.,innovation,: ,C,: ,problem_sharedyears,2025-07-05 10:28:00
