id,age_years,primary_language,activity_type,description,lesson_learned,social_context,proverb_or_wisdom,emotional_development,location,symbolic_logic,developmental_milestone,neural_embedding,recorded_at
mostly59-f53c-41d2-9390-ba430b985cb4,12,Yoruba,cultural,description,: ,}}neuralic {,neural_type,respect,: ,: ,activity_,}_milestone andu,2025-09-28 19:43:00
mostly83-e0b9-4c62-94a4-625c03cb2b54,8,Igbo,storytelling,"2025.5, 4",C_language,I,C thees.,curiosity,If {,",orteasd and nas;caal ptl h",emotional_embedding,: ,2025-01-10 02:28:00
mostlya0-d296-4b88-906a-b686a94b06a3,7,Yoruba,storytelling,", ",", ",If,age,cooperation,N,location,"20256,0.4,2: recorded,-0.",,2024-02-09 04:38:00
mostlya1-55c5-42b7-bb11-916b69afa56f,8,Igbo,play,age ,neural_embedding,lesson_logic00,,empathy,:,C}esl.,lessons,developmental_milestone,2025-05-06 14:07:00
mostly6f-2481-483c-9d18-b4762b527fca,9,Oromo,physical,location,developmental_context,developmental_wisdom,lessonlogic,curiosity,: ,", {",Ifanases.,lesson_type.,2025-07-27 04:43:00
mostly52-a8fe-4734-9ea8-f7ec8ef6d64a,5,Igbo,creative,description,: ,symbolic_or_or_logic,emotional_logic,confidence,primary_milestone theu.,developmental_wisdom,age_or,B,2024-04-07 08:23:00
mostlyd6-04d4-497c-a5c2-cb60061b92e6,12,Hausa,cultural,", ",recordede_language,description ,", ",respect,activity_logic,P,2024- ,"Hausa, ",2025-05-11 06:09:00
mostly17-397b-43e7-8141-5d2b031105b8,3,Amharic,game,neural_embedding,: ,description,", {",confidence,social,__context,Ifas thea aes in hpesor the inal,: ,2024-02-16 01:55:00
mostly32-cde6-44fe-ab0c-ffd7c31c29e5,5,Hausa,game,Sandesit {oing,emotional} ,age_: ,P.,cooperation,developmental_language1.,If,",1",primary_or_embedding,2024-02-15 03:47:00
mostly07-46df-4ed5-a49e-a455a6c99f4e,7,Hausa,creative,T_or_language,emotional ,",  : ",developmental_learned,cooperation,location,E cpmesringaredes ando pyod anda aoredikes.,,Ifi_wisdom,2025-09-28 19:43:00
mostlye5-ab7c-4509-b482-e0e3382bc11e,8,Swahili,storytelling,age,,: ,,curiosity,: ,", ",primary_milestone,"play, ",2025-01-08 11:53:00
mostly71-22a8-409f-acb1-1bbb3c2bf6c3,4,Yoruba,social,childhood_development,"2025-27,-0.,0...2507,--1.0838-0.627,-0.19T451.9,-0.","recorded, ",: ,respect,proverb_logic,: ,"}developmentt a sbenpy,-0.19,0.284.",symbolic_learned,2025-02-13 10:28:00
mostlyf7-7133-41f6-b596-3e623bd3c21f,7,Oromo,learning,Swahili ,Zulu,,location,confidence,: ,"Pad, and p kar b withans.",age_milestone,"}0..1964,T}1..4,.15129,0.52,-1.19, then.7,_07",2024-03-04 13:21:00
mostly3e-b2b7-4cec-bd29-9e66378768b1,4,Zulu,game,: ,Ifari,Cs ,"Eas; pero, theh, thenp theninget n.",curiosity,",_learned",",{",lessonan,social,2025-06-07 07:07:00
mostly92-9b33-4be5-aa90-bdf777eabead,10,Yoruba,creative,symbolic,2025-050..,B,}{,creativity,primary_language,lesson_years,developmental_learned,: ,2024-03-14 10:30:00
mostly67-cd9f-4a3c-a6d5-55207ccdd586,4,Yoruba,cultural,neural_milestone,: ,age_type,emotionalrecorded,respect,"symbolicre s m te, ",social_type s,: ,activity a,2024-05-03 20:53:00
mostlyd9-dc6f-43b5-a8e0-9c966cfe60b4,3,Amharic,game,neural_learned,childhood_context: ,If,age_type,respect,,", ",":00, and00","description-05.,11.",2025-03-20 23:03:00
mostlye3-a7e5-4f6d-8c76-be70f74b35bb,3,Swahili,learning,,childhood: ,lesson_or ,"-0.8,-0-91.",confidence,2025,M,Hausa_learned,age_years,2024-02-09 02:43:00
mostly24-7251-4886-94d0-cae756d4d58e,7,Oromo,physical,developmental_milestoneT}development.,: ,neural_wisdom,T- ,confidence,developmental_embedding,: ,neural_logic,emotional_logic,2025-03-04 07:22:00
mostly25-b4a8-4f2c-a0f2-fc393533b779,9,Swahili,game,"respectank;sor,.","C0.2310 to,.",} ,: {,resilience,Pe,"--0.883828,104-1902..",E,S ,2025-09-28 19:43:00
mostly7c-beb8-4f76-a18b-0a6796363c4d,11,Yoruba,storytelling,M,social_or,If,primary_language,cooperation,2025,: ,Ce ande e to s.ktsed).,recorded_at,2025-09-12 20:38:00
mostly73-d5ee-42ad-a5b2-8048880c5aca,3,Swahili,play,location}},H},{,age_years,creativity,recorded_years,Amharic: {,C_at,} {,2025-09-05 01:48:00
mostly89-8594-485d-a3cc-1e6292fff7f6,4,Amharic,storytelling,", {",age_type,location the the sitau)uo a then for twy andedes so and,activity__or,resilience,age_,If,If,developmental_years,2025-05-06 06:53:00
mostly49-2e68-43ed-8288-8f8a6d0b74df,5,Zulu,game,Amharic,primary_type,N_k,"recorded}ortsl the ine, thener p mort in he the andy.",cooperation,developmental_or_,: {,primary_embedding,symbolic_context,2025-01-05 04:55:00
mostly52-c645-4c47-9242-7cf7945d030c,11,Zulu,play,", ",2025 ,social_or:wisdom ,C_milestone,cooperation,primary_learned,: ,Ssand  hhringesus.,description,2025-08-27 08:19:00
mostly15-f527-41b2-9d67-abdd301abb95,7,Zulu,social,neural_learned,"A-1120.69307,0.9.",age_language,confidence,cooperation,", ",} ,primary_language,: ,2024-08-12 02:44:00
mostlye9-993c-4ab7-818f-e301a0f2b445,8,Igbo,creative,"proverb_milestone, ",",0-.761,-0.097609,00.81340.61,0.965, then.050},.1,-0.606,0.0","symbolicices, thens. the andas in ake toc hen spy to byb isu ( d with pess,era.",developmental,resilience,social the,: {,", ",symbolic_embedding,2025-04-02 09:38:00
mostlyf4-eb2c-406e-8acf-499c5b559099,9,Shona,learning,primarydevelopment,}_logic,H_.,Te mts a,resilience,proverb_language_development,If,neural_at,: ,2024-06-27 09:59:00
mostly30-73eb-4149-aec5-d0d6b3d1d4d2,6,Hausa,learning,ageat.,", 8 ",If_,emotional_learned,empathy,activity_-: ,location,Swahili,"Ifaorts the the wp har to the w, thenor theninging and pingt,- s-0.72,-0.",2024-05-31 10:36:00
mostlycd-68af-46a9-a204-6638a40fe0d9,7,Amharic,learning,emotional_learned,recorded_years,,primaryat,respect,", ",", ",respect.,respect,2024-11-19 18:32:00
mostly79-e100-45db-811d-4f4d43fc0fef,3,Swahili,storytelling,", ",: ,",1 ",lesson_at,curiosity,proverb_years,neural_logic,lesson_milestone,: ,2024-10-10 23:07:00
mostlyc1-c6ab-4a40-8265-69484db35923,9,Shona,play,activity,",.052,0..45, ",N,,cooperation,F,S_type,description,description:00 ,2024-09-05 03:53:00
mostly0e-ad9e-4ed2-b624-08e33559e13d,3,Zulu,game,symbolic_logic,2025,social_wisdom,,confidence,Sor_at,", ", ,proverb_milestone,2024-01-26 03:37:00
mostlyc5-0bc1-43b5-832c-d206741edd93,3,Amharic,storytelling,", ",R0.,,_e,respect, ,: ,age_years,}}_ ,2024-12-14 01:14:00
mostly60-f3c0-4fce-94c4-2ee1adf19f0f,4,Shona,game,neural: ,", ",description,symbolic_language,empathy,symbolic,E_milestone,social{,: ,2025-07-30 09:38:00
mostly2e-fc04-427c-a566-4847ec3f73d7,6,Yoruba,play,}r ,symbolic,",-002",childhood,confidence,"socialoreg, and",location,lesson,"descriptioner ining w,b.",2024-12-24 17:28:00
mostly29-baaf-4602-a469-7d4875235385,11,Swahili,play,age_or_or,proverb__wisdom,age_development,:} {,curiosity,recorded_development,"I s in s, thensattstie,ed the",neurall,}} ,2025-06-25 15:19:00
mostly45-80d7-4420-a6df-689561bf0a6f,5,Hausa,game,developmental_milestone1,primary_language2_at,description,social_context,cooperation,},Nr.,Swahili,P.,2025-04-02 11:18:00
mostlyea-5e94-442b-85d3-f0ace9f71052,5,Igbo,social,Ife aes t,K_context,: ,C_at,confidence,Pie thetme the stanss-alingtt.,neurallanguage,primary_context,}_wisdom,2024-09-09 00:19:00
mostly05-c8c9-4ab9-9292-8edc748124df,11,Hausa,play,primary_learned,: ,"SwahiliTpktsal m, ",If,creativity,F_embedding(ororesemtingm(en.,childhood,"recorded, ",neural_milestone,2024-04-28 17:45:00
mostly59-8782-4067-9bc4-97fb45666c9a,12,Yoruba,cultural,2024_logic,F: ,confidence,S ,confidence,Eeker in.,", ",age_logic_language,S,2025-03-19 09:28:00
mostly5a-ed77-40ca-bcfb-10aefd863c6e,9,Shona,social,recorded an,primary_or_learned,", ",If ,cooperation,C_milestone,: ,age_context,age_embedding,2024-03-10 14:39:00
mostly08-ec5d-457e-a041-66fa9843d85d,8,Amharic,creative,B_learned,lessonor_wisdom,symbolic_learned,R_development,curiosity,emotional_learned,neural,"A, ",play,2024-02-22 02:38:00
mostly44-bfc5-452d-baae-df167748ae17,5,Zulu,game,playrping,recorded_learned,developmental_wisdom,,cooperation,"developmental, ",emotional__language,learning,social0.,2025-03-09 22:16:00
mostlyc6-5c4a-43b5-8f9b-55ad7363b6f5,5,Igbo,play,", ",location,2024-,emotionales: ,cooperation,location,: {,symbolicat,", ",2024-12-25 09:55:00
mostlyd6-7993-4da3-b7b3-08995b2e818b,6,Yoruba,learning,descriptions,emotional,proverb1ati ,2024},confidence,respect,symbolic_milestone, ,recorded_years,2024-12-05 09:22:00
mostly04-b572-4dda-b097-9d325b2a0d9e,12,Shona,cultural,If_logic,developmental_development,K,lesson_or s ,creativity,location,,proverb_years,lesson ,2025-08-30 08:21:00
mostly59-0253-4cf8-b8c4-eb1b0847a8e3,3,Amharic,physical,activity,developmental_development,", ",symbolic,confidence,R_context,: {,} {,", ",2024-05-15 17:30:00
mostly2d-f175-4fc8-9812-34fefe9b13a9,5,Hausa,storytelling,C_language,learning,description,symbolic_wisdom,respect,P,B_logic,proverb_logic,confidence,2025-09-28 19:43:00
mostly6e-2497-4f64-9bb3-43e4f49cb89e,12,Zulu,cultural,"S-16s,1.313,-0.0408312,-0.6215-,0.1-3",S,primary_context,H_years,respect,E_type,confidencealping a m m and htiy;etsesy then to,",0.", ,2025-08-09 11:43:00
mostlyf7-973e-4b56-bbfb-b38b6361a507,11,Amharic,social,developmental_or_wisdom,lesson_wisdom,neural_type,I.,cooperation,: ,", ",Ifes ,emotional_context,2025-02-09 08:01:00
mostly62-5295-4634-bcff-f63987ec6773,7,Oromo,social,"-0.13050.39T,-0.62912,-0.707,-01.75,11307,--10202-1.07",S_or,social_at,: ,respect,neural_milestone,: ,description: ,": -0.71847, ",2025-08-08 03:14:00
mostlyd9-2482-4658-b184-7f93b41a9874,6,Oromo,social,primary,If the,developmental,primary_language,creativity,If_years,play,confidence.,"F, ",2025-09-28 19:43:00
mostlyb8-2403-41e8-85bd-9b792418ca34,6,Hausa,creative,location,"Eesip aupsor,b cessw.",", ",age_oring,curiosity,", ",A,emotional_at,} {,2025-03-26 09:40:00
mostlya4-f27a-42cf-8c9e-d07a14234c4f,7,Swahili,storytelling,R_language: ,}{,: ,Amharic,respect,: ,activityactivityor_at,A ,2025,2025-01-19 13:00:00
mostlyc0-805a-4f22-a03f-1b717922700d,10,Yoruba,storytelling,primary_context,"P, ",neural2024_years,C,curiosity,description,social_language,neurallanguage,neural_at,2024-08-15 20:02:00
mostlyb0-7296-44e0-bf08-7d51f1728644,8,Igbo,storytelling,":embedding, ",P as,activity , ,respect,,symbolic_logic,"N--1.5,0.",S ,2025-04-26 22:43:00
mostlydc-8b60-4852-ae1f-ff6516082aab,8,Igbo,storytelling,learning,proverb1{,: ,M,respect,} {,lesson,: {,If,2024-05-18 01:45:00
mostlyd1-bcfa-4929-88f3-7ae3885a74a4,5,Igbo,creative,,Er smeo ,", ","20240.088,-0.8T15,15-080806}: ",empathy,age_context,activitykasa,symbolic h_,respect,2025-02-28 08:42:00
mostly66-7ae3-4ed9-a2ad-cdf04bce61f3,5,Zulu,game,} ,: ,If,: ,resilience,description,: ,"2025-0.06-,-T07: ",M,2024-05-21 15:53:00
mostly91-e93e-4351-abf2-9522fa57a73f,4,Yoruba,learning,lesson,"2025-0108,-02.06011,-.",description,,confidence,"primary a fa f p theves, ande, ",social_learned,So ,:00,2025-02-19 10:02:00
mostly6e-e329-4c10-824b-06e6b0a11920,9,Amharic,learning,: ,,play ,recordedi {,curiosity,neural_embedding,}B_embedding,activity_logic,", ",2024-03-07 15:07:00
mostly0f-37db-4620-8250-a6bfe71b4a37,6,Igbo,storytelling,}description and_eses,location,Zulu,location,resilience,social_type,: ,F, ,2025-09-28 19:43:00
mostlya9-1b78-4618-8393-245f22b2ddb5,9,Shona,game,developmental_type,If,", ",: ,cooperation,emotional_or,proverb_language,S,Swahili ,2024-07-09 19:30:00
mostly3a-f3ae-41da-9875-efb96373284b,3,Oromo,game,, ,locationasalane ,neural_logic,curiosity,} {,neural_language,lesson_language,Amharic,2025-07-04 04:49:00
mostly32-1137-473c-a8e3-d431eeb05ea5,7,Amharic,cultural,Ban,developmental_ ,} ,} {,confidence,emotional,Ifank medingky kal witho tos and andta).,:,Mat,2024-01-24 01:03:00
mostlye7-f1dc-41d5-b912-713fb012fbf2,6,Igbo,learning,primary_embedding,location,,If,respect,location and-a.,location,I,-,2024-06-03 09:43:00
mostly51-4f1e-4a3f-be75-4782a7d54e8b,11,Swahili,learning,activity {,: ,{,,curiosity,: ,description,", ",Swahili:,2024-07-09 10:40:00
mostly66-d92e-409a-a873-7c4982ae0d18,10,Zulu,learning,symbolic_wisdom,: ,"Buaresubip, ",P,empathy,: ,", ",{,B thes; withing,2024-05-30 15:49:00
mostly31-2cc4-4962-b5ed-f9454ad7d9e0,7,Hausa,creative,description,recorded_logic,S,developmental_language,confidence,neural_milestone,activity {,"If mts a s, then s,0.584,,0.256 ",: ,2024-01-19 18:54:00
mostly4c-abe0-440b-8bb2-2a61a61b4289,8,Amharic,storytelling,respect,: ,neural,2025,respect,Zulu,emotional,: ,childhood00,2025-07-18 04:48:00
mostlyad-21ea-4c55-9601-8e85d99c37e7,8,Shona,storytelling,recorded_years,"Ifies, then and",,{,curiosity,If_language,T_type{,location,"K}, ",2024-10-28 22:07:00
mostly30-9c74-4343-b143-0b064b051e70,5,Swahili,storytelling,O_,description,: se s bi and rey the ner.,childhood,cooperation,,neural_wisdom,B_context,C_years,2025-07-25 15:48:00
mostlyf5-cf9d-4df6-8e80-d324f7f66ee0,10,Zulu,game,I.,B_atp pargu fe in {,",_embedding",,cooperation,learning,recorded{,If_milestone,Ksocial_learned,2024-08-18 04:02:00
mostlyfe-575d-4897-b72f-02ad51d1193a,6,Shona,learning,recorded,:,"respect.4,-0-21.0171,-0.4543591,0038305019,.691,14, then0.66 ",,curiosity,primary_development,2025 ,age_learned,B: ,2024-06-05 15:19:00
mostlybb-fe46-458a-816e-ff88b391ee24,12,Yoruba,cultural,description,neurala f no with s mk- and.,Amharic,Hausa,confidence,{,"2024-0213,-121.802,0.03,-0.25.0848, ",N,emotional_at,2025-08-07 17:36:00
mostlybc-4150-4be1-8924-8457ed3bb12a,6,Igbo,social,,"N, ",description,"Ifin the;) aeds, st ssh sk",curiosity,: ,: 8 ,Amharicm theal,description,2025-03-19 14:59:00
mostly68-b6e8-4ce9-b1f6-37313317a91d,3,Swahili,learning,- ,location,N{,location_,cooperation,recorded_development: ,cultural ,S,,2024-08-02 15:02:00
mostly0f-6840-4550-930d-f62568c2f79c,4,Swahili,game,I,", ",:} ,R the,cooperation,location,neural_embedding,: ,"I,1.",2025-09-28 19:43:00
mostlyf3-f94e-4678-bf4c-c1bff9474d25,9,Oromo,play,recorded_learned,If ,H ,Pi ted.,resilience,symbolic_atan,", ",age_context,cultural_atlanguage,2024-04-04 09:05:00
mostlyf6-c422-4779-90e0-a65f7dc76f8c,10,Yoruba,learning,}age,lesson{,proverb_type,location,resilience,S_language,: ,respect,respect_context,2025-05-26 08:32:00
mostly6c-74f8-412e-9bcf-237647ea785d,6,Hausa,cultural, ,2025,age_wisdom,lesson,empathy,}_logic,O,If_,T_embedding: ,2025-09-28 19:43:00
mostly40-c456-45c6-ac80-b503ddf41fa0,4,Yoruba,social,", ",neural_context,2025 ,2024logic,cooperation,"B,0.",proverb_,activity_type,},2024-03-27 00:54:00
mostlyc3-4696-44ca-8fbd-55c884a39648,3,Shona,physical,B ,Ifrials thea.,activity_wisdom,:  ,confidence,activity__years,age_years,activity_milestone:00,description,2024-07-07 04:48:00
mostlya2-0042-483c-8ca0-cae190035880,10,Zulu,game,P- (n- ,", ",primary,Hing).,cooperation,"If, ","Pat ct thear, ",If ,2024,2025-04-02 19:20:00
mostly81-bf1f-4c1f-a655-711607e5f7e9,11,Swahili,play,symbolic_development,", ",location,primary_language,curiosity,", ",2025_years,description,description,2024-04-09 21:01:00
mostly7f-bbb1-480e-acef-99461b9deba6,10,Oromo,physical,: ,description,", ",B,creativity,",0.",", ",: 7: ,respect_: ,2024-05-21 09:32:00
mostly67-2bba-4063-9dfa-eba89be23dae,12,Shona,cultural,If,,age_logic,"2024-14.3807,",respect,description,"R the b mcs hta withor withsc h, theny auts.",R_years,"socialcontext,,-1.13146,--21T16.7,-00.2106",2025-02-09 16:05:00
mostly53-45a4-4f8d-8571-c998812b0c13,11,Swahili,physical,"If you a a inor hak the ti) thenter, theno ",activity__type,2024,"-105,0.0795-.0.8031,0.80",respect,P,childhood,primary_at,}neural_logic,2024-10-15 15:09:00
mostly45-c5a0-45ec-83d7-275a655a1fca,10,Shona,cultural,location,developmental,M ,2024,creativity,: ,"developmental-0}9.93, ",symbolic_atk,2024--21-0.,2024-03-29 20:29:00
mostly8d-2503-4e6e-89bf-cc0c2bd1a95e,5,Igbo,learning,", ",Zulu,I,", ",cooperation,:00,lesson_milestone,", ",activity_,2025-08-27 15:33:00
mostly1d-e10a-4151-9241-4a65cf7f310f,7,Amharic,learning,: ,: ,description,S0.,confidence,"Ifo, ",R00,activity_development,social_language,2024-04-22 16:46:00
mostly0b-ba08-4026-ad13-33dd8f779c8d,12,Yoruba,cultural,: ,social_logiceed,"}.06, ",,respect, ,,P,2024_at,2024-10-25 01:17:00
mostly01-2362-479c-b1c5-7165bdf4af51,8,Shona,learning,neural_language,2024,A_,respect,confidence,"202507orp;, e w and",: {,locationes,developmental_embedding,2024-03-26 07:40:00
mostly46-cc1c-41f0-9bdb-8f5d48b733cf,11,Swahili,storytelling,proverb_at,social_embedding,{,symbolic_logic,empathy,emotional_learned,emotional,E_logic,S,2025-08-18 19:26:00
mostly44-9064-4207-b791-31707efec4f9,9,Amharic,creative,primary,lesson_wisdom,C,emotional_context,confidence,},2024,social_type,} ,2024-08-09 13:47:00
mostlydc-9a3b-4551-b0fb-d25247a8300b,12,Hausa,cultural,location,location ,"Hsd.7.03,1,-092-1-0.1811T,-0.040.",neural_embedding,respect,: {,lesson,social_recorded,description,2025-03-28 14:12:00
mostly20-0bd0-43c7-8c6d-8e47e721f598,10,Swahili,learning,"T:,a {",activity_type,: ,description,confidence,"Ifw, and the;ingp, ",respect,Zulu ,F,2024-05-25 17:28:00
mostly66-a95f-48dc-8871-8453477e0b95,8,Amharic,creative,"developmentalrecorded, ",,"age-070.1217, then.3,0.1504, ","}-0.-12,0.40 ",respect,{,P bs,},recorded,2025-04-27 10:00:00
mostly16-5865-431f-8489-b07ee7ad613e,7,Igbo,cultural,F,}} {,S:in}c iness,primary_learned,respect, ,KSast.,S,", ",2025-03-22 21:00:00
mostly1f-5b2b-412f-b38c-42d31cb2b8ef,12,Hausa,learning,C ,", ",H,I,resilience,If ,respect,: ,recorded_learned,2025-07-31 04:09:00
mostly5a-a38b-4e8b-a5ad-8d99be2769f3,12,Hausa,cultural,description.,"2025, ",: ,primary,respect,"R2l and, then.",location,emotional,",",2024-04-25 19:59:00
mostly65-1cb8-4204-9e84-6ad768740261,9,Igbo,game,location,If,},":--,0.06-0.29473,080.72",empathy,H,If_at,S_context,,2024-03-27 18:29:00
mostly19-0d08-4d3e-acff-921ec04d1d79,4,Igbo,game,Amharicale,: ,symbolic_logic,,creativity,developmental,proverb_} ,P,primary_language,2024-08-17 13:21:00
mostly60-3e01-4c8b-979c-d3b5a2e21c33,3,Amharic,social,R_or,B_embedding,2025_wisdom,P,cooperation,If_years,: {,: {,description,2025-05-24 04:15:00
mostly59-eb08-465a-9e70-51a6fb363322,4,Shona,creative,", ", ,,If a baserwin ,cooperation,Pi f the,", ",developmental.,:,2024-11-27 16:28:00
mostlya3-76ed-428e-ba08-666eae0ae9e8,11,Hausa,learning,lesson_logic_at,activity_type,,play,curiosity,M_type,"emotional theo w,-0.909,-0.18-148-1.8-,-1..4838,T07,01.3832,.,-0.7",neural_milestone: {,respect,2024-06-27 23:12:00
mostlyc0-ccd8-4e89-b938-80e572fae178,8,Swahili,play,} {,"2025-20.32914,0.0883,-0.7,.028,-25.T17, then00T,1.0.415285,0.0816,-0.306-08,-270.585,-,-0.1101,0.5736,0.1957,0.27T,-012.",,social_,confidence,location,C_i,", {",location,2025-05-08 17:45:00
mostly37-5a3e-49d4-a467-661cffdcb094,5,Amharic,game,S ,If a the hat(i.,developmental_years,K the,confidence,P ,age_years,: ,lesson_or_years,2024-09-21 09:40:00
mostlycd-a12a-4f2e-8f7d-be2db1d99a96,7,Zulu,play,description,: ,confidence_learned,location,confidence,A,location,symbolic_,location,2024-07-05 12:28:00
mostly35-f162-47f2-b55d-93cc8b45f62b,11,Yoruba,physical,,2025_learned,Tlanguage,: ,respect,Ifter,F.,description,neural_at,2024-03-11 17:47:00
mostlyab-ff6b-4a2b-90a4-38b2cc788cea,4,Zulu,learning,I,", ",},activity_milestone_milestone,curiosity,lesson_logic,: ,symbolic_context,F,2025-08-09 12:19:00
mostly44-b412-42ef-b146-6ceff21e6b44,6,Zulu,physical,activity,"Pasaes, ",C_embedding,childhood,confidence,"If-0.11:,0.,-0.71,-090.25,-0.90.",,recorded_or the ,age_years,2024-08-17 07:48:00
mostlye6-291b-4a70-af74-90f3f97b360a,12,Hausa,cultural,2024_context,M.,symbolic ,proverb_contextt: ,confidence,Sor_development,Swahili,: ,proverb_language,2025-01-28 22:28:00
mostlyd9-0c8d-472c-9028-a335fe038ada,12,Yoruba,cultural,lesson_at,social_wisdom, ,proverb_type,resilience,U,respect,neural_at,"-,-0.4803},-0.53 ",2025-09-13 00:06:00
mostlyf1-90f1-482a-97a1-1bd5f30ad8af,4,Yoruba,social,activity_type,location,,",",respect,age_years,"Ifa the h ss b to to c c, {",A,{,2025-08-16 07:55:00
mostly22-cd52-4d66-9871-99aa17b12a18,11,Oromo,learning,Ifaors theeed;sa in.,symbolicest_es m inayesinging me.,", ","B_type,1",respect,location,location_,lesson_language,social_milestone_ ,2024-05-27 19:19:00
mostly17-082e-45b4-a4a8-c3d08738678e,5,Oromo,storytelling,play_language,_development,Zulus00,childhood,empathy,emotionalor h to h,location,: ,developmental_context,2025-06-03 09:48:00
mostlya3-83bf-4d92-9478-1d9d1c3c3ebb,3,Amharic,physical,recorded1b.,E_or,}{,childhood ,confidence,symbolic_at,description,Swahili_logic,emotional_orlanguage theo,2025-05-15 09:48:00
mostly8c-298a-4381-ac8b-b32935825ac4,5,Yoruba,creative,", ",},primary_: ,: ,cooperation,", ","locationi thea syhes ho,- and c m h.",U,", ",2025-03-17 02:38:00
mostlyed-ae3c-47a7-9fe1-a2fecf1e6fe5,12,Hausa,cultural,childhood,Sae ced s in.,Swahili{,", ",resilience,R as,: ,recorded_language,", ",2025-05-22 12:06:00
mostly06-4bc4-45c9-bd9f-7807e4d6d074,5,Hausa,physical,2025neural,: ,2025.,}_learned,cooperation,,2024_or,,description,2024-03-05 08:30:00
mostly08-76d5-4b70-a454-1bbbe3ce2158,4,Zulu,play,", ",activity_type,age_at,2025_,respect,emotional_ ,"E}ing h s,ed c_milestone fies",agesocial ser tered as-u-.,: andan,2025-03-08 09:28:00
mostly0b-e06e-4576-b5e2-2b1cbd71445b,6,Zulu,physical,If_context,cultural,Amharica,,cooperation,", ",2024,Amharic,proverb_logic,2024-05-17 09:55:00
mostlyd8-d4cb-4e60-b446-cc3494acbfaf,11,Oromo,physical,developmental,Oin_years,"}, ",description,empathy,2024_context,social,",T.4909}0.",", ",2024-06-27 01:49:00
mostlya3-5e2d-43a5-87cd-24577f5f9e64,4,Hausa,storytelling,Amhariced,symbolic_development,S ,"2025T02, ",curiosity,U,}} ,P_embedding,", ",2024-08-25 00:58:00
mostly31-52aa-4280-bbaa-aaff6c8ea1af,5,Amharic,storytelling,location,F,: ,age,cooperation,", ",2025,location,symbolic_,2024-12-18 06:53:00
mostly00-e483-4432-9686-0a9e6ce74af8,6,Amharic,storytelling,recorded,Hausaoor_development,Amharic: ,social_language,respect,recorded_years,", ",: {,cultural {,2024-03-30 21:11:00
mostly66-ac57-4f84-ae86-1fc88eeabc88,7,Amharic,cultural,lesson_learned,_,developmental_learned,social ,creativity,lesson ,emotional the.,",neural__",activity_at,2024-10-02 15:49:00
mostly5b-0d34-4b2d-9ab4-d43fe43a1919,4,Hausa,game,2025,Amharic,Ur aesanc andes in ( aoinines ht in).5,location,cooperation,locationk,symbolic,activity,C_language,2024-10-28 19:40:00
mostly64-239a-4865-b860-2dfd4ec8ba9b,7,Amharic,cultural,2025_years ,If masptal;alal h withites kal,2024,social: ,respect,neuralage:- {,recorded,P_at,description,2024-12-01 06:25:00
mostly93-aa06-4175-ab07-b5fca8cb92d0,4,Amharic,creative,emotional_or_at,recorded_milestone,S,age_wisdom,resilience,"symbolicemotional, ",symbolic_context,},,2025-09-28 02:30:00
mostlyaf-d691-49c3-b5d7-ad2581c22727,8,Igbo,creative,description,location,neural,social_language,empathy,P,"Cmor witheed, and and t thewar to aes the c c..",,Ifa thek,2024-03-07 18:28:00
mostlye3-40b8-4f79-a596-36b22b1a934e,7,Zulu,cultural,primary,Zulu ,R,neural_embedding,cooperation,proverb_context{,,: {,,2025-01-06 23:38:00
mostlycf-5dad-44a8-aa8f-85d4dc5dc211,6,Hausa,cultural,neural_s,learning,location,activity_development,creativity,,If,If_learned,: ,2025-09-01 06:51:00
mostlydd-c4c7-432e-8534-22c63247f99b,12,Swahili,social,_,description,I,If,confidence,description,If_or,", ",developmentallanguage_at,2025-04-07 07:40:00
mostly34-f319-4720-9153-3a201aa430b7,11,Swahili,game,learning{,activity,,"-0..391T,1.2,-0.17911,-0..6288,-,007.47,-1.147",cooperation,Pn.,If,,Oes.,2025-06-09 17:15:00
mostly27-9d85-4fcf-ba6b-95459ca6995e,12,Yoruba,cultural,,", ",: ,lesson,resilience,developmental_context,primary_development,2024: ,2025 a-ers.,2025-07-17 01:26:00
mostly16-97b5-4115-8fdb-e5626325b142,5,Zulu,game,{_milestone,primary_learned,symbolic_type,primary_at,cooperation,S ,:,,}nsm,2024-03-15 08:28:00
mostlyfa-f83f-42c5-9e24-b490e6850740,10,Swahili,learning,"2024-1.04,0",: ,neural_at,} {,resilience,primary_years,activity_type,activity_language,Pa (ess.,2024-11-24 06:51:00
mostlyb2-791d-4df3-aa98-1c243fdfc9b8,11,Swahili,social,2025 ,I,Aat ,activity_: ,curiosity,lesson_wisdom,proverbdevelopmental_-,", {_development",age_wisdom,2025-09-05 11:43:00
mostlya5-c215-446d-bb59-23a02d88cab3,9,Oromo,cultural,proverb_learned,If_ing,proverbemotional_years,lesson_type,curiosity,,", ",P ,Moreua m,2025-04-27 17:52:00
mostlyd3-73d0-478b-b6f2-63f8d7d2dc64,7,Zulu,social,description,"}-T.5, {","20242, ","Ifl thea b, ",resilience,emotionaleeaues.,P {,developmental_development,E a the a cis.,2024-06-08 07:54:00
mostly21-2b34-4e86-b784-43a2d084fd9c,3,Amharic,creative,2024location,neural_type,primary,Hausa_development,confidence,: {,2024 ,cultural_type,childhood,2024-06-07 11:33:00
