id,primary_language,cultural_element,description,meaning_or_purpose,historical_context,modern_relevance,transmission_method,region,symbolic_representation,wisdom_encoded,neural_embedding,recorded_at
mostlycb-f466-4ab2-8510-4e88b3a1922a,Zulu,music,Swahili,:,",-0.611,7 ",historical_,E,"Yoruba, Africa1.1166_12,-1.,", ,"danceaorc,-7-0TT3: ",: ,2025-02-21 01:03:00
mostlyf1-d642-4f15-bd61-f0af3424d2c2,Amharic,craft,symbolicooral:00,wisdom_encoded,description,M{,_{,: {,transmission_encoded,P_,neural_encoded,2024-01-02 12:26:00
mostlyd7-84c7-4417-b793-6582a5434e29,Igbo,craft,Ml.,2024 ,culture,"-0,.31.13,050.3,T,-T.",wisdom ,", ", {,},2024 ,2024-09-18 14:48:00
mostly51-b929-4aed-9357-ecdd049a105b,Swahili,ceremony,Hausa,modern_language,: ,"modern andesy thea toi, and family c, and f pt ces inleers pars.",,,recordedat,To ,Southwest,2024-06-22 18:08:00
mostlyb2-926f-4a1f-a512-0f7fc8b8c3aa,Hausa,festival,"Mbestrsicm, ","-0.303, ",", ",neural_: ,description,transmission_purpose,", ",:  ,modern_errelevance,2025-07-14 00:27:00
mostlye4-a57d-47c8-a425-0ac2b65705b4,Hausa,craft,cultural_embedding,"2025-1.78055,-T8203,-1.0016.,-1.039,-0,1.0.110611,1., ",2024_,", ",M to.,culturalencoded,modern,B , {,2025-09-20 19:39:00
mostly78-dfe2-4f09-a57f-635bcd7e8e7a,Swahili,festival, ,symbolic_encoded,"Toae andal and of and, ",region,recorded_at,A--.,", ",region,: {,2024-02-19 20:20:00
mostlyf4-78ff-4df6-917b-70b2e537a28d,Hausa,ceremony,meaning_at,meaning_representation,"-T,0.,700",G_o,A ofas and social_embedding singg-y.,description,"2024 and, s and",2024purpose,"Mwodo, and.8, and g,s and ss.",2024-07-30 07:00:00
mostly26-8abf-43e6-b8da-ad868179db96,Amharic,dance,: ,Amharic,"primaryeing andensle with, ander hs with, sociald and.ed, ","symbolicing,-ty7e and.",transmission_relevance,_encoded,wisdom_context,culturaloslp.,{,2024-06-18 06:17:00
mostly15-49b7-42a7-b0ea-cd19414ee70e,Yoruba,ceremony,Bt ,"-_-104speaking,0.062900,-1..106,-202,-0.8.14,1216.",To,"symbolic in,Tt and g rey s acation.",Oral: {,recorded_,{,cultural_at,To,2025-04-13 10:01:00
mostly86-a753-41d7-8c6f-a420f785fdc6,Swahili,folklore,cultural_representation,regionut anded andda ,historicalcontextin cation,dance_relevance,To- Nigeria.,", recorded_or_element",culturaling.,primary_or,"To andt social, ",2025-05-11 07:49:00
mostly8d-dc86-4229-a094-e3fd4f933e5c,Oromo,proverb,"C-1, ","2025-e,0.",culture,"Cs withie, and s, and and communal, family-.28,-105,0.",", ",modern_representation ,"-.29,0.8436,-21.0630-1.25148,-0.196.7,0.19613,0. 5,-1-speaking18,001,1.53,-.",meaningembedding,Yoruba,2025-03-20 05:09:00
mostly8f-5a84-49e0-839f-1f14d68dd52a,Igbo,festival,", {",:,", ",recorded_encoded,In in.,In_embedding, ,", ",S.,2025-02-08 09:14:00
mostlye2-3beb-4ef8-86f0-e92686898b82,Igbo,art,To.,R,symbolic,neural_primarycontext,M and.,historical_element,: ,recorded_encoded,meaning{,2025-05-01 12:50:00
mostly2b-b7cc-4a81-85fe-4ff1139f4e3e,Oromo,festival,region,: ,_context,wisdom_encoded,}}} ,transmission,modern_ingo: ,Hausa_t,wisdom_orpurpose,2025-03-25 16:12:00
mostlye6-0756-4b02-a8d4-93a71679563e,Yoruba,music,symbolicat andalyed,recorded_context,recorded_purpose,", ",cultural__language,: ,", uhistoricale. Africa",,Swahili ,2025-06-14 18:53:00
mostly96-5214-4407-a22e-26aa0ae3d3a2,Oromo,festival,symbolic_language,"historical, ",E,descriptiondescription,S{,meaningS_at:T} {-04,Southwest,culture,: ,2024-02-09 20:59:00
mostlye7-138b-4940-ba66-6f419de926dd,Hausa,music,"-0.1,0.",symbolic s ,Pdan,}-3,P,2024,R_method, Bdenseeer.,description.,2024-03-08 06:20:00
mostly14-3bfb-4b61-afd6-e98b0b712c79,Shona,festival,"E-0.364,-0138,061-00.6,-0.,-1061520.278,0..811,_at0.",} ,M_encoded-,Conol to.,recorded_context,A,: ,"P,_encoded",B,2024-10-26 22:34:00
mostly3f-1f0f-4294-b3b4-c8c36b20256c,Swahili,festival,recordedembeddingkle_representation,region,cultural 1,"Swahiliin,s in, and.",transmission_method,Mes ofen cye.,primary_language,",",symbolic_at,2024-02-03 01:47:00
mostly1f-e3ca-4af6-b40b-d27c82f25847,Oromo,craft,meaning_at,regioncing,A of,recorded_.,{,meaning_relevance,culture,Swahili,M: ,2024-09-06 03:07:00
mostly2b-7dca-4d50-967d-14c3e4489323,Igbo,dance,region.,D,region,region,Igbo,,description,: ,primary_embedding,2024-08-29 18:02:00
mostly00-8aac-4b6a-a411-28097d649f71,Hausa,festival,: ,meaning_purpose,",", ,historical{{,description._representation,neural in,"2025-00.16,1.23",region,2025-03-08 18:02:00
mostlye1-2af7-474f-a70b-81c6898a9ae1,Igbo,ceremony,Zulu ,"-,-T080,-0.1",Yorubady:: ,meaning,description,G}context.,,meaning_or,cultural_element,2025-02-10 02:29:00
mostlyac-1be5-4229-9d0e-48a0a9fd4662,Yoruba,proverb,: ,2024 and.,historical_:ing,"Toar, ",Zulu,,musicat-,Aedn and communityit andasa,Oromo,2025-03-19 17:19:00
mostly55-2c52-41f5-bd00-a66d3afbb665,Shona,ceremony,C,: ,culture,Igbo ,"S-0.61223,-1.998, and25,-0.9",}: ,C_,S_at,culture,2025-06-04 11:02:00
mostly71-8f5d-49f5-958b-2d1deb75b822,Zulu,festival,wisdom_,primary_at,: ,: {,modern_relevance_context,Hausa_representation,wisdom: ,", ",Igbo_,2024-02-28 14:45:00
mostlye9-5103-46b6-9eae-2024045b0e54,Yoruba,dance,,modern_at,W} and ml and socialunen and.,culture,recorded.,neural_encoded,", ",C-00, {,2025-02-05 03:24:00
mostly7b-3c59-4214-9e30-cf461a62a2e4,Yoruba,festival,wisdom_,,",-1.7",primary_at,"Yoruba0.79,",recorded_encoded,:00,description,cultural_,2025-05-01 13:01:00
mostly2d-e29b-493c-a4bf-c20c258c9d04,Shona,ceremony,modern_or,Shona,East ,historical_method,primary,description,primary,modern_relevance,C_or,2024-02-18 01:23:00
mostlyc1-10a7-4e48-b420-9804e37832a9,Amharic,folklore,"-1.23701,-0.318,07,0.47,,-0..184.,,-0.81,T,-0.181-,1-1.04-9,",Zulu,wisdom_encoded,,,recorded_purpose,"modernhistorical, ",primary,symbolic,2024-12-13 17:49:00
mostly7b-caf4-4d4f-8181-6fde6ab95c5a,Swahili,festival,primary.,Hausa,transmission_orar_: and and c and c social.,recorded_method,"Dd aan, andoydnid,-07 pe,t and, p and social.",primary__language,C and ba s,"D-a-speaking,1.19,0.38",transmission_context,2025-01-10 05:21:00
mostly4e-55d8-4f42-9067-88defa6a7e09,Hausa,art,,} ,,regionin,"-0.95,0.392104,-038,-speaking2904,0.25T,-0.4, ",modern_encoded,recorded_at,neural_context,: ,2024-07-10 13:27:00
mostly5b-a3e4-4fd6-b9ff-e09fe9142fa5,Zulu,music,culture, ,transmission,"Core b and, ",recorded_or_purpose-,culturale.,_encoded,primary_language,danceat,2024-03-10 07:55:00
mostly18-0220-49f2-9669-2deb7bb31e85,Zulu,craft,E and c,primary_context,"2025-19-,-011--19,-0.3912,-.250.-1.24,0.036,-00.5,613,-0.4,102.040,115060.820,6.313,-:",2024 ,Oral_encoded,recorded_at,primary ,"Southwestucr of community toy toal, and and schools thegg withyicts.",transmission_or_embedding,2025-09-20 19:39:00
mostly0f-f35b-4a8d-8b3c-6e63c3653764,Hausa,festival,region,festival_relevance,: {c.,"culturalores, ",: ,historical.,historical: andao can and the.,neural_encoded,recorded_at,2024-03-13 14:40:00
mostly08-c76c-4b9d-ad8f-7d3f64e90d74,Shona,folklore,region,", ",culture,:00,region,music,: ,region,recorded_or_context,2025-01-25 20:05:00
mostly7a-0767-41d6-9cf3-f229fc18b5a5,Yoruba,music,recordedo._02_context,cultural_--0.,Zulu,meaning_representation,cultural_element,} ,} ,P ,M,2025-09-20 19:39:00
mostlye5-9073-4923-b86f-eac1483f649e,Amharic,dance,culture--speaking.,wisdom,: ,recorded_region,S,description,Oromoer,wisdom,", in",2025-09-20 19:39:00
mostly4e-caf7-4e00-a4cd-8c07aa1a2377,Zulu,festival,region,"recorded, ",,: ,: {,W,Shonaant communityuesceat and.,symboliceers: (,wisdom,2025-09-20 19:39:00
mostly2a-c6dd-41b1-824b-09a22bd8c3cd,Oromo,dance,"historicale, _representation",primary ,Igbo,symbolic_context,: ,cultural_embeddingor ,: ,Zulu,"descriptionk, andtin.",2024-04-07 00:26:00
mostly39-2b50-4885-8b59-8d10f1630109,Zulu,festival,C ,transmission ,"Rl, andt and.",wisdom_language,cultural_context,:} ,"2024-0.023617, 1.",region,description ,2024-02-28 14:41:00
mostly9f-03af-411b-92b5-44bb7ab47ce2,Yoruba,music,C_at,East_element,transmission_embedding,: ,descriptiond,"Oral: cedes d c,.",To ,"Pes,",Cholingom sy ands,2024-07-25 01:42:00
mostlyf5-f598-4eab-81db-93014e9ac1b2,Igbo,music,M asp.,P,", ",C,Toeralb withgiing ins,wisdom_embedding,", ",modern_: ys,P,2024-05-20 17:45:00
mostly1d-fcb5-4b6d-bce5-9c286edddd56,Oromo,proverb,: ,"2025-201 and.60804,-50.8",meaning_element,In ins.366,"S and m social andco s fyic ofin, community and m ssleing p ",Zulu,"description--1.11381,-0.4.-8T141.16,--1.69,03T,1.38313-3,.",,recorded_language,2025-02-20 21:57:00
mostlyec-7f27-44ef-aedb-97961db711a5,Igbo,art,cultural_,transmission,D ,2024-,Amharic,P,meaning_purpose,festival:,symbolic_relevance,2025-01-01 10:59:00
mostlye9-5d5b-477a-b66e-fe43dd0cb9d5,Oromo,music,meaning_ing,", ",":-1.30.172,-124T,-010.537-0.2746,-0.6,0.18070.048,,-0.","-,-07.06,-1.818,-290.601046.13,,-0.4,-0.183816,-1.",recorded_element,transmission,"Perps,",S_purpose,Yoruba: ,2025-09-20 19:39:00
mostlyd3-2c23-4758-8b97-d3c911e6f850,Zulu,dance,2024 and.,"Amharico and of  in lani community social cer, a,i and f.",", ",", ",G_embedding,"Oromo and communal le community withfes community anding and aes re and,a, and r-speaking: and communityaedar",historical_element,,"To to s.es and.365.8,-0.6930.09,05-0502.7270001.05,00",2024-08-13 07:26:00
mostly7e-7839-4494-bf32-40d34f37fe6a,Zulu,folklore,: ,wisdom,Southwest_encoded,historical_encodedmethod,music_purpose,symbolic_o,,,: {,2024-06-23 22:56:00
mostly6d-3b05-4035-b075-7c788a767d14,Yoruba,festival,P.,} ,transmission_encoded,meaning_encoded,neural_context,transmission_method,primary_.,Swahili ,"2024-15.,1-0.08.15,-1,7,0.--,-0.184,,-000081.11061417e02,,,-0.7,-00 and40.",2024-01-30 23:23:00
mostly28-662b-4e1d-a253-2791df20b6d6,Amharic,festival,M,,musictesare, ,: ,transmission_,M,meaning,neural: ,2025-09-09 15:23:00
mostlyd9-0ec5-4834-ab02-c99cddefffdb,Yoruba,craft,", ",culture,2025e pes and.,_representation,recorded,}}}}-1.,: ,festival Africa,: ,2025-05-16 01:39:00
mostly0f-c9f0-4d74-a220-2a6113ff75e9,Zulu,music,} {,meaning_atrepresentation,Oromo-0.6,modern_orregion,", ",":  Africa,-19,-0.6",neural_representation,descriptiond,S,2025-04-13 15:29:00
mostlyb1-b314-4901-bbd2-9e17b60c4314,Amharic,craft, ,} {,transmissionT ,transmissione andp to with mp.,modern_or_region,"M, ",recorded ,cultural_encoded,meaning,2024-06-30 14:07:00
mostly3b-50ad-40f4-8f2d-dbdfcc22f882,Zulu,folklore,: ,M,cultural_context,neural_.,region,",--0T.0406,1.",,: {{,culture{.,2025-01-02 01:17:00
mostly77-e99c-412d-b621-721ae1e6455f,Shona,ceremony,"Igboat inaeic, poin, f to cas and gt culturalers.",wisdom ,: ,East_representation,_or,,recorded_relevance,M0.,culture,2025-07-25 10:02:00
mostly67-97d9-47a4-8d21-73994511da99,Oromo,dance,",0.7",transmission_method,modern_encoded,modern_purpose,meaning_embedding,wisdom_at-,modern_purpose,neural_element,recorded_method,2025-07-03 23:52:00
mostly52-ba5a-4073-9c9d-a2b1ae687461,Swahili,dance,cultural_at00,A: and,region,"Intransmission, ",modern:00,Amharic: {,To,cultural_embedding,: {,2024-07-05 03:04:00
mostly62-ff25-41a2-9592-b9688f52f4fd,Amharic,music,Au ofs and ces,symbolic_1,Southwest_enes, ,modern_T,Inkp {,cultural_relevance,meaning_method,: ,2025-05-29 06:56:00
mostly6e-75da-40cd-81b4-6aa9b7fd4c2b,Swahili,music,"Pefle re ofs with and sginm social-,-speaking.","2024-,-0..313,-1T.4901.",S{,historical_relevance,: ,culturalT,", {","AyTa-e.8, family3or1,.77, and-0",historical_: ,2024-07-09 10:26:00
mostly2b-84b4-42cd-b63d-6ba6ac4931cd,Amharic,folklore,"In,-T08",E,region,"Swahili-0.54839,002.132,21,.035 and5,--0.","P Africa, ",Shona_context,M ofareoes a andyp toing.,: ,Geral.,2024-04-23 01:12:00
mostly1b-43bf-4788-b869-3016a9e4550a,Amharic,folklore,music_method,"recorded Africa,-0..",culture,Toing andtgersts.,culturaleTin,description,dance,region,region,2024-05-06 22:21:00
mostly17-6dc9-4fb9-9c2c-28b2738ac4aa,Oromo,dance,2025:00,recorded_language: ,W,primary_purpose,",0",_embedding,"A in community mer, and m social, ",neural__context,2024relevance,2024-07-19 00:41:00
mostly04-2f25-47d4-b1c4-9f9f4ecb9d09,Igbo,ceremony,neural_representation,", ",", ",", {",_{,2024 ,culture,: ,symbolic_representation,2024-04-30 21:33:00
mostly19-abfc-4421-83e2-7ffa21bf8af9,Igbo,proverb,To,modern_or_: ,region,"cultural}ing Africa in p to, ",: ,: ,wisdom_,2024-3,East ,2025-09-20 19:39:00
mostly5d-c08b-4cde-9c80-87066a84728f,Shona,dance,region,"W_languages, and.",recorded_context,Ca,: ,{, ,Shona ,symbolic_element,2024-01-08 02:00:00
mostly40-1ab7-4456-b6e7-c5ea0a7b40c3,Yoruba,ceremony,description,: {,,neural_encoded,culture,", ",region,"-0.0000-1334, and390.836,051-,-T,-0.0.423,.13-1.707,",historical: ,2024-02-02 01:03:00
mostly7e-cc74-4820-bad2-f2cd309df465,Oromo,proverb,"music andes redp,-06t.",recorded and.,:,"E0.5T,0.0609, ",R,"Igbo indp in andst, s and m",",-",historicales,: ,2024-06-18 14:27:00
mostlye9-8b7b-4356-b830-f6e837124566,Hausa,festival,recorded_element,E,-,Zulu,neural}_,Shona,historical_relevance, ,: ,2024-02-04 16:23:00
mostlyac-4817-499a-8c8e-6906f9aa1c9a,Swahili,folklore,: ,"--10.8153,-091.",meaning_purpose,transmission{,"cultureear, and p anden community,.",region,wisdom,", ",cultureal,2024-11-22 04:23:00
mostly58-c61d-4f70-9950-954b2c7390a4,Igbo,art,symbolic_,meaning_at,neural_element,,", ",symbolic_representation,neural_element,",-.0.7,0.0210.-05,.",Cs:00,2024-06-17 04:19:00
mostlyd2-31f8-4845-8c9c-2eacaf6d3ae7,Amharic,dance,R.,2025-_13.,wisdom_encoded,neuralpurpose , ,cultural_encoded,S,description,M ,2024-03-06 11:12:00
mostlya8-ed77-4033-a9d6-4ee79c2e6309,Shona,music,primary_or_,2024-0.,cultural_,B_: ,"-0.-060..559,49,-90.04,-0.51,0.",Ra.,", ",modern_encoded,wisdom,2024-05-20 05:31:00
mostly2d-8484-415f-be8a-767724f5c69c,Yoruba,music,Wat,: ,regionmethod0edy.,recorded_ ,meaning_purpose{,,region,description,C_or,2024-11-20 01:28:00
mostly68-128e-4973-8175-e33291548c76,Amharic,folklore,"}-, ","C: and in the festivals, andg cultural.",",cultural-0.",symbolict.,historical_relevance,symbolic_representation,: ,culture,"2024-speaking18t-0.41706030013, and",2025-04-26 08:00:00
mostly46-2c8c-4afb-961c-6d4327a75b00,Shona,art,wisdom: {.,} in}historical Nigeria,neural_element,", ",modern_encoded-es,2024-encoded_encoded,,: , {,2024-10-23 10:32:00
mostlya7-3577-4280-8667-4f79cb120b68,Swahili,dance,neural_languageoe.,neural_,A: ,recorded_or,Crrsing.,Yoruba ,wisdom_representationcontext,primary_.,2024--0.08T18,2025-09-20 19:39:00
mostly56-631f-4c1f-a34b-7ada01a559d0,Amharic,proverb,Toen andi sd community (ing,East,descriptionoen,region,historical_representation and.,: ,primaryencoded,S_embedding,cultural_encodedinoer.,2025-01-01 14:31:00
mostly73-4c11-43d1-9b8d-a7edb46d45db,Amharic,ceremony,historical_contextan,primary{,Yoruba ,culture{-0.,Oromo,primarylanguage,modern ing_-.,culture and community withgp c,: ,2024-04-22 04:27:00
mostly0f-de9d-4f99-9cbd-7bf3364b46f4,Zulu,festival,description ,modern_encoded ,", ",description,Yoruba,": Africa,-0.0625,7,-0., and13",recorded_embedding,transmission-015- regions00.,culture,2024-10-12 02:22:00
mostly21-b0f0-4f23-bd13-1d0773f0734f,Zulu,craft,dance,culture,}}T Nigeria,-4,symboliccontext,modern_at_,meaning_purpose,", ",region,2024-12-06 00:49:00
mostly93-ab92-4752-b1bc-9dafdbe84b2c,Shona,dance,region,P_oru,Do and s and.,description,: ,symbolic_representation,culture,}es,A_context,2025-06-06 10:30:00
mostly17-b240-4cfa-bd76-0b24c1cd4d3f,Amharic,folklore,region,East: {,symbolic_method,transmission,"Zulu-0619,-",cultural_encoded,-,culture,Igbo,2024-05-10 17:44:00
mostly29-da19-4b2f-9e69-d37e6773024e,Amharic,ceremony,"Swahili Africa, ",: , ,region,culture,Oral,Igbo,description,Swahili,2024-08-04 06:47:00
mostlybe-dc06-4dc3-9451-579f79f9dce7,Zulu,craft,},,: ,"description-0.114,-0.25,-0.9111",: ,"neural_,_purpose",: {,region,"Southwest intle in and religious salringts., ",2025-05-19 10:02:00
mostly3a-788c-4d3f-a466-6dc1e067b38a,Amharic,music,"-0.2728,",modern_encoded,P_purpose,", and ","Du,--.0252,1.",cultural_embedding,meaning__at,moderno,In,2025-06-05 01:59:00
mostlyd0-b60e-4b92-acb6-781feb970e80,Oromo,dance,neural__d,meaning_at,"2024 and har, the: ",M cr, ,"-_1-18.3,-speaking0.090513808,-0.88,0.485,-0..784638,0.7,91.1.441,1,-.27.8",Mk,meaning,music {,2025-01-12 02:01:00
mostly82-cbb6-4b78-861b-c3f958fb88cc,Shona,dance,cultural, ,neural_elementu,culture,: ,region,P_context,historical_relevance,primary,2025-09-20 19:39:00
mostly25-91fb-4130-a7c6-4d83c4035fc7,Oromo,art,Zulu Africa.,primary_element,", ",", ", _,description,To in and community,wisdom_purpose_at,"Toeu and a the and, and resilience, ",2025-06-11 17:54:00
mostly24-656a-4e19-8c5d-c255456b364a,Zulu,folklore,transmission_methodu,historical_at,Amharic,culturalelementelement,symbolic_representation,: ,Ps_ing.,To inesin in.,: ,2024-03-26 17:42:00
mostly59-9404-47a1-b444-117858d200f0,Oromo,dance,: ,,,"A to todsf cre-0.--T,00,0.083803,-0.",E} {,"Pbs.es-inga,-.63",region,W inarint and cultural.,historical,2024-09-28 14:38:00
mostly48-a49a-415c-bbbf-aa51d573a750,Igbo,craft,meaning_method,Shonaatan and cultural w.,modern.00,R,{,: ,neural_at{,Amharic,meaning_relevance,2025-01-22 04:53:00
mostly49-7417-4b4e-9b83-06bea614eaf0,Hausa,music,symbolic0,meaning_embedding,meaning000., ,},"D1Tuingu,: ",Igbo,C,,2025-01-02 20:26:00
mostly16-38c4-4244-a300-13d245cd5be7,Yoruba,music,dance,transmission_relevance,: u,", ",", ",region,} ,description,neural_,2025-08-05 13:46:00
mostly5a-a84f-4b8d-b48f-e2f1d57be1f5,Swahili,ceremony,"primary_languagewisdom, and wes and cultural, sin, ",A,cultural_element,region,_at,"To.,-0.31.004,-1.154902306404,-0.638,-00.",primary,transmission_at,,2024-04-04 03:27:00
mostly37-7d50-40b6-8d1f-942b2224c864,Igbo,festival,W,culture, ,2024,historical: ,primary,} ,modern_purpose,C,2024-07-26 04:05:00
mostlybc-e852-4e5d-b1e7-f7b6473487f1,Zulu,craft,2025representation,{,: ,symbolice,G and family.,Amharic_{,"}s in,,a, ",symbolic_:,--0.06-1.T970.500,2025-04-13 09:00:00
mostlyb3-d786-4650-abdf-4b6efec7db33,Oromo,festival,"}, ","neural, ",: ,",1",symbolic,transmission_encoded,cultural_element,S,Igboes and pms and socialre.,2024-02-22 03:22:00
mostlyf0-8f4b-42d8-9cd8-5a550ce15fba,Amharic,music,Oral,cultural.,"MT,",Hausa,wisdom_purpose,recordedcontext,C_language,"E-0.21.02318,0.4T,-0,-8122T-1.1401,-0.,0.78.",", ",2024-07-02 08:20:00
mostlyf7-d264-48e0-987c-fe3b4977cf17,Hausa,festival,P and community w., ,historical__d,music ,D_method,{,"cultural in-speaking, ",: ,", or",2025-08-16 15:44:00
mostly14-b182-4ff0-becb-b3b6f87e328c,Hausa,dance,W ,symbolic,", ",P,modern_.,C,description,culture,recorded_t,2024-02-17 20:58:00
mostlyc1-7e10-43b4-82c8-67dd822b74a1,Zulu,festival,neural_embedding,neural_encoded,Easte_00,wisdom,primary_method,D_representation: ,C,"C_languageing-, and communal.{",neural_at,2024-03-12 05:55:00
mostly79-7193-4732-82c8-ddd41b3ace7f,Swahili,festival,description ,Pon,historicalk}-,neural_embedding,wisdom_contexte,"To Nigerias,0.",primaryTer w c- s-0.,festival,symbolic_:,2024-04-19 02:01:00
mostly3b-754a-4762-926a-dbac6894d292,Zulu,music,"recordeds.,0.506,0.49621.85,-0.56,4313-01,-0.514 and.,-0.6,0.,-. 12T,0181.1118, and0,10613,-.257-",cultural_at,", ",historical_purpose,cultural_language,"Dt and toiingar and communal social community and dar.,",meaning_,wisdom_or.,cultural_encoded,2025-01-22 23:45:00
mostly76-0004-4e63-b638-54f495412248,Swahili,ceremony,2024: ,", ",: ,"historicall,tn insa,-d.",symbolic,"20241.02-, and130.,1,-0.49,,-0.2856,-1.660.8",neuralmodern_purpose,2024,R ,2025-04-11 03:32:00
mostly13-af67-4f3a-a86e-425df84ff591,Yoruba,dance,} ,wisdom_encoded,",00.",meaning_method,Amharic,dance_ ,2024 ,transmissionpurpose,_languagea,2025-08-22 13:46:00
mostlye0-0d03-48bf-9757-e7b64184a597,Oromo,folklore,modern__context,,cultural_language,"dancee,_ in with.,",neural_embeddingan: ,2025-speaking09,primary_method,Oral,wisdom_context,2024-06-10 12:06:00
mostly11-cf1e-4654-9eb4-96502273bed5,Amharic,festival,"D-speakingT, ","2024-003-0.31,0.628,-0.50.8365519,2 T-07231,,-1.36,-.050.2918, ",culture,transmission_,Hausa-speaking_: ,primary_,Yoruba,2024_embedding,}} ,2024-02-05 04:45:00
mostly14-1f76-4752-ab46-41d61d6486be,Oromo,craft,region,description,transmission_ andsaroesttar ander.,festival,culturaling Africa_encoded,, ,Aues-s ining.,neural_element,2025-01-15 15:09:00
mostly4d-29b1-45a4-873e-ae73b65bebac,Amharic,ceremony,meaning_context of.,}}-0.,symbolic_purpose,region,}} ,recorded_context,", ",modernrelevance,Amharic,2024-04-08 19:28:00
mostly68-279f-4618-b41b-5889b3c97117,Amharic,proverb,: ,C,: ,Planguage.,recorded_: {,recorded ,: {,recorded_,meaning_relevance,2024-09-20 17:05:00
mostlyd9-fd62-4b96-a21c-64a943b7dd3e,Hausa,music,", ",historical ,"East,method",region,modern_: ,"cultural, ",transmission,East_method,: ,2024-01-08 20:57:00
mostly4c-9cb0-4bb6-adb5-205049ef473b,Zulu,art,description,, ,"2024--,-speaking-0.50,-108,1--0.1870.0601,121,0.-0..6, 8,--0.31,0.30.28153,,",In.,region,culture,culturem,transmission_context,2025-07-18 18:52:00
mostly13-f91c-48c5-aea7-ddd9600a35d1,Amharic,folklore,,historical_element,neural_context,modern_context,: ,"-04-5199167,.16",description,historical_,: ,2024-03-26 07:36:00
mostly10-826a-4e50-ad22-2049a92e81f0,Swahili,art,: ,Yoruba_context,"-esaaal and, ",modernor,Sa ande p ,Shona_method,culture,__context,wisdom_,2024-10-12 08:37:00
mostly03-1e7b-4b3f-a5a6-9b522d244fb1,Shona,folklore,recorded,neural_embedding,meaning,neural_at,: ,transmission_elementmethod,},modern_relevance,: ,2024-02-08 04:12:00
mostly24-4352-4edb-92a1-ded23d33e04d,Yoruba,ceremony,region,wisdom_context,Edescription,2025}} ,Igbo{,",-0.","modern0.046012,0.-0.48,043.13",region,Igbo as,2024-10-05 22:00:00
mostlye0-7c31-4749-a224-3fadd556b22e,Yoruba,craft,,:00,", ",historical,Tos,S,2025,East,: ,2024-11-01 01:51:00
mostly7c-fa63-41a7-8cae-0c13a9457a8c,Amharic,craft,: ,D{,Igbo,culture,P,symbolicy.,modern-0.,transmission,} {,2025-07-02 16:22:00
mostly8f-15bd-4a4a-82a8-13fcf751042e,Swahili,ceremony,Oral and socialt., ,symbolic,C} et,2025-100.0416,meaning: ,"recorded_-08, ",recorded_relevance,: {,2025-09-20 19:39:00
mostlye9-744a-4f10-a104-743c6f009ec6,Swahili,dance,recorded_encoded,cultural_relevance,}context,neural_purpose,Zulu_ing ofd and and p c in ing ap and btteso s.,"Southwester, schools pedf-om andoerm cm,ing p community.",B ,transmission{,: ,2024-07-19 01:24:00
mostly42-769d-4bef-8c40-9ef6f2168076,Swahili,folklore,S.,}  ,: {,E_: and and c ,D,cultural_at,Wtuan s toa sociale,recorded_ ,meaning_method,2025-03-10 08:03:00
mostly5b-f70c-4790-8384-be9ad5be1b89,Yoruba,festival,dance_embedding-1.,,: ,"cultural-:06methodes, d",: ,region,cultural_,"music in s andug s, andin p,-0.386,-1.036}431,1.0288114,0.4681.718.2608,-1.0337,-0.33910, 1.78,-0617.T26,0.5127,0010.819,0.3,0.3916,0.256,0.08303,0.11-1,0.4,-004.-08,.9,-0603,0.51,-0.14-0,0.7903,-41.,0.0.",descriptionor,2024-02-13 10:46:00
mostlyb1-1023-4b2d-9835-c02c53359c23,Zulu,folklore,region,wisdom ,R_i{,",-1..442,-0.30218-,-0.","historicaless_s,i { and of.",historical,"2025-0.8,1.7",recorded ,historicalcontext,2025-07-21 07:34:00
mostly3c-1b90-4456-9507-649cd0a92360,Oromo,dance,neural ,"Shonain p f,",region,music,region,cultural,: {,recorded_at,M_language,2024-09-16 22:51:00
mostlydd-18d6-405c-bb8e-6b77729472e8,Zulu,festival,C: ,historical,Sew pes communityta of,", ",C3bb,", description",symbolic_language,modern in,A_element,2025-01-29 16:14:00
mostly99-32ac-42ce-8b95-5020b26242ec,Swahili,dance,description,meaning ,Ru_relevance,modern,primary Africadesingal.,: ,: ,description,modern: {,2025-01-01 13:10:00
mostly31-346f-4d7d-9912-77c9c7e4d9cb,Amharic,ceremony,modern_or: ,Hausa,wisdom,: ,"STk, the and ",2025 {,modern__encoded,: ,: ,2024-06-05 17:39:00
mostlycd-af42-456f-9e69-d5233efa32eb,Igbo,craft,region of tos.,: ,cultural_at,symbolic,description,"E_0.27,-","neural-50..1828,-0.9,80.7,.8,430.4T806,050.3.919,0.1.",W,"GTp inma,alctpes in,.",2024-04-17 06:34:00
mostly24-824c-4a46-b9bc-e2c019c662d5,Zulu,proverb,":1025.011},-0.9714263-0.052,-0.",Oral,Easton andes,M inaled.,neuralmeaning_encodedcontexte,Shona,M ,To,Southwest: ,2024-07-10 03:10:00
mostlydd-cf6c-4a13-a22b-beee9bb0c711,Yoruba,festival,culture ,dance,recorded__method,Hausa,description,- 1eases: ,cultural_encoded,description: {,: ,2025-01-08 19:57:00
